"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Euro area","EMU","Population ages 0-14, male","SP.POP.0014.MA.IN","34453401","34912331","35204161","35462544","35753057","36071517","36382967","36655466","36891698","37100964","37196304","37230658","37246667","37164409","36977968","36702436","36346126","35931238","35461156","34920866","34379134","33838656","33281517","32726312","32160755","31622728","31124650","30667751","30303625","30015293","29766926","29496463","29226917","29027804","28769960","28466747","28166564","27896518","27663427","27483938","27344694","27208324","27114000","27033116","26948751","26870556","26808814","26796748","26837435","26893540","26936351","26849282","26839314","26842567","26828506","26790073","26758730","26728118","26685837","26577640","26448442","26266839","26151051","26042056",
"Eritrea","ERI","Population ages 0-14, male","SP.POP.0014.MA.IN","207955","211604","215689","220559","226078","232880","240928","249108","257373","265748","274315","283060","291868","300748","309791","319053","328548","338199","347975","357918","368074","378541","389402","400705","412317","424002","435835","447895","460280","472740","485060","460533","434928","446511","458756","474454","491496","505342","518129","529686","540255","552155","565323","580176","596171","610919","624622","637529","651425","664605","676348","685630","692369","699496","705924","711181","715921","719547","722552","724465","725478","726967","728997","731702",
"Spain","ESP","Population ages 0-14, male","SP.POP.0014.MA.IN","4266634","4300546","4343057","4374611","4420497","4486276","4552796","4625981","4696727","4757231","4820195","4877602","4918751","4951513","4980822","5008657","5038811","5062714","5067071","5045733","5006772","4950265","4877227","4798187","4710749","4613435","4503489","4381907","4252743","4114946","3965018","3824131","3706117","3595303","3485875","3383015","3290231","3210682","3145843","3095430","3062104","3051772","3079340","3134279","3189033","3245791","3314221","3392792","3474321","3541284","3589331","3628525","3650082","3647819","3637588","3626995","3615591","3603925","3584732","3558708","3514200","3446441","3395809","3354476",
"Estonia","EST","Population ages 0-14, male","SP.POP.0014.MA.IN","144017","146956","149244","150848","151532","151754","151313","150601","151072","152111","153397","155400","157191","158229","158390","158209","158512","159258","160198","161402","163221","165648","168282","170559","171879","172659","173742","175282","176785","177884","178036","176282","171084","164203","158326","152960","147636","142544","137472","132140","127346","123029","118449","113735","109378","105887","103598","102434","102355","103163","104333","105410","106094","106642","107305","108140","109058","110170","111252","112140","112511","112571","113632","114135",
"Ethiopia","ETH","Population ages 0-14, male","SP.POP.0014.MA.IN","4658081","4763411","4876618","5004471","5148956","5306598","5465505","5634309","5823214","6023406","6236396","6461544","6690746","6915101","7123001","7317597","7529944","7703700","7856889","7994003","8059376","8282356","8618420","8842252","9030652","9263668","9541103","9898942","10347579","10806427","11265757","11823233","12378275","12849970","13329730","13799799","14266898","14752262","15249554","15746023","16225375","16686926","17134938","17570312","18004649","18439527","18864021","19289017","19710654","20108672","20490970","20863110","21216501","21549047","21871929","22201908","22546093","22899359","23269475","23668148","24084320","24504694","24925105","25350220",
"European Union","EUU","Population ages 0-14, male","SP.POP.0014.MA.IN","47196900","47674753","47903280","48066697","48260041","48441850","48581218","48699679","48783589","48843547","48770216","48656692","48607853","48521676","48418347","48298398","48129458","47887481","47536274","47098082","46666602","46229367","45711723","45129260","44540775","43993034","43488205","43008264","42577320","42154774","41721411","41241235","40757883","40359326","39895261","39364706","38829208","38324460","37850010","37419900","36978272","36542909","36156041","35829986","35522350","35250056","35033259","34896246","34855622","34877118","34898733","34805216","34787247","34787512","34774482","34745447","34736470","34749205","34751644","34673588","34550646","34333240","34054996","33880475",
"Fragile and conflict affected situations","FCS","Population ages 0-14, male","SP.POP.0014.MA.IN","48639954","49882082","51153808","52496642","53869810","55249233","56638084","58055668","59515322","60996774","62513733","64110441","65775928","67481490","69231985","71045915","72994787","74946626","76830846","78824360","80809146","82687080","84690235","86814353","89026886","91295948","93522877","95750461","97930611","100193622","102921214","105164809","107762624","110645255","113534366","116227797","118728057","121194707","123625745","126120126","128628801","131186751","134153140","137345530","140450937","143615067","146819490","150066949","153564439","157274036","161056047","164885765","168869380","172964844","176925727","180712989","184437550","188102098","191704059","195307433","198930032","202503704","205669124","209150964",
"Finland","FIN","Population ages 0-14, male","SP.POP.0014.MA.IN","686873","677321","665392","654021","642707","631411","621975","613876","605226","593579","578437","564688","553811","544426","536378","529434","522940","516662","509786","502288","496006","491265","488081","486573","486392","486584","486671","487001","488920","491272","492374","493089","494071","495296","496229","496462","495505","492651","487935","483209","479564","476750","474394","471494","468281","464841","461378","458311","455926","454501","453739","453919","454877","456580","458000","458232","457569","456064","453154","448267","442735","437154","431100","425898",
"Fiji","FJI","Population ages 0-14, male","SP.POP.0014.MA.IN","97656","100893","104138","107420","110508","113534","116244","118451","120354","121898","123073","123898","124327","124363","124198","124195","124719","125749","127194","129041","131219","133682","136432","139408","142523","145662","148376","150692","152822","154669","156143","156605","156248","155559","154360","152854","151690","150920","150160","149406","148675","148125","147697","147315","147005","146666","146355","146057","145689","145235","144632","143884","143146","142581","142120","141647","141047","140163","138981","137617","136702","136108","135592","135290",
"France","FRA","Population ages 0-14, male","SP.POP.0014.MA.IN","6233773","6306778","6321634","6331258","6347586","6365094","6387069","6409403","6430503","6453871","6478801","6511895","6548595","6574463","6576698","6550362","6501668","6451610","6401452","6347526","6310170","6288015","6271059","6245844","6209265","6169394","6120929","6062615","6008464","5971341","5956453","5984366","5986072","5970474","5942001","5904164","5862544","5824606","5806998","5815535","5838037","5861763","5881145","5898322","5916009","5935333","5956293","5978343","6009297","6050748","6090129","6122207","6152785","6180779","6194880","6188896","6165539","6142072","6122298","6096738","6060908","6016012","5974117","5937104",
"Faroe Islands","FRO","Population ages 0-14, male","SP.POP.0014.MA.IN","5723","5739","5749","5770","5809","5871","5941","6007","6083","6156","6200","6223","6243","6269","6303","6335","6349","6331","6295","6263","6229","6183","6127","6069","6029","6006","5999","5990","5974","6005","5994","5899","5785","5638","5455","5352","5357","5391","5439","5478","5533","5600","5663","5711","5720","5670","5597","5544","5510","5476","5429","5388","5340","5292","5266","5254","5286","5342","5396","5463","5519","5566","5623","5655",
"Micronesia, Fed. Sts.","FSM","Population ages 0-14, male","SP.POP.0014.MA.IN","9810","10244","10699","11149","11590","12007","12396","12796","13210","13642","14093","14554","15013","15468","15917","16267","16529","16806","17197","17698","18202","18708","19208","19698","20180","20639","21070","21485","21880","22247","22590","22904","23382","24022","24495","24556","24351","24121","23842","23485","23117","22787","22460","22146","21820","21456","21048","20609","20177","19766","19395","19158","19011","18841","18654","18445","18285","18193","18100","17995","17893","17838","17810","17760",
"Gabon","GAB","Population ages 0-14, male","SP.POP.0014.MA.IN","80507","82424","84453","86683","89051","91448","93964","96634","99451","102498","105777","109226","112860","116658","120591","124680","128974","133488","138239","143217","148416","153866","159535","165390","171397","177497","183665","189917","196253","202598","208870","215028","221053","226911","232503","237720","242565","247210","251786","256310","260888","265561","270280","275069","280074","285444","291238","297519","304376","312087","320896","330725","341172","351854","362652","373361","383794","393864","403488","412585","421052","428857","436037","442410",
"United Kingdom","GBR","Population ages 0-14, male","SP.POP.0014.MA.IN","6271023","6318727","6347861","6382592","6444980","6527910","6613595","6696357","6765948","6822553","6872913","6914281","6924784","6892914","6826473","6729580","6607930","6468348","6326057","6197005","6080851","5967371","5853320","5750627","5665937","5600899","5547067","5511387","5508544","5531245","5574946","5633850","5695257","5745603","5771923","5778076","5780709","5783867","5782722","5773354","5748744","5713574","5674886","5637501","5611658","5591731","5576481","5579248","5599736","5627823","5665761","5710193","5754224","5798570","5847436","5910905","5983531","6050987","6099788","6123680","6117809","6070272","6072239","6034522",
"Georgia","GEO","Population ages 0-14, male","SP.POP.0014.MA.IN","532317","551715","567962","581059","591496","598961","607584","618581","627532","633557","634591","631903","627733","622201","615775","608031","600601","593524","586429","581402","580034","581757","585119","588590","591146","593523","595832","598122","601328","600792","601374","607905","613984","618850","608223","583398","559285","537442","518937","501341","482923","465297","449906","435682","421927","407530","393901","383096","376715","371519","368301","364996","362528","362448","366804","374491","382004","388796","394668","398777","402542","404423","407989","414341",
"Ghana","GHA","Population ages 0-14, male","SP.POP.0014.MA.IN","1579671","1638585","1690868","1742813","1792689","1844526","1898907","1952532","2005941","2060532","2118827","2178388","2236898","2294954","2351864","2407541","2461374","2518953","2584124","2655756","2735050","2820639","2912932","3015066","3118009","3215581","3313832","3410505","3501687","3587765","3670221","3749979","3820500","3880341","3932700","3979061","4022644","4063843","4102951","4149062","4208145","4274274","4344595","4418656","4496413","4581290","4671143","4762075","4856878","4958756","5068784","5187142","5312264","5438835","5560640","5676429","5784308","5876022","5959590","6043733","6120742","6191283","6259585","6323567",
"Gibraltar","GIB","Population ages 0-14, male","SP.POP.0014.MA.IN","2887","2857","2900","2990","3064","3137","3212","3279","3338","3391","3444","3497","3541","3568","3577","3573","3585","3606","3616","3616","3602","3568","3548","3541","3519","3476","3400","3299","3205","3088","2944","2813","2768","2797","2821","2823","2817","2809","2797","2779","2749","2689","2660","2695","2734","2775","2806","2822","2850","2886","2922","2959","2995","2989","2966","2961","2952","2945","2931","2914","2888","2864","2852","2838",
"Guinea","GIN","Population ages 0-14, male","SP.POP.0014.MA.IN","686152","700887","716577","733530","752959","771356","787164","803479","820360","837783","855716","874186","893108","912460","932134","952053","972341","993168","1014808","1037719","1061813","1086850","1113330","1141372","1170873","1201991","1234881","1269851","1306773","1345281","1397263","1459096","1511864","1564209","1617034","1666976","1718427","1767135","1814315","1861649","1907624","1949740","1990423","2031783","2072171","2112174","2152356","2193165","2235081","2278692","2323853","2368967","2413298","2459219","2507434","2557964","2611309","2665514","2719185","2772193","2824452","2875616","2924799","2970918",
"Gambia, The","GMB","Population ages 0-14, male","SP.POP.0014.MA.IN","81593","83454","85520","87988","90938","94105","97285","100525","103854","107281","110810","114435","118201","122132","126461","131212","136204","141464","146989","152810","158977","165473","172299","179555","186933","194364","202187","210399","219004","228021","237497","247472","257727","267744","277104","285946","294688","303540","312627","321811","330913","340043","349212","359292","370518","382175","394372","407065","420091","433513","447313","461411","475606","489561","503104","516212","528723","540584","551583","561710","571316","580352","588840","596949",
"Guinea-Bissau","GNB","Population ages 0-14, male","SP.POP.0014.MA.IN","109801","111752","114973","117891","120071","121333","122139","122989","124043","124808","125395","125800","126002","126385","130488","139797","151938","166254","181565","189497","191834","196150","200517","204804","208918","212829","216564","220186","223769","227368","230805","235046","241042","248082","254673","259596","263218","266356","269530","272970","276818","281206","286227","291917","298122","304957","312467","320460","328555","336516","344494","352767","361356","370051","378578","386662","394232","401003","407040","412730","418109","423115","427631","431732",
"Equatorial Guinea","GNQ","Population ages 0-14, male","SP.POP.0014.MA.IN","51493","52853","54255","55684","56948","58071","59271","60574","61974","62873","62832","62184","61198","60054","58871","57734","56629","56043","56263","57232","59348","62677","66941","70687","73743","77182","80906","84829","88907","93128","97475","101948","106544","111261","116068","120925","125848","130867","135992","141077","147442","154669","160925","166411","171492","176687","182545","189429","197453","206552","216511","225992","234862","244176","253897","263990","274432","284946","295107","304550","312666","319368","324951","329539",
"Greece","GRC","Population ages 0-14, male","SP.POP.0014.MA.IN","1135668","1138064","1135508","1130381","1126660","1127146","1132687","1138864","1141299","1137647","1130296","1124697","1123024","1121465","1121348","1130819","1149202","1163261","1174403","1182173","1184069","1181256","1170813","1156954","1140024","1119162","1095848","1072693","1050125","1028357","1011072","995317","976116","955358","932568","908185","884914","865004","847968","832725","821832","815527","810286","805285","802238","804046","808087","811527","816779","823276","828396","830188","827513","822047","815426","807062","800250","795712","790781","785908","779301","763803","743372","724156",
"Grenada","GRD","Population ages 0-14, male","SP.POP.0014.MA.IN","22492","22968","23305","23596","23852","24074","24247","24342","24321","24178","23783","23123","22411","21742","21130","20584","20107","19695","19344","19059","18840","18675","18608","18675","18762","18825","18887","18919","18857","18776","18765","18796","18863","18937","19005","19006","18962","18873","18692","18456","18178","17798","17244","16680","16206","15753","15354","15023","14762","14562","14416","14363","14390","14435","14486","14538","14651","14815","14971","15109","15219","15294","15328","15319",
"Greenland","GRL","Population ages 0-14, male","SP.POP.0014.MA.IN","7269","7608","7960","8345","8695","9140","9422","9626","9838","10048","10250","10247","10237","10090","9857","9500","9084","8595","8179","7900","7636","7378","7106","6907","6800","6763","6764","6863","7019","7166","7316","7426","7500","7577","7706","7794","7806","7799","7777","7722","7653","7568","7490","7394","7292","7152","6970","6792","6639","6542","6509","6400","6308","6216","6161","6101","6059","6024","6002","6046","6076","6100","6089","6093",
"Guatemala","GTM","Population ages 0-14, male","SP.POP.0014.MA.IN","974366","1003985","1033346","1062260","1091264","1120994","1151311","1181669","1211883","1242211","1272684","1303817","1335639","1367922","1398631","1427773","1458142","1490220","1524448","1561322","1601406","1644502","1691466","1740477","1788951","1837334","1886119","1935704","1986073","2036790","2087022","2136515","2184846","2231715","2279731","2328991","2376604","2422314","2466951","2511648","2560160","2608623","2651388","2686789","2716501","2741978","2763905","2782391","2797744","2810041","2819355","2827160","2833740","2839181","2844544","2850553","2855092","2858468","2862024","2863733","2861174","2857074","2852311","2845244",
"Guam","GUM","Population ages 0-14, male","SP.POP.0014.MA.IN","15226","15503","15618","15628","15627","15711","15932","16274","16686","17087","17539","18035","18433","18676","18780","18792","18787","18809","18831","18872","19166","19693","20147","20429","20492","20387","20291","20295","20384","20443","20689","21216","21737","22202","22622","23009","23364","23677","23956","24230","24538","24827","25001","25043","24927","24665","24307","23871","23389","22889","22699","22777","22876","22967","23006","23068","23145","23208","23199","23141","23102","23094","23075","23038",
"Guyana","GUY","Population ages 0-14, male","SP.POP.0014.MA.IN","136143","140891","145392","149575","153397","156822","159830","162437","164687","166645","168374","169577","170236","170602","170663","170461","170017","169337","168399","167131","165437","162859","159584","156269","152997","149823","146798","143965","141385","139123","137168","135850","135595","135974","136477","137082","137765","138485","139206","139859","140366","140657","140679","140032","138680","136941","134652","131923","129024","126008","122936","119882","117550","116438","115929","115569","115364","115329","116167","116774","116858","117270","117461","117534",
"High income","HIC","Population ages 0-14, male","SP.POP.0014.MA.IN","134487802","136528446","137617679","138357111","139055191","139780565","139945198","139775934","139791417","139720432","139471250","139365422","139048911","138526729","137889321","137143453","136253208","135331105","134385662","133563292","132946308","132609906","132296369","131842091","131340575","130764430","130168553","129702364","129416503","129173062","128797714","128596766","128423677","128124403","127590313","126842121","126038664","125219265","124310944","123344703","122325503","121194770","120008128","118955891","118054597","117178262","116508879","116180293","116179350","116261212","116291209","116277989","116535622","116852683","117180312","117498328","117856586","118138138","118215836","118053257","117767893","116861101","115971869","115189680",
"Hong Kong SAR, China","HKG","Population ages 0-14, male","SP.POP.0014.MA.IN","664560","683202","714190","735112","745705","755989","751509","757851","758604","751571","746651","739199","731324","728509","726577","713997","696262","679285","663980","674697","670512","670477","670429","671596","669920","669004","665287","654972","642948","633796","621892","614997","609329","608926","610719","608806","622939","617309","610438","601950","590807","579170","567232","549495","533302","512710","494525","482870","472863","459697","446878","436297","435425","435532","436640","437038","441795","453666","464688","474201","475049","468303","459221","464365",
"Honduras","HND","Population ages 0-14, male","SP.POP.0014.MA.IN","493673","511869","529929","547789","565687","583576","601469","619610","638184","657320","677050","697557","718985","740904","762082","783761","807338","832015","857645","884214","911482","939308","967546","995948","1024203","1052092","1079581","1106566","1134353","1163006","1190987","1218259","1245305","1272249","1298866","1325068","1351104","1377278","1401526","1426490","1454013","1480808","1506400","1530370","1552216","1571673","1588682","1603038","1614535","1623312","1629669","1633746","1635611","1635099","1632128","1627668","1622911","1618480","1614788","1611991","1610061","1608903","1608690","1609247",
"Heavily indebted poor countries (HIPC)","HPC","Population ages 0-14, male","SP.POP.0014.MA.IN","35351734","36316168","37324270","38398169","39545288","40726026","41919167","43158436","44453269","45793334","47186402","48631044","50110404","51627410","53191394","54799555","56444611","58095754","59862580","61708279","63344897","64869836","66612676","68525506","70512552","72570154","74640026","76767899","78926284","81162292","83381442","85598328","88147939","90984710","93602679","96120539","98852497","101612984","104327418","107069124","109783671","112529704","115610365","118819692","121925370","125108665","128433899","131828272","135277576","138780595","142340199","145961638","149671012","153465297","157297824","161175928","165120589","169082044","173020770","176956619","180909708","184843724","188741201","192628792",
"Croatia","HRV","Population ages 0-14, male","SP.POP.0014.MA.IN","560060","562456","562332","559110","553801","548285","543300","537500","530431","522517","513882","506388","501031","497345","494438","491764","489934","489116","489089","488800","487229","486184","487132","489207","491285","492731","492509","490361","487049","482551","477455","463636","446749","440457","435554","425266","415386","409926","405756","399604","391263","371708","366232","360563","355353","351396","347321","343524","341011","338754","335556","330552","325271","320630","316124","310902","306813","302180","299212","297378","295292","281927","279154","277203",
"Haiti","HTI","Population ages 0-14, male","SP.POP.0014.MA.IN","778300","794101","810931","828677","847096","865460","883117","900379","917328","934007","950437","966606","982743","998781","1015349","1033470","1053170","1074381","1096921","1120589","1145550","1172165","1200564","1230068","1260304","1291747","1324522","1358505","1393453","1428514","1462853","1494908","1524131","1551307","1576334","1599575","1621280","1641209","1659681","1677102","1693694","1708391","1720323","1730549","1738844","1746005","1754185","1762993","1771862","1781343","1784131","1786973","1796396","1804805","1812669","1819890","1827212","1835655","1844287","1852469","1860251","1867007","1872998","1878828",
"Hungary","HUN","Population ages 0-14, male","SP.POP.0014.MA.IN","1290938","1288930","1277334","1257430","1236696","1214450","1193650","1177902","1160586","1135165","1107640","1086112","1075429","1074131","1084771","1107626","1132858","1158080","1180562","1198010","1209536","1214857","1213586","1204966","1192832","1182146","1173287","1162699","1149194","1115869","1074084","1045259","1020871","998348","977968","960158","943320","926920","911582","896154","879093","860445","844349","830873","817290","804188","791748","780349","770964","762819","753652","744963","737001","733349","732393","731958","730768","730120","729943","729903","728726","725503","714558","707501",
"IBRD only","IBD","Population ages 0-14, male","SP.POP.0014.MA.IN","386914984","391946207","400404133","413203914","425244927","435579930","445739195","454598973","463473837","472968863","482077283","491334362","499646317","507712948","516620575","525355543","533746454","539468447","541103527","542494681","545291902","548925550","554066233","558544735","561883510","565620436","570174313","575964490","581955133","588029564","594904946","601286380","606495664","611152928","614712049","616916383","617862004","617282186","616039232","614385899","611865355","608315313","603435924","598391152","593546454","588367860","584208656","581844127","580796530","580665910","580891115","581742389","583654172","586081283","588456539","590178513","591370095","592607608","592811048","591532171","588695775","584433008","578699441","572516366",
"IDA & IBRD total","IBT","Population ages 0-14, male","SP.POP.0014.MA.IN","471081394","478571059","489610413","505160367","520120892","533442402","546610416","558544053","570560574","583249271","595552369","607907709","619430245","630918656","643301126","655492454","667320043","676583103","682010305","687413610","694259347","701991305","711490348","720499779","728456531","736919639","746184119","756698136","767375356","778230683","789924914","801036068","811172595","820960545","829354389","836189039","841837965","845853299","848980061","851677528","853649342","854746012","854878298","854938908","855048071","854823749","855755902","858648839","862958457","868248822","874042853","880524716","888043825","896046356","903877687","910955815","917477885","923965903","929375694","933353830","935852994","936952055","936445721","935367677",
"IDA total","IDA","Population ages 0-14, male","SP.POP.0014.MA.IN","84166410","86624852","89206280","91956453","94875965","97862472","100871221","103945080","107086737","110280408","113475086","116573347","119783928","123205708","126680551","130136911","133573589","137114656","140906778","144918929","148967445","153065755","157424115","161955044","166573021","171299203","176009806","180733646","185420223","190201119","195019968","199749688","204676931","209807617","214642340","219272656","223975961","228571113","232940829","237291629","241783987","246430699","251442374","256547756","261501617","266455889","271547246","276804712","282161927","287582912","293151738","298782327","304389653","309965073","315421148","320777302","326107790","331358295","336564646","341821659","347157219","352519047","357746280","362851311",
"IDA blend","IDB","Population ages 0-14, male","SP.POP.0014.MA.IN","25457263","26208511","27012734","27888784","28834498","29815760","30811028","31811005","32814467","33826756","34848957","35876263","36928705","38024352","39159736","40338377","41555695","42810303","44102409","45462946","46995304","48632699","50284196","51934761","53618673","55392940","57205214","59049782","60919511","62796275","64657810","66510351","68318882","70070451","71787502","73487014","75154129","76755470","78304368","79846084","81471405","83144251","84808879","86461788","88118455","89770311","91450982","93219456","95096807","97059176","99120582","101194283","103205402","105186087","107092494","108906165","110651812","112348202","114025631","115712736","117419797","119115783","120730230","122244371",
"Indonesia","IDN","Population ages 0-14, male","SP.POP.0014.MA.IN","17701777","18352918","19050306","19790773","20558837","21292998","22006977","22747865","23481113","24196299","24892312","25561390","26201365","26818694","27406531","27964232","28498558","29010044","29509561","29999899","30473915","30923626","31357064","31774669","32158520","32476509","32716186","32914035","33090864","33245801","33362350","33457266","33533822","33573315","33595623","33612692","33634274","33658165","33668136","33656302","33664495","33723737","33797268","33859519","33913199","34006190","34144020","34322053","34534912","34732944","34912440","35100898","35295272","35462829","35611282","35737828","35828172","35884692","35912144","35915288","35878742","35789092","35637419","35439686",
"IDA only","IDX","Population ages 0-14, male","SP.POP.0014.MA.IN","58709147","60416341","62193546","64067669","66041467","68046712","70060193","72134075","74272270","76453652","78626129","80697084","82855223","85181356","87520815","89798534","92017894","94304353","96804369","99455983","101972141","104433056","107139919","110020283","112954348","115906263","118804592","121683864","124500712","127404844","130362158","133239337","136358049","139737166","142854838","145785642","148821832","151815643","154636461","157445545","160312582","163286448","166633495","170085968","173383162","176685578","180096264","183585256","187065120","190523736","194031156","197588044","201184251","204778986","208328654","211871137","215455978","219010093","222539015","226108923","229737422","233403264","237016050","240606940",
"Isle of Man","IMN","Population ages 0-14, male","SP.POP.0014.MA.IN","4978","4894","4852","4860","4893","4923","4971","5079","5239","5415","5595","5792","5997","6181","6321","6393","6423","6446","6450","6444","6424","6373","6309","6221","6104","5955","5847","5831","5882","5974","6081","6191","6291","6380","6428","6445","6472","6549","6688","6836","6950","7032","7096","7137","7141","7101","7082","7112","7157","7218","7279","7293","7266","7213","7128","7037","6958","6886","6802","6689","6549","6417","6309","6196",
"India","IND","Population ages 0-14, male","SP.POP.0014.MA.IN","93261350","96165815","99130339","102123470","104855605","107219224","109440547","111609618","113819244","116062165","118284613","120544453","122846939","125204686","127642454","130080487","132509850","134935812","137337056","139825715","142504599","145350386","148243209","151148977","154130233","157149328","160184735","163175453","166049337","168827666","171518928","174160430","176806685","179434669","181966156","184351434","186538689","188573390","190488495","192219475","193854336","195436734","196901139","198208563","199329376","200252910","200880719","201244111","201472924","201592783","201564895","201380848","201025498","200473716","199612180","198443019","197122936","195635160","194054744","192383374","190599344","188878814","187217177","185558095",
"Not classified","INX","Population ages 0-14, male","SP.POP.0014.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population ages 0-14, male","SP.POP.0014.MA.IN","447737","446323","445318","446034","449823","454505","457358","459087","460488","463438","468577","475078","482383","490602","499255","507084","513439","518737","523566","527847","532322","536871","539373","540001","538567","532693","525643","518183","508049","497682","488704","481984","475809","468181","458620","447970","439180","432794","428179","425618","424525","424003","424897","428460","433572","439093","446201","457123","469821","481785","492666","501120","506114","508827","510978","513284","515331","515879","516565","516766","515012","513073","514027","517059",
"Iran, Islamic Rep.","IRN","Population ages 0-14, male","SP.POP.0014.MA.IN","4743830","4941057","5134950","5327901","5501074","5656844","5816802","5980384","6145052","6311566","6479925","6646429","6807406","6965659","7130767","7310487","7514886","7745347","7998422","8284700","8601282","8956631","9339046","9726139","10125093","10527750","10923820","11302549","11654434","11971745","12282806","12558142","12737764","12785554","12717021","12573386","12354123","12064235","11722572","11357193","10982421","10613028","10230844","9861620","9538310","9243862","8974957","8750859","8597081","8534642","8563592","8659032","8821946","9043650","9388379","9813925","10133628","10365579","10564794","10686261","10729074","10728510","10696221","10631040",
"Iraq","IRQ","Population ages 0-14, male","SP.POP.0014.MA.IN","1422739","1460980","1522265","1597222","1672987","1753198","1834685","1913858","1992712","2075830","2169543","2271518","2386233","2514690","2640709","2763130","2880282","2982920","3076254","3165722","3256063","3346370","3432687","3524755","3622977","3695895","3770475","3856675","3929657","4017011","4048316","4075298","4183689","4376920","4579902","4724535","4864974","5005221","5152708","5307402","5468317","5624930","5786272","5941892","6090200","6243104","6251707","6159653","6237238","6422856","6592039","6799462","7087361","7395882","7623279","7786647","7923274","8044900","8165091","8277713","8394007","8505621","8606055","8706288",
"Iceland","ISL","Population ages 0-14, male","SP.POP.0014.MA.IN","31560","32211","32738","33250","33698","34026","34393","34709","34758","34529","34150","33881","33831","33880","33799","33541","33271","32899","32456","32239","32171","32142","32268","32424","32479","32382","32203","32144","32282","32423","32505","32725","33166","33594","33713","33534","33308","33160","33114","33189","33467","33798","33836","33653","33503","33412","33360","33482","33784","33951","33955","33918","33881","33958","34094","34073","34020","34266","34623","34907","35241","35687","36316","37060",
"Israel","ISR","Population ages 0-14, male","SP.POP.0014.MA.IN","375989","386603","401877","412219","423803","434612","442210","457653","463827","474635","491300","508775","523109","545658","563583","577402","591570","605751","617733","631891","644620","655073","665527","676370","683605","692355","697854","703346","709193","714296","728639","765170","783638","796736","809457","823403","839014","854526","867397","882944","900689","916968","932053","946737","961436","976402","991987","1010139","1030591","1058919","1083080","1107069","1131007","1155253","1179792","1207115","1236152","1263401","1287217","1311327","1334027","1353494","1375550","1398135",
"Italy","ITA","Population ages 0-14, male","SP.POP.0014.MA.IN","6421785","6453917","6443167","6436224","6464692","6518660","6576398","6642931","6709392","6768909","6812795","6836228","6862888","6894600","6911809","6900010","6858971","6796455","6705903","6580133","6427145","6260377","6095213","5937939","5773687","5608836","5440010","5266086","5104335","4948187","4800551","4601955","4440797","4378296","4322105","4277349","4244955","4221880","4201185","4185017","4173681","4162253","4163080","4174455","4190158","4208876","4221153","4237891","4264386","4288338","4301418","4299561","4297646","4327677","4337395","4294480","4239828","4183322","4120961","4013231","3931631","3847667","3767173","3685395",
"Jamaica","JAM","Population ages 0-14, male","SP.POP.0014.MA.IN","341926","350612","358775","367221","376872","386543","395224","403663","411722","419050","425744","431073","435048","438074","440106","440606","439893","439613","439536","439081","438711","438700","438933","439806","441015","441802","441906","441363","440643","440145","439584","439609","441949","445698","449098","451685","452535","451971","450737","448155","443333","436971","430351","423716","417282","411243","405164","397584","388643","379530","369998","361075","353078","344935","337076","330932","325851","320021","313376","306117","299088","292187","285552","279440",
"Jordan","JOR","Population ages 0-14, male","SP.POP.0014.MA.IN","198821","211711","224564","237801","252888","271538","294152","320247","348452","376280","401687","423852","443066","460384","476576","491955","506561","520967","535543","550797","568003","587417","608781","631809","656102","681572","708023","735144","763185","793012","818923","840515","863675","888542","914540","940388","965138","987986","1008314","1026414","1042612","1057253","1071562","1086497","1102900","1120253","1186530","1251728","1268918","1282812","1296046","1313711","1316950","1390008","1552341","1688275","1753927","1779525","1801691","1820759","1836632","1849604","1844735","1821064",
"Japan","JPN","Population ages 0-14, male","SP.POP.0014.MA.IN","13969993","13897065","13638101","13223103","12819748","12547677","12328241","12209650","12242121","12320933","12428240","12706538","12943437","13208618","13451598","13658883","13799360","13884546","13919038","13897719","13816160","13784498","13702756","13503424","13300731","13070680","12785192","12450895","12072309","11673256","11290399","10964342","10681166","10422051","10194060","9995593","9829704","9692934","9565074","9432650","9314059","9225348","9143762","9060936","8976712","8908568","8852067","8806174","8762235","8701572","8640562","8565666","8486230","8407491","8326365","8239298","8151601","8051228","7936700","7816633","7693410","7568053","7438623","7305220",
