"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Population ages 0-14, male","SP.POP.0014.MA.IN","369903","395371","417393","435647","450953","463583","473587","481688","488275","493159","496050","496505","494700","491407","486955","481986","478761","478717","481026","482488","482630","484685","489392","496378","503436","508633","512591","515931","517810","526734","541546","553256","548307","530354","515082","502643","492881","482076","469140","452985","434575","416272","399576","384450","370037","355198","339447","324324","312488","304940","300053","296507","294885","294972","296540","298707","300593","301914","302108","301262","299891","299241","298758","297110",
"American Samoa","ASM","Population ages 0-14, male","SP.POP.0014.MA.IN","5159","5223","5315","5431","5568","5721","5874","6019","6169","6322","6439","6529","6621","6716","6803","6871","6920","6956","6985","7014","7100","7268","7466","7679","7914","8176","8468","8792","9145","9521","9847","10086","10307","10532","10768","11012","11258","11490","11697","11890","11975","11900","11752","11577","11372","11131","10862","10575","10290","10032","9770","9490","9222","8955","8679","8390","8080","7751","7406","7055","6711","6378","6186","6122",
"Antigua and Barbuda","ATG","Population ages 0-14, male","SP.POP.0014.MA.IN","11336","11512","11684","11871","12180","12575","12941","13314","13685","14037","14133","13931","13635","13285","12909","12518","12154","11846","11567","11325","11092","10825","10561","10320","10070","9856","9708","9577","9482","9440","9426","9425","9439","9486","9577","9695","9846","10013","10144","10226","10334","10443","10480","10477","10448","10395","10359","10336","10340","10361","10307","10192","10061","9922","9797","9648","9476","9331","9189","9059","8971","8901","8823","8700",
"Australia","AUS","Population ages 0-14, male","SP.POP.0014.MA.IN","1588009","1620293","1652472","1675763","1701808","1726771","1756798","1767267","1786448","1815446","1844005","1897387","1919469","1931066","1957515","1953489","1939097","1925214","1912936","1901272","1896919","1903355","1914781","1917435","1912499","1905662","1897625","1893481","1899014","1912820","1928406","1943642","1957033","1965751","1975436","1986518","1997219","2003983","2008681","2015476","2022925","2031485","2035054","2038270","2040298","2045560","2054969","2076845","2104170","2133821","2154191","2174706","2209271","2246806","2279158","2311071","2346189","2380702","2407990","2430283","2441937","2422973","2428085","2458871",
"Austria","AUT","Population ages 0-14, male","SP.POP.0014.MA.IN","793616","811953","825214","836579","850887","866558","882898","899310","913265","924020","930625","933559","932823","927298","916280","899134","878379","856414","832496","808142","787866","773097","757172","737942","720929","707714","697410","689428","685571","686244","690356","699478","712048","721536","725545","725323","722281","717135","711222","705758","699732","693282","688439","684147","680003","675715","668443","658974","650026","641940","635135","629981","626551","625563","627513","635345","645566","652379","656227","658657","660359","662532","668665","674688",
"Azerbaijan","AZE","Population ages 0-14, male","SP.POP.0014.MA.IN","812060","877518","931165","978752","1025855","1065581","1101035","1130583","1154062","1172943","1186070","1195229","1199202","1197228","1190840","1180068","1155502","1120025","1087336","1069822","1067363","1069276","1076981","1088663","1105192","1125033","1147513","1174310","1201607","1234119","1264289","1287436","1311241","1331739","1340530","1338306","1330616","1318980","1303827","1286174","1265508","1240221","1213040","1186342","1162048","1141657","1126613","1117310","1123359","1134035","1140452","1154708","1176089","1201782","1229048","1255743","1279648","1295856","1303840","1307978","1306198","1294853","1270234","1235257",
"Burundi","BDI","Population ages 0-14, male","SP.POP.0014.MA.IN","612844","629427","646883","664329","684128","701810","716178","731847","748175","764847","782113","800519","809931","816708","832907","851895","871632","892695","915805","940608","971276","1005951","1040466","1076485","1113036","1149490","1185357","1221918","1258573","1295209","1331617","1366484","1402055","1415779","1428394","1457447","1473073","1481688","1493044","1507203","1523370","1543953","1570044","1602151","1641904","1688634","1741840","1801843","1868878","1956812","2053360","2141871","2235446","2333989","2431724","2520426","2599632","2673570","2744007","2810440","2869019","2920467","2966127","3005933",
"Belgium","BEL","Population ages 0-14, male","SP.POP.0014.MA.IN","1106770","1116299","1121661","1132040","1145639","1158688","1167924","1173089","1173426","1170935","1165508","1160425","1155252","1145243","1131332","1115179","1097162","1078225","1058932","1039119","1020990","1004555","989981","977005","964238","951096","938720","928743","923795","922858","924626","928870","933226","936039","935646","932547","929046","926523","924565","923354","923135","923339","922885","921271","919582","918981","919191","920731","925331","932816","942911","956806","963618","969078","974103","979498","983524","986484","989707","991825","991223","989058","988347","988092",
"Benin","BEN","Population ages 0-14, male","SP.POP.0014.MA.IN","476490","490080","505360","522492","542515","561681","578464","595733","613429","631608","650214","669283","688873","708826","729092","749790","770869","792436","814577","837727","862593","889218","917246","946200","976120","1007273","1039644","1073252","1108191","1144149","1181189","1219597","1258978","1303916","1350301","1392073","1433246","1475220","1518051","1561475","1605064","1648886","1693632","1740178","1788845","1839526","1890923","1942491","1994429","2044565","2095184","2149325","2206109","2265456","2327779","2393005","2460778","2530353","2599851","2668503","2736779","2804289","2870931","2936895",
"Burkina Faso","BFA","Population ages 0-14, male","SP.POP.0014.MA.IN","962214","974805","989548","1009711","1034622","1060462","1086605","1113199","1140323","1167635","1195037","1222548","1250478","1279437","1309974","1342771","1378257","1417175","1460100","1506531","1555736","1607213","1660890","1716961","1776100","1838721","1903500","1969141","2034870","2100188","2165300","2229904","2293398","2355347","2416341","2477838","2540503","2604056","2669292","2736560","2805373","2876188","2949497","3027411","3111131","3200555","3296633","3398593","3505442","3616647","3731103","3848319","3968266","4089683","4210689","4329584","4444590","4554359","4659151","4760082","4857067","4948932","5035243","5116763",
"Bangladesh","BGD","Population ages 0-14, male","SP.POP.0014.MA.IN","10825678","11201013","11610630","12055462","12531706","13008209","13479237","13965072","14458881","14953886","15393077","15677846","16007763","16473441","16919370","17305986","17643933","18015274","18428481","18865979","19343169","19862007","20397707","20920162","21410386","21858154","22250994","22583107","22882731","23178339","23469751","23675202","23820526","23969197","24100887","24194290","24237944","24282306","24349772","24428985","24517404","24657686","24831962","24988828","25119497","25206691","25252680","25280739","25278491","25227125","25142918","25027304","24863370","24668118","24460049","24227116","23983694","23728601","23465896","23222784","23011651","22831551","22665537","22520079",
"Bulgaria","BGR","Population ages 0-14, male","SP.POP.0014.MA.IN","1036295","1034940","1030534","1023970","1017378","1011624","1006446","1002033","1001692","1006117","1009722","1010963","1011229","1013437","1020436","1026096","1029542","1033838","1032675","1029722","1028662","1025971","1022396","1014704","1002816","989215","977368","969214","960023","934391","900924","873855","844363","817160","792932","767274","742356","716813","690465","666724","646123","616690","587092","567132","549103","534448","524435","518995","516514","517043","519497","521324","523441","525420","523979","520048","516261","512861","509089","504462","500040","495170","465391","461916",
"Bahrain","BHR","Population ages 0-14, male","SP.POP.0014.MA.IN","36268","37808","39394","41049","42748","44516","46274","47840","49196","50386","51434","52833","54615","56187","57490","58642","59785","61043","62464","64051","65758","67591","69477","71348","73309","75428","77757","80337","83192","86298","89526","93130","96670","99446","101663","103499","105017","106201","107173","108123","109130","110123","110868","111841","113608","115701","117878","120356","123014","125297","127030","127393","126110","128303","135710","141869","145391","148658","151192","152869","152869","152018","151537","150564",
"Bahamas, The","BHS","Population ages 0-14, male","SP.POP.0014.MA.IN","23960","25266","26651","28063","29423","30790","32329","34056","35917","37717","38889","39503","40051","40522","40825","40878","40747","40549","40296","39995","39685","39547","39634","39842","40227","40763","41300","41766","42225","42801","43403","44002","44822","45822","46674","47314","47811","48243","48671","48895","48900","48846","48857","48887","48849","48829","48845","48828","48839","49038","48959","48416","47832","47096","46329","45628","44823","43960","43068","42138","41175","40248","39380","38542",
"Bosnia and Herzegovina","BIH","Population ages 0-14, male","SP.POP.0014.MA.IN","635465","651153","664152","674135","681567","686660","689293","689211","686428","681674","675736","669383","663070","656269","648420","639728","630389","620526","610445","600668","591932","585298","581033","578299","576042","573408","569947","565625","560752","555204","548671","541721","523292","498318","478705","465760","460414","454754","445603","433760","420544","406974","393463","379847","365745","352320","340324","330076","323022","317600","311339","303223","293724","284701","277457","271847","267308","263445","260016","256675","253172","249513","246012","242419",
"Belarus","BLR","Population ages 0-14, male","SP.POP.0014.MA.IN","1299885","1330737","1354826","1369563","1373986","1372398","1368372","1361650","1352109","1338825","1322048","1303337","1282668","1258855","1232435","1204226","1176233","1152071","1133796","1122325","1118125","1119859","1125371","1135110","1146991","1157811","1169128","1179821","1185193","1189611","1189416","1183575","1175802","1163518","1142263","1114771","1084137","1049172","1011096","973137","935819","896688","856619","818621","784246","755830","734547","720687","714239","715466","721988","731310","743784","758138","772587","786556","798875","806567","808910","809115","807225","800654","791170","780373",
"Belize","BLZ","Population ages 0-14, male","SP.POP.0014.MA.IN","20772","21551","22378","23294","24283","25314","26376","27441","28489","29447","30129","30598","31042","31466","31853","32246","32670","33092","33523","34003","34567","35071","35505","36023","36659","37381","38104","38803","39480","40145","40809","41560","42291","42903","43498","44160","44961","45924","46971","47992","48962","49919","50917","51943","52971","53967","54909","55797","56620","57342","57716","57823","57952","58063","58134","58169","58185","58234","58358","58346","58067","57752","57505","57300",
"Bermuda","BMU","Population ages 0-14, male","SP.POP.0014.MA.IN","7572","7735","7823","7884","7960","8039","8078","8144","8198","8240","8262","8048","7814","7568","7316","7061","6887","6715","6546","6386","6323","6226","6145","6079","6018","5958","5897","5845","5817","5810","5828","5795","5772","5825","5878","5922","5949","5949","5933","5892","5870","5859","5821","5784","5733","5671","5603","5543","5510","5484","5387","5293","5252","5188","5107","5025","4918","4858","4871","4876","4873","4856","4783","4655",
"Bolivia","BOL","Population ages 0-14, male","SP.POP.0014.MA.IN","763720","779806","796428","814311","833844","854197","874874","896116","917880","940076","962623","985548","1008757","1031916","1055222","1078861","1102895","1127524","1152640","1178117","1203859","1229787","1255714","1281473","1307264","1333402","1359865","1386774","1414013","1441142","1468224","1494961","1520820","1544633","1566378","1587326","1607853","1627674","1646867","1666001","1684155","1700982","1716379","1730076","1742527","1753957","1765616","1777638","1789269","1800990","1812935","1824662","1836305","1847621","1857728","1867047","1876353","1885394","1893693","1901305","1908392","1914094","1918702","1922993",
"Brazil","BRA","Population ages 0-14, male","SP.POP.0014.MA.IN","16210230","16759292","17306358","17836097","18330604","18791641","19229493","19638932","20018920","20374964","20715997","21043663","21358310","21663005","21952176","22230169","22508797","22792378","23085476","23393486","23725226","24082110","24458869","24849314","25236907","25603241","25938321","26240170","26502635","26727775","26912597","27044558","27121626","27155933","27159829","27136189","27084427","27006619","26912119","26798343","26664068","26516419","26349736","26157205","25961669","25780353","25599744","25411504","25205168","24980714","24746116","24505214","24254135","23987212","23737040","23524234","23312283","23114026","22970994","22831705","22648494","22448776","22258159","22078349",
"Barbados","BRB","Population ages 0-14, male","SP.POP.0014.MA.IN","43752","44268","44912","45410","45824","46067","46081","45941","45646","45197","44602","43880","43062","42177","41230","40224","39189","38191","37300","36531","35857","35271","34792","34412","34093","33785","33428","32997","32499","31993","31522","31116","30812","30581","30376","30189","30009","29794","29543","29345","29158","28959","28825","28711","28539","28291","28014","27825","27852","27970","27961","27826","27618","27338","26988","26567","26124","25721","25367","25054","24798","24565","24259","23836",
"Brunei Darussalam","BRN","Population ages 0-14, male","SP.POP.0014.MA.IN","20184","21514","22814","24040","25172","26196","27111","27934","28700","29461","30260","31166","32198","33171","33942","34544","35029","35454","35895","36462","37241","38237","39332","40415","41486","42579","43718","44925","46202","47532","48872","50334","52054","53770","55201","56322","57121","57592","57764","57712","57516","57197","56756","56226","55660","55111","54600","54130","53718","53363","53065","52892","52828","52812","52782","52671","52507","52343","52189","52021","51821","51597","51354","51067",
"Bhutan","BTN","Population ages 0-14, male","SP.POP.0014.MA.IN","45402","46258","47201","48349","49691","51282","53123","55059","57084","59201","61413","63712","66103","68590","71162","73820","76574","79414","82330","85307","88328","91385","94469","97576","100696","103817","106942","110062","113147","116184","119010","120724","115671","109762","109131","109550","110535","111158","111698","112817","114122","114822","114985","114704","114015","113210","112460","111493","110279","109023","107816","106691","105732","104944","104149","103140","101980","100470","98425","96069","93637","91344","89244","87292",
"Botswana","BWA","Population ages 0-14, male","SP.POP.0014.MA.IN","116438","120723","125187","129855","134290","137375","139488","141643","143807","145960","148346","151917","157090","163236","169917","177087","184835","193136","201884","210994","220392","229900","238994","247660","256312","264996","273707","282214","290144","297321","303733","309374","314900","320486","325545","329720","332772","334956","336801","338573","340284","341965","343325","344515","346132","348507","351731","355528","359622","364007","368973","374627","380818","387225","393518","399595","405490","411356","417230","422856","427681","431418","434270","436460",
"Central African Republic","CAF","Population ages 0-14, male","SP.POP.0014.MA.IN","336247","344759","353702","363266","372611","381554","391059","401286","412269","423862","435681","447604","459555","471454","483377","495294","504208","510284","516711","523571","530826","538470","546454","554661","563244","572462","582314","592963","606124","624867","647722","671148","694709","718116","740964","761720","781821","802772","823630","844933","866675","885126","903184","923910","944468","965733","987238","1009157","1032333","1056667","1081676","1106143","1129269","1150935","1168963","1185835","1205317","1226590","1249161","1273389","1300002","1327107","1355443","1386489",
"Canada","CAN","Population ages 0-14, male","SP.POP.0014.MA.IN","3087465","3165203","3227680","3280454","3323305","3351446","3367032","3367135","3353515","3326487","3286353","3290364","3240818","3191680","3145893","3102114","3054708","3004734","2949883","2897250","2863031","2842847","2836824","2833438","2829470","2821217","2817506","2834433","2859529","2902442","2939970","2973939","3009190","3036969","3054925","3063707","3067978","3065769","3052743","3033472","3013985","2998901","2986203","2968258","2947297","2922655","2902198","2888731","2885694","2887338","2889591","2892188","2904808","2922741","2943268","2960591","2989951","3016802","3045279","3071908","3084169","3076086","3102619","3161056",
"Central Europe and the Baltics","CEB","Population ages 0-14, male","SP.POP.0014.MA.IN","13508632","13588279","13558870","13480789","13384047","13233913","13038379","12858036","12686402","12519013","12328719","12164697","12089714","12077898","12155039","12307707","12499123","12684734","12824574","12953869","13095241","13235152","13317614","13333671","13346360","13363788","13381545","13377953","13318615","13176516","12969500","12715783","12440234","12181757","11914752","11621345","11324031","11033788","10737488","10430566","10070370","9701830","9356346","9063254","8799075","8571476","8387173","8237483","8136604","8088121","8050556","8025471","8001353","7982191","7966749","7958450","7963081","7990176","8025408","8051232","8054852","8003739","7836353","7774156",
"Switzerland","CHE","Population ages 0-14, male","SP.POP.0014.MA.IN","654284","665010","683467","698084","709789","719957","729007","736118","741748","745874","749155","752517","752554","748127","741057","728015","708480","689180","671804","654573","639035","626180","614660","603496","593426","584826","578193","574724","575360","579109","587177","599023","611444","623164","631946","638071","641600","642145","641509","641712","641944","635312","628435","626038","622162","617265","611558","607492","607016","608378","609979","612577","615253","619903","626212","632467","640121","648365","655663","662354","668346","673746","678198","681723",
"Channel Islands","CHI","Population ages 0-14, male","SP.POP.0014.MA.IN","11858","12011","12120","12182","12230","12308","12431","12608","12816","13007","13207","13404","13499","13462","13321","13093","12879","12708","12484","12196","11891","11657","11507","11375","11242","11121","11070","11110","11181","11283","11404","11576","11813","12032","12196","12293","12413","12561","12656","12703","12660","12652","12734","12778","12782","12761","12702","12616","12522","12430","12348","12314","12334","12371","12395","12427","12451","12533","12752","13005","13179","13261","13291","13298",
"Chile","CHL","Population ages 0-14, male","SP.POP.0014.MA.IN","1625660","1660916","1694042","1724374","1752864","1779389","1803200","1825692","1847602","1868008","1885365","1899404","1910706","1919953","1927170","1932546","1936476","1939209","1941523","1942888","1943487","1944976","1947233","1949597","1953354","1959716","1968977","1981208","1996005","2013223","2032550","2052869","2071438","2087010","2100566","2111278","2118473","2121938","2120784","2114333","2102805","2087269","2068318","2045094","2017128","1986145","1954593","1926094","1902380","1882185","1865253","1851012","1838843","1829545","1824117","1821226","1819402","1819027","1821438","1827041","1831177","1833081","1829668","1818126",
"China","CHN","Population ages 0-14, male","SP.POP.0014.MA.IN","138417401","135699617","136743407","142247275","147633573","152070288","156646614","159982633","163424526","167658833","171727790","175965648","179247595","182287394","186151953","189806520","192859753","193196039","189622237","185501187","182212708","179417252","178003610","175879703","172518007","169656137","167795084","167395566","167545643","168179802","170109142","171958424","172972680","173806894","174082946","173653772","172561561","170543822","168448128","166455036","163872771","160386596","155761391","150966185","146281015","141242325","137355112","135301204","134050877","133350041","132961705","132906521","133621182","134671665","135744033","136449025","137082636","138232022","138644211","138020752","136410097","133674576","130307040","126534271",
"Cote d'Ivoire","CIV","Population ages 0-14, male","SP.POP.0014.MA.IN","788116","817766","850641","887544","928094","970947","1015665","1062389","1111210","1162297","1215967","1272718","1332961","1397142","1465627","1537978","1596039","1645596","1708755","1784666","1872386","1968962","2071857","2179210","2289158","2399641","2509084","2604595","2660055","2720859","2814128","2906372","2995818","3083379","3170092","3258670","3351741","3450842","3559569","3677285","3801124","3929833","4048114","4149387","4240961","4325387","4405594","4482095","4556875","4631895","4706550","4799387","4907522","5007748","5104618","5201983","5299621","5399209","5496669","5590827","5685268","5780437","5875976","5971644",
"Cameroon","CMR","Population ages 0-14, male","SP.POP.0014.MA.IN","992333","1019100","1048548","1081779","1119743","1159123","1198304","1239286","1282061","1326488","1372701","1420860","1470493","1521292","1573162","1626004","1679734","1734592","1791400","1850426","1913955","1982098","2048674","2114599","2184330","2257258","2333363","2412854","2494243","2576508","2659995","2743758","2826800","2908881","2988950","3065963","3138778","3207471","3276772","3350273","3425655","3500680","3577892","3660619","3749241","3841995","3938170","4038992","4144873","4255848","4372075","4492515","4615973","4741196","4869378","5002906","5141972","5282628","5420092","5553725","5683961","5810968","5935093","6055725",
"Congo, Dem. Rep.","COD","Population ages 0-14, male","SP.POP.0014.MA.IN","3258603","3337137","3420111","3511522","3613457","3724319","3842539","3967339","4097270","4231684","4370680","4513512","4659385","4807555","4957472","5109256","5261522","5412956","5571835","5742383","5916777","6092569","6271468","6455892","6651786","6859573","7077227","7307370","7548148","7797459","8058447","8332547","8614695","8910049","9250470","9610167","9939011","10250759","10569404","10898938","11234569","11578424","11931728","12294074","12669932","13064443","13480482","13917990","14378161","14860543","15347220","15848407","16390711","16973062","17582436","18207062","18853672","19523174","20207172","20905504","21621669","22349603","23086838","23834793",
"Congo, Rep.","COG","Population ages 0-14, male","SP.POP.0014.MA.IN","224150","231525","239302","247144","255112","263556","272394","281628","291301","301449","312048","323139","334769","346801","359132","370619","380958","391089","400975","410413","419330","427881","436060","443574","453433","466292","479545","492890","506345","519877","533038","546052","559186","572758","586888","601215","615677","629504","643466","657540","672957","689436","704949","721892","741183","762646","786378","812149","839744","871501","906533","941524","975613","1008377","1040178","1071067","1100049","1126853","1152549","1176264","1198109","1218526","1236310","1251120",
"Colombia","COL","Population ages 0-14, male","SP.POP.0014.MA.IN","3713810","3848515","3984776","4122271","4255437","4380814","4500220","4612093","4714345","4805607","4885763","4954839","5013582","5064056","5108180","5147903","5184974","5221782","5260000","5300221","5343616","5390784","5442564","5499427","5561593","5627188","5697349","5773600","5853428","5935566","6018303","6098167","6173080","6242546","6304798","6358959","6405252","6443624","6475117","6500328","6518801","6530073","6533488","6528094","6512552","6485776","6445683","6393608","6332596","6266788","6200549","6133109","6064327","5995204","5925823","5859356","5802571","5762549","5736828","5716525","5695619","5675317","5647955","5612107",
"Comoros","COM","Population ages 0-14, male","SP.POP.0014.MA.IN","40610","41805","43107","44521","46000","47428","48800","50260","51793","53298","54791","56307","57877","59532","61297","63156","65157","67345","69701","72228","74865","77489","80057","82643","85296","88002","90729","93459","96188","98912","101572","104115","106638","109128","111450","113631","115714","117699","119584","121909","125045","128740","132710","135360","136238","136779","137392","138029","138754","139638","140709","141956","143329","144781","146321","147961","149706","151321","153038","155011","157093","159252","161225","162990",
"Cabo Verde","CPV","Population ages 0-14, male","SP.POP.0014.MA.IN","46047","47914","50215","52556","54833","56993","59035","61010","62929","64801","66505","67702","68354","68801","69230","70050","71180","72148","72971","73656","74392","75374","76494","77641","78802","79995","81228","82493","83780","85117","86859","88922","90870","92623","94102","95270","96178","96914","97501","97945","97905","97307","96434","95304","93967","92490","90910","89237","87494","85712","84432","83820","83234","82519","81845","81280","80940","80834","80663","80325","79885","79344","78756","78159",
"Costa Rica","CRI","Population ages 0-14, male","SP.POP.0014.MA.IN","313096","325815","338329","350405","361881","372965","383493","392962","400996","407844","413868","418957","423141","426507","429423","432224","435205","438684","442916","448223","454620","462118","470964","481520","493556","506674","520608","534777","548837","562389","575201","586982","597401","606448","613982","620093","624811","628089","629771","629932","628790","626277","622287","617152","611538","605748","600176","595276","591269","587647","583810","579987","576281","572634","568974","565108","561191","557911","555150","551722","546866","540875","534182","526648",
"Caribbean small states","CSS","Population ages 0-14, male","SP.POP.0014.MA.IN","390661","402611","414284","425703","436998","448121","458871","469100","478570","486898","492659","495482","494903","491686","487828","483378","478521","473428","468159","462706","457561","452273","446799","442159","438471","435667","433336","431031","429103","427941","427003","426723","427858","429635","431742","433769","435196","436293","436971","437084","436631","435720","434561","432827","430816","428753","426078","423027","420135","417419","413757","409204","405339","402272","399768","397339","394832","392779","391816","390541","388561","386983","385220","383168",
"Cuba","CUB","Population ages 0-14, male","SP.POP.0014.MA.IN","1329658","1363909","1402441","1445150","1488630","1529790","1569539","1608313","1645443","1680893","1714440","1744676","1768889","1785963","1794921","1793545","1780094","1753391","1713803","1663860","1606908","1546018","1490338","1443736","1400874","1360066","1321547","1288110","1263809","1249083","1242538","1240062","1238565","1238604","1240333","1243668","1247715","1246948","1239242","1228313","1214773","1198890","1181494","1162585","1141071","1117357","1093555","1072024","1054432","1041187","1030354","1019748","1008785","997395","985523","974207","962844","950712","940626","932477","925214","918237","910227","900282",
"Curacao","CUW","Population ages 0-14, male","SP.POP.0014.MA.IN","26303","26638","27041","27468","27866","28240","28463","28672","28993","29283","29465","29648","29207","28386","27914","27288","26566","25823","24914","24164","23587","23134","22875","22618","22403","22279","22122","21850","21468","21105","20872","20717","20616","20584","20483","20374","20315","20142","19514","18530","17486","16575","16327","16382","16367","16482","16647","16796","16860","16818","16862","16902","16822","16798","16800","16766","16623","16265","15140","14313","13998","13525","13126","12785",
