"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Euro area","EMU","Population ages 0-14, female","SP.POP.0014.FE.IN","32986185","33411846","33694057","33948639","34232804","34538499","34833052","35085575","35293244","35466859","35528883","35538173","35543148","35464896","35288736","35019363","34666060","34256994","33795954","33270381","32748176","32231972","31702120","31176995","30645536","30142882","29679058","29250740","28905373","28629692","28392612","28131939","27866115","27664891","27408622","27111407","26818779","26556892","26332940","26160870","26025722","25894572","25804597","25723803","25634017","25548059","25480690","25459746","25487950","25531489","25563569","25475550","25462436","25464068","25450804","25414145","25385685","25358625","25317244","25213230","25093497","24925631","24820119","24720318",
"Eritrea","ERI","Population ages 0-14, female","SP.POP.0014.FE.IN","212542","217076","221997","227621","233719","240672","248556","256573","264677","272865","281223","289744","298311","306945","315750","324802","334109","343590","353182","362921","372850","383058","393651","404668","415980","427374","438904","450663","462749","474864","486751","461633","435456","446591","458335","473523","489961","503125","515321","526346","536361","547702","560291","574532","589850","603856","616858","629118","642417","655011","666192","674985","681285","687959","693967","698881","703323","706683","709457","711158","711980","713262","715017","717450",
"Spain","ESP","Population ages 0-14, female","SP.POP.0014.FE.IN","4089739","4121695","4164473","4198041","4244951","4311085","4374957","4442856","4506981","4556436","4605587","4654664","4692928","4723573","4749280","4766481","4784817","4800857","4797532","4769572","4726770","4671071","4600237","4523914","4441927","4352106","4252817","4143202","4025881","3899910","3763327","3631733","3517276","3409384","3302348","3202209","3113380","3037565","2974617","2926586","2896061","2888978","2917012","2967886","3018064","3070384","3134947","3208360","3282543","3342409","3384896","3418707","3435867","3433109","3422868","3412278","3401333","3389340","3370508","3345505","3304386","3242463","3196586","3158957",
"Estonia","EST","Population ages 0-14, female","SP.POP.0014.FE.IN","136783","139117","140848","141975","142710","143514","144014","143966","144586","145639","146686","148108","149404","150220","150749","151161","151708","152751","154187","155406","156601","158254","160113","161969","163773","165448","167025","168653","170365","171522","171192","168893","163315","156046","149854","144432","139177","134047","128759","123508","119005","115111","111209","107189","103357","100146","97882","96722","96712","97492","98524","99448","100131","100795","101522","102517","103468","104245","105073","105930","106406","106625","107661","108072",
"Ethiopia","ETH","Population ages 0-14, female","SP.POP.0014.FE.IN","4639541","4746508","4860326","4986221","5127264","5279193","5429335","5589315","5769930","5962184","6166651","6383148","6603998","6820151","7020316","7207975","7414026","7582602","7731634","7864672","7926103","8141600","8467396","8681646","8859436","9076737","9333028","9665652","10084007","10512132","10941251","11457938","11972342","12413822","12865478","13316011","13769354","14238236","14718229","15198967","15660532","16101917","16531775","16950305","17366030","17779389","18182216","18586872","18989821","19371579","19737280","20091785","20429068","20746738","21054237","21369018","21698332","22033720","22384021","22762603","23159076","23561609","23964327","24370004",
"European Union","EUU","Population ages 0-14, female","SP.POP.0014.FE.IN","45248297","45675433","45879790","46030369","46209065","46373993","46499616","46606291","46672842","46706403","46612889","46486598","46426484","46337074","46230364","46101627","45929039","45687982","45345027","44921125","44505482","44092954","43603218","43051662","42500738","41993250","41523916","41074054","40681199","40295740","39887644","39429236","38956658","38557717","38098663","37578682","37053906","36561801","36103345","35690475","35268581","34850856","34473696","34148143","33834634","33555333","33335009","33191567","33138449","33144353","33151569","33051784","33025478","33020435","33004551","32973042","32962959","32975007","32973302","32895160","32778887","32574036","32320535","32160693",
"Fragile and conflict affected situations","FCS","Population ages 0-14, female","SP.POP.0014.FE.IN","47879865","49107093","50348452","51637955","52937124","54239960","55554028","56905584","58308937","59743092","61215394","62756257","64361314","66013735","67706643","69452422","71325595","73203858","75036487","76961585","78778161","80495087","82415227","84481450","86635841","88824617","90968006","93130136","95261175","97439963","100043602","102169517","104653949","107447657","110249328","112867141","115298518","117695888","120060582","122482348","124910831","127385462","130255458","133343612","136352586","139422394","142528022","145677004","149070972","152668373","156333981","160044782","163904714","167873574","171715412","175388276","178996136","182540172","186020499","189503866","193011337","196474119","199542297","202919508",
"Finland","FIN","Population ages 0-14, female","SP.POP.0014.FE.IN","659761","650989","639913","629058","618223","607382","598302","590551","582154","570378","555419","542443","531969","522498","514494","507613","500855","494495","487739","480631","474631","469770","466370","464657","464574","464968","464922","465287","467544","469843","470841","471782","472829","474157","475203","475489","474608","472257","468266","463820","460063","457172","454871","452034","449028","445875","442647","439563","436949","435249","434278","434434","435337","436655","437839","438104","437558","436269","433212","428412","423264","417750","411921","406899",
"Fiji","FJI","Population ages 0-14, female","SP.POP.0014.FE.IN","93820","96833","99789","102752","105582","108433","111119","113311","115119","116620","117790","118638","119112","119211","119121","119170","119651","120673","122111","123847","125894","128199","130764","133530","136413","139389","142354","144734","146435","147890","148997","149184","148630","147777","146471","144904","143654","142737","141809","140894","140015","139331","138789","138311","137920","137532","137195","136884","136720","136701","136551","136261","135965","135809","135727","135605","135323","134748","133870","132783","131939","131222","130406","129648",
"France","FRA","Population ages 0-14, female","SP.POP.0014.FE.IN","6006808","6077139","6092193","6102583","6117895","6131878","6149120","6166117","6181946","6200611","6219149","6244028","6271941","6289208","6284832","6254746","6204051","6151683","6098805","6043150","6005950","5984518","5968469","5945346","5911916","5876066","5832152","5779487","5731302","5698839","5686008","5712250","5712973","5697485","5670077","5633632","5593374","5556164","5538055","5544203","5563567","5585627","5604479","5621768","5639056","5658339","5680354","5703250","5734605","5774913","5812422","5843662","5873849","5901377","5916750","5914194","5894513","5873846","5855671","5832076","5799274","5756935","5716271","5679917",
"Faroe Islands","FRO","Population ages 0-14, female","SP.POP.0014.FE.IN","5465","5479","5490","5516","5558","5629","5697","5749","5816","5889","5928","5934","5945","5958","5970","5978","5982","5975","5946","5908","5871","5825","5766","5689","5608","5550","5510","5493","5516","5561","5562","5498","5414","5312","5188","5119","5127","5153","5215","5277","5315","5352","5385","5419","5433","5384","5289","5220","5187","5161","5123","5067","5012","4999","5004","4991","5020","5084","5145","5240","5321","5365","5377","5380",
"Micronesia, Fed. Sts.","FSM","Population ages 0-14, female","SP.POP.0014.FE.IN","9315","9720","10144","10568","10990","11384","11752","12131","12523","12931","13357","13792","14223","14650","15074","15428","15720","16023","16405","16864","17327","17788","18248","18703","19146","19570","19969","20353","20718","21055","21368","21655","22049","22574","22997","23055","22832","22582","22341","22067","21776","21519","21272","21027","20761","20485","20190","19828","19452","19120","18819","18603","18414","18162","17938","17748","17608","17497","17350","17193","17034","16888","16793","16719",
"Gabon","GAB","Population ages 0-14, female","SP.POP.0014.FE.IN","80927","82847","84881","87090","89445","91829","94294","96918","99692","102699","105941","109350","112942","116702","120600","124659","128917","133395","138106","143038","148190","153592","159215","165020","170969","177011","183123","189320","195605","201911","208156","214296","220313","226177","231779","237001","241846","246487","251057","255577","260145","264802","269492","274239","279180","284468","290178","296360","303082","310618","319222","328817","338995","349392","359892","370288","380396","390135","399432","408209","416365","423875","430789","436929",
"United Kingdom","GBR","Population ages 0-14, female","SP.POP.0014.FE.IN","5969174","6010213","6033755","6064404","6122093","6199738","6281870","6362938","6433467","6492753","6545289","6587084","6596747","6563197","6495797","6399086","6277590","6138738","5997497","5870598","5758917","5652004","5546146","5451687","5375381","5318792","5272997","5245039","5248746","5274892","5318645","5375694","5434008","5480960","5504244","5506436","5504884","5506253","5505312","5497139","5474888","5442001","5404234","5367611","5343298","5326245","5313439","5315586","5334455","5361747","5398619","5441978","5483844","5524338","5569324","5628486","5695589","5757733","5802165","5822704","5814835","5767382","5768626","5733073",
"Georgia","GEO","Population ages 0-14, female","SP.POP.0014.FE.IN","513841","532707","548182","560490","570295","577303","587770","602883","615908","625715","627489","624058","620483","615494","609595","602271","594917","587567","580153","575182","572920","572382","573401","575414","578540","583053","587837","592082","596687","596809","597009","602798","608247","612832","602055","576587","551338","528048","507685","488054","467897","448782","431898","415680","399921","384166","369349","357407","349922","343956","340388","337256","335182","335554","340030","347506","354861","361536","367418","371763","375768","377882","381444","387527",
"Ghana","GHA","Population ages 0-14, female","SP.POP.0014.FE.IN","1529599","1594170","1649791","1704443","1757072","1808289","1858589","1908760","1959201","2011450","2068983","2130661","2192742","2253676","2312887","2370554","2426875","2484194","2544578","2608872","2678905","2755047","2836879","2925381","3016388","3106744","3200040","3293882","3384256","3470864","3554503","3635737","3708794","3771711","3826917","3875654","3920651","3962990","4003111","4048920","4106326","4170607","4239314","4312100","4388777","4472524","4560933","4650217","4743039","4842508","4949768","5065062","5187325","5310848","5429526","5542391","5647549","5736883","5817801","5899058","5973172","6040623","6105529","6166145",
"Gibraltar","GIB","Population ages 0-14, female","SP.POP.0014.FE.IN","2736","2694","2729","2808","2875","2942","3023","3120","3219","3317","3422","3495","3528","3548","3560","3549","3514","3491","3474","3441","3396","3358","3353","3354","3325","3263","3178","3078","2964","2833","2694","2574","2543","2582","2613","2632","2635","2630","2615","2581","2541","2473","2441","2479","2524","2574","2600","2616","2646","2682","2735","2788","2823","2832","2825","2828","2827","2824","2821","2794","2748","2723","2712","2694",
"Guinea","GIN","Population ages 0-14, female","SP.POP.0014.FE.IN","681746","695600","710310","726126","744236","761725","777064","792844","809193","826099","843480","861338","879581","898112","916858","935828","955113","974952","995646","1017603","1040727","1064770","1090123","1116876","1144931","1174521","1205890","1239327","1274610","1311334","1361131","1420553","1471294","1521658","1572396","1620205","1669415","1716121","1761257","1806210","1849739","1889568","1927872","1966689","2004821","2042927","2081513","2121021","2161901","2204622","2249073","2293587","2337369","2382602","2429938","2479277","2530815","2583095","2634884","2685926","2736153","2785252","2832603","2877239",
"Gambia, The","GMB","Population ages 0-14, female","SP.POP.0014.FE.IN","81752","83703","85872","88411","91440","94653","97789","100969","104237","107593","111042","114593","118291","122155","126400","131032","135866","140917","146179","151716","157578","163755","170264","177183","184337","191690","199468","207662","216257","225255","234703","244650","254841","264696","273903","282742","291552","300447","309545","318715","327762","336766","345747","355310","365749","376690","388239","400325","412767","425663","438960","452553","466306","479841","492976","505699","517855","529400","540094","549953","559322","568079","576251","584075",
"Guinea-Bissau","GNB","Population ages 0-14, female","SP.POP.0014.FE.IN","108068","109840","113096","116179","118600","120162","121304","122487","123828","124810","125561","126073","126324","126707","130021","137635","147927","160466","174209","181472","184197","189202","194289","199299","204092","208592","212791","216716","220406","223878","226995","230764","236274","243042","249572","254563","258325","261624","264956","268530","272452","276856","281835","287421","293458","300057","307296","315001","322792","330438","338077","345976","354164","362456","370579","378273","385473","391896","397606","402976","408043","412756","416990","420833",
"Equatorial Guinea","GNQ","Population ages 0-14, female","SP.POP.0014.FE.IN","52104","53361","54659","56005","57223","58320","59490","60762","62135","63091","63180","62595","61576","60360","59131","57998","56963","56411","56587","57493","59521","62759","66927","70578","73542","76879","80492","84305","88277","92394","96649","101037","105557","110199","114925","119702","124552","129496","134548","139561","145304","151523","157091","162147","166955","171907","177431","183830","191227","199623","208925","218073","226976","236498","246538","257023","267906","278865","289421","299170","307492","314256","319742","324137",
"Greece","GRC","Population ages 0-14, female","SP.POP.0014.FE.IN","1076160","1080296","1078848","1073240","1067750","1065402","1067546","1072002","1075392","1074046","1068888","1064975","1064316","1062630","1060755","1067195","1081826","1092811","1102667","1110672","1113652","1112160","1102893","1090121","1074825","1055801","1034428","1013289","992164","971433","954945","939867","921278","901048","879181","855990","833970","815381","799682","785879","776351","771325","767596","764226","762638","765396","770189","774461","780127","786640","791569","792788","789630","783795","776489","767431","759989","754906","749500","744180","737481","722252","702778","684818",
"Grenada","GRD","Population ages 0-14, female","SP.POP.0014.FE.IN","22245","22695","22995","23236","23429","23573","23664","23679","23587","23381","22947","22275","21556","20880","20265","19726","19267","18877","18544","18259","17996","17778","17688","17747","17838","17915","17989","18024","17965","17887","17881","17958","18105","18257","18395","18453","18440","18362","18175","17903","17568","17137","16562","15998","15528","15086","14700","14379","14127","13938","13799","13752","13786","13841","13907","13974","14089","14245","14390","14519","14625","14701","14739","14736",
"Greenland","GRL","Population ages 0-14, female","SP.POP.0014.FE.IN","6958","7257","7580","7948","8299","8754","9043","9239","9440","9634","9820","9805","9774","9608","9354","8967","8524","8023","7593","7294","7039","6819","6592","6432","6340","6314","6341","6469","6659","6857","7044","7168","7260","7355","7498","7583","7582","7575","7561","7520","7456","7370","7290","7194","7095","6959","6781","6600","6434","6316","6264","6145","6034","5912","5814","5730","5686","5650","5630","5673","5705","5734","5729","5739",
"Guatemala","GTM","Population ages 0-14, female","SP.POP.0014.FE.IN","944103","973690","1002518","1030363","1058075","1086440","1115341","1144340","1173270","1202404","1231790","1261912","1292820","1324319","1354881","1384388","1414677","1446270","1479917","1516119","1555464","1597885","1644585","1693188","1740617","1787688","1835139","1883465","1932599","1982028","2030826","2079135","2126591","2172544","2218767","2265606","2311216","2355453","2399237","2443482","2491745","2540194","2583012","2618471","2648298","2674008","2696204","2714845","2730179","2742168","2750993","2758248","2764230","2769047","2773664","2778767","2782306","2784557","2786746","2786878","2782749","2777115","2770834","2762287",
"Guam","GUM","Population ages 0-14, female","SP.POP.0014.FE.IN","13012","13446","13848","14225","14607","15014","15433","15852","16253","16602","16932","17255","17531","17765","17952","18095","18250","18403","18509","18641","18871","19158","19400","19581","19726","19826","19911","20006","20154","20327","20614","21062","21526","21969","22363","22704","23003","23248","23464","23680","23868","23981","24019","23971","23830","23604","23312","22966","22575","22171","21997","22014","22056","22096","22087","22094","22112","22109","22039","21923","21826","21757","21677","21581",
"Guyana","GUY","Population ages 0-14, female","SP.POP.0014.FE.IN","133174","137795","142253","146466","150384","153978","157226","160112","162661","164916","166919","168214","168781","169054","169055","168809","168328","167629","166698","165478","163885","161503","158492","155414","152311","149226","146207","143303","140598","138188","136104","134646","134106","134104","134257","134546","134959","135462","136012","136533","136937","137141","137085","136364","134925","133063","130661","127851","124881","121814","118717","115664","113350","112286","111853","111577","111471","111543","112412","113106","113309","113743","113950","114056",
"High income","HIC","Population ages 0-14, female","SP.POP.0014.FE.IN","129191214","131121473","132109663","132709815","133342315","134004481","134137177","133973782","133937994","133807577","133515145","133349124","132970328","132408289","131755724","130999020","130102206","129178034","128235944","127401341","126749100","126384054","126053015","125599349","125140097","124641043","124116949","123696636","123442961","123211949","122825342","122613858","122421018","122084646","121542861","120814138","120019086","119211653","118336469","117413246","116445935","115386891","114275151","113275714","112414379","111577255","110913296","110547441","110510491","110583621","110611265","110581196","110807035","111109024","111435125","111742383","112088473","112354790","112397394","112214220","111932321","111066378","110236130","109504825",
"Hong Kong SAR, China","HKG","Population ages 0-14, female","SP.POP.0014.FE.IN","610096","630155","662753","686379","700075","712846","710927","718469","720203","714464","710702","702849","692881","687870","684008","670156","651574","634251","618583","626465","619524","617073","616103","616745","613884","611038","608135","601548","593225","586225","575941","570349","565896","565656","566473","563161","575440","570683","564564","556619","546074","535863","526005","510447","496369","478305","461688","450240","440043","427199","415175","404931","403419","403971","406616","408688","413757","424129","433244","440882","440893","434144","425294","430056",
"Honduras","HND","Population ages 0-14, female","SP.POP.0014.FE.IN","479694","497476","515135","532500","549695","566760","583814","601116","618837","637112","655983","675611","696143","717133","737354","758437","781635","805691","830489","856040","882147","908685","935549","962525","989317","1015727","1041769","1067354","1093165","1119416","1145254","1170614","1196016","1221541","1246940","1272035","1296954","1321982","1344977","1368560","1394572","1419701","1443446","1465510","1485596","1503482","1519052","1532017","1542196","1549800","1555158","1558429","1559677","1558744","1555541","1551020","1546337","1542098","1538670","1536150","1534472","1533542","1533569","1534381",
"Heavily indebted poor countries (HIPC)","HPC","Population ages 0-14, female","SP.POP.0014.FE.IN","35223747","36168190","37144062","38177733","39279158","40421114","41582631","42791676","44060171","45376422","46748549","48175321","49636771","51131234","52656081","54212697","55805254","57394863","59086735","60852446","62424975","63904520","65606232","67478240","69418761","71406643","73398210","75447568","77536920","79715861","81871872","84012274","86471980","89210047","91724153","94195739","96960507","99734594","102429959","105156369","107845211","110568891","113612656","116761609","119801232","122910362","126150675","129451304","132808641","136235951","139701648","143206543","146800070","150469166","154175712","157910678","161700874","165518553","169329144","173150182","176979476","180782763","184550432","188309394",
"Croatia","HRV","Population ages 0-14, female","SP.POP.0014.FE.IN","551183","552819","551737","547572","541439","535107","529363","522999","515471","507189","498363","490724","485231","481475","478524","475959","474220","473298","473155","472791","471127","469816","470448","472344","474270","475638","475450","473381","470061","465650","460810","447083","430075","423399","418313","408095","398445","393541","390044","384707","377201","358535","353155","347605","342488","338486","334444","330745","328176","325525","321893","316755","311216","306082","301161","295747","291537","286749","283447","281383","279184","266466","263860","261940",
"Haiti","HTI","Population ages 0-14, female","SP.POP.0014.FE.IN","787267","804152","821974","840574","858933","876412","893193","909635","925812","941758","957491","972989","988459","1003807","1019649","1037010","1055909","1076292","1098009","1120837","1144899","1170598","1198104","1226741","1256132","1286786","1318901","1352279","1386628","1421114","1454867","1486442","1515312","1542131","1566732","1589487","1610692","1630057","1647939","1664864","1680967","1695068","1706330","1715789","1723041","1729053","1736113","1743688","1751310","1759605","1760445","1761515","1770171","1777902","1785140","1791792","1798645","1806664","1814934","1822936","1830611","1837210","1843030","1848733",
"Hungary","HUN","Population ages 0-14, female","SP.POP.0014.FE.IN","1236968","1232403","1219261","1198093","1176217","1153174","1130940","1113583","1096097","1071906","1045950","1025663","1015321","1013647","1023096","1044166","1067794","1091729","1113222","1129285","1140858","1148497","1149222","1142067","1132153","1123419","1115978","1107121","1095218","1064104","1024985","998397","975392","953786","934414","917413","901209","885316","870444","855075","838422","820289","804236","790894","777634","764509","752019","741117","731971","724035","715354","706514","698360","694803","693937","693720","692771","692169","691830","691639","690604","687622","678042","671552",
"IBRD only","IBD","Population ages 0-14, female","SP.POP.0014.FE.IN","368421359","373165078","381220955","393398506","404844493","414664788","424295420","432687665","441052001","449997309","458566427","467265185","475075466","482680152","491118705","499383326","507308589","512683936","514132395","515288891","517717715","520931472","525574291","529562155","532454117","535700930","539662206","544703492","549866139","555000587","560779688","566093256","570285065","573862596","576307307","577398116","577218914","575538465","573248958","570607632","567153209","562789127","557293443","551727449","546437670","540968227","536526799","533782493","532320990","531800216","531716931","532310588","533969337","536224187","538536685","540345026","541710875","543126965","543686418","542985741","540937294","537659682","533077966","528163459",
"IDA & IBRD total","IBT","Population ages 0-14, female","SP.POP.0014.FE.IN","450995624","458181621","468778426","483624007","497871085","510550936","523060152","534397350","545779987","557797086","569442997","581134176","592046026","602948381","614717809","626282859","637496922","646256892","651332695","656325535","662553527","669637097","678490091","686879975","694266104","702093197","710612286","720242532","729974785","739734962","750140061","759984040","768926532","777458323","784521650","790083905","794539311","797373917","799346766","800948845","801851930","801981104","801334734","800717691","800246022","799603400","800123424","802496351","806251837","811033405","816384899","822456428","829569662","837236060","844845659","851843336","858359917","864847661","870446041","874838889","877947535","879841989","880305471","880328617",
"IDA total","IDA","Population ages 0-14, female","SP.POP.0014.FE.IN","82574265","85016543","87557471","90225501","93026592","95886148","98764732","101709685","104727986","107799777","110876570","113868991","116970560","120268229","123599104","126899533","130188333","133572956","137200300","141036644","144835812","148705625","152915800","157317820","161811987","166392267","170950080","175539040","180108646","184734375","189360373","193890784","198641467","203595727","208214343","212685789","217320397","221835452","226097808","230341213","234698721","239191977","244041291","248990242","253808352","258635173","263596625","268713858","273930847","279233189","284667968","290145840","295600325","301011873","306308974","311498310","316649042","321720696","326759623","331853148","337010241","342182307","347227505","352165158",
"IDA blend","IDB","Population ages 0-14, female","SP.POP.0014.FE.IN","24747932","25514740","26326659","27190270","28104166","29040847","29982711","30929584","31881641","32842239","33815068","34795558","35800380","36845673","37926296","39049206","40211608","41417693","42681082","44009730","45415324","46918273","48501351","50096947","51732970","53449818","55203370","57005580","58841354","60648881","62420325","64182835","65921574","67600579","69208726","70791289","72344937","73837997","75280858","76713438","78225944","79784404","81340926","82906442","84497727","86095389","87726790","89449119","91284988","93214679","95248574","97301943","99297661","101264415","103162266","104974591","106715522","108396503","110053294","111712071","113387375","115046838","116623771","118108833",
"Indonesia","IDN","Population ages 0-14, female","SP.POP.0014.FE.IN","17428865","17988267","18596324","19256231","19961455","20656284","21343703","22057275","22761907","23449646","24119197","24763039","25378662","25972033","26535414","27067746","27575687","28058597","28525711","28978700","29410510","29813566","30195344","30557579","30883968","31145282","31332092","31477816","31601441","31705156","31774065","31823242","31857819","31863103","31857673","31852371","31857405","31870323","31874268","31860290","31867516","31924744","31996210","32058718","32112243","32203420","32341433","32519165","32729235","32924076","33099653","33280617","33465513","33626195","33770662","33895114","33984976","34042041","34070749","34075075","34040236","33953601","33806789","33616502",
"IDA only","IDX","Population ages 0-14, female","SP.POP.0014.FE.IN","57826333","59501803","61230812","63035231","64922426","66845301","68782021","70780101","72846345","74957538","77061502","79073433","81170180","83422556","85672808","87850327","89976725","92155263","94519218","97026914","99420488","101787352","104414449","107220873","110079017","112942449","115746710","118533460","121267292","124085494","126940048","129707949","132719893","135995148","139005617","141894500","144975460","147997455","150816950","153627775","156472777","159407573","162700365","166083800","169310625","172539784","175869835","179264739","182645859","186018510","189419394","192843897","196302664","199747458","203146708","206523719","209933520","213324193","216706329","220141077","223622866","227135469","230603734","234056325",
"Isle of Man","IMN","Population ages 0-14, female","SP.POP.0014.FE.IN","4742","4680","4669","4700","4740","4761","4796","4895","5035","5176","5314","5481","5665","5819","5931","5980","5995","6022","6041","6039","6021","5982","5931","5873","5788","5681","5615","5632","5676","5732","5833","5945","6034","6104","6163","6194","6228","6316","6422","6527","6594","6624","6653","6658","6620","6555","6522","6552","6604","6649","6693","6708","6663","6589","6504","6429","6374","6327","6284","6244","6189","6140","6088","5995",
"India","IND","Population ages 0-14, female","SP.POP.0014.FE.IN","87442305","90010652","92621895","95287161","97807150","100042918","102143283","104196854","106293825","108423772","110529382","112661270","114821338","117022250","119287181","121540923","123774031","125993942","128183880","130443320","132857959","135406795","137996643","140604489","143282818","145998524","148733707","151420422","153998880","156514539","158963000","161344326","163700301","166002074","168165062","170146482","171921358","173534316","175011232","176321733","177545254","178723539","179820977","180776648","181541639","182131874","182495898","182667444","182756735","182800151","182760984","182619031","182362184","181963373","181292991","180350157","179281944","178062210","176776426","175441886","174029920","172690428","171417071","170174929",
"Not classified","INX","Population ages 0-14, female","SP.POP.0014.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population ages 0-14, female","SP.POP.0014.FE.IN","427820","426510","425987","426921","430835","435894","438786","440077","440981","443666","448533","454436","460725","467998","476042","483258","489115","493987","498892","503037","506281","509968","512493","513120","511342","505523","498892","491934","482343","472368","463645","456881","450755","442885","433340","423772","415930","409893","405405","403038","402191","402325","404098","407613","411883","416963","424136","435220","448025","459402","469624","478100","483721","487046","489277","491109","492804","493262","493225","492711","490929","489190","490090","492840",
"Iran, Islamic Rep.","IRN","Population ages 0-14, female","SP.POP.0014.FE.IN","4456885","4629626","4798302","4966928","5121036","5260734","5404222","5552628","5705043","5862792","6023448","6181339","6332822","6480936","6634939","6802618","6995691","7217690","7466560","7754976","8083562","8459172","8868575","9285715","9711587","10138858","10559396","10962858","11338498","11677571","12008205","12300490","12494063","12552323","12491741","12351585","12127745","11827653","11472977","11093372","10704893","10322703","9927980","9547927","9217956","8920061","8649095","8423181","8266141","8197306","8216593","8299837","8447599","8651163","8975681","9381834","9682732","9894417","10074296","10181073","10214005","10207042","10171350","10105012",
"Iraq","IRQ","Population ages 0-14, female","SP.POP.0014.FE.IN","1378741","1416928","1477049","1548952","1620437","1696125","1772821","1847162","1921229","1999526","2088249","2185154","2294561","2417395","2537847","2654778","2766580","2864270","2952882","3037699","3123246","3208812","3290600","3377904","3471137","3540060","3610534","3692126","3761204","3844153","3873560","3898932","4002199","4186753","4380802","4519026","4653022","4786685","4927332","5075058","5228743","5378010","5531350","5678705","5818760","5963276","5970082","5880853","5953557","6128796","6287882","6483216","6754967","7046124","7259949","7412913","7540764","7654958","7768239","7874545","7984362","8089782","8184742","8280418",
"Iceland","ISL","Population ages 0-14, female","SP.POP.0014.FE.IN","29699","30382","30984","31434","31900","32343","32655","32939","33045","32908","32563","32259","32268","32322","32219","32001","31721","31370","30991","30733","30629","30561","30576","30797","30929","30902","30835","30705","30743","30942","31109","31315","31631","31964","32041","31805","31612","31547","31544","31721","32018","32263","32362","32291","32140","32031","32041","32227","32480","32570","32568","32500","32475","32658","32787","32673","32631","32817","32959","33077","33323","33708","34301","34998",
"Israel","ISR","Population ages 0-14, female","SP.POP.0014.FE.IN","359541","370019","384898","395129","406548","417040","424287","439020","444766","454908","470671","487309","501032","522647","539968","553558","567693","581870","594079","608632","621884","632530","642632","652664","658898","666668","671393","676386","681826","686465","699975","734942","752614","764897","776869","790144","804674","819326","832016","847247","864438","879841","893828","907702","921579","935389","949635","966459","985951","1012801","1035244","1057460","1079707","1102233","1124869","1150295","1177217","1202231","1224085","1246600","1268071","1286412","1307160","1328045",
"Italy","ITA","Population ages 0-14, female","SP.POP.0014.FE.IN","6133239","6156401","6144787","6142402","6171222","6224074","6283650","6347829","6404197","6450889","6481843","6494814","6518197","6553385","6575389","6569403","6534288","6475840","6388497","6266213","6116864","5955397","5799852","5654131","5500840","5346732","5188898","5025237","4871216","4721617","4581105","4393933","4239439","4174833","4116606","4069574","4034035","4007549","3985296","3968793","3956124","3944216","3944771","3953560","3965159","3978220","3985526","3997640","4019245","4039384","4049484","4046733","4046043","4076686","4087569","4048114","3998709","3947447","3888611","3786745","3711020","3633768","3559269","3482519",
"Jamaica","JAM","Population ages 0-14, female","SP.POP.0014.FE.IN","338251","346891","354928","363122","372357","381680","390140","398314","406053","412997","419256","424296","428045","430726","432359","432450","431383","430763","430354","429570","428846","428464","428334","428822","429679","430265","430303","429799","429181","428790","428316","428391","430429","433612","436550","438767","439318","438491","437016","434243","429328","422971","416392","409815","403462","397529","391595","384232","375562","366710","357432","348750","340972","333054","325412","319423","314460","308787","302341","295302","288499","281823","275393","269479",
"Jordan","JOR","Population ages 0-14, female","SP.POP.0014.FE.IN","189175","201396","213571","226107","240377","257973","279285","303845","330338","356400","380080","400560","418140","433886","448586","462544","475805","488982","502480","516754","532960","551320","571606","593565","616830","641211","666644","692980","720344","749554","775069","796419","819275","843787","869515","895225","919845","942517","962633","980528","996659","1011282","1025449","1040204","1056353","1073468","1137602","1200738","1217798","1231420","1244085","1260828","1263686","1339033","1505515","1641529","1703954","1727466","1747160","1763222","1776239","1785746","1777376","1750465",
"Japan","JPN","Population ages 0-14, female","SP.POP.0014.FE.IN","13523404","13450577","13197144","12786443","12385800","12115824","11889436","11755918","11767512","11820987","11904851","12155882","12371124","12614516","12837335","13027438","13155641","13234306","13265701","13242902","13162332","13133017","13056790","12868312","12680169","12465257","12195041","11877009","11517239","11139781","10779885","10473858","10206747","9962671","9750287","9566546","9410821","9280121","9157822","9030681","8916430","8831763","8754038","8673756","8591849","8525857","8471864","8427773","8384959","8326331","8265181","8190416","8112590","8035695","7957244","7873893","7790192","7694624","7585742","7470566","7351481","7229655","7104314","6975455",
