"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Egypt, Arab Rep.","EGY","Population ages 15-64, male","SP.POP.1564.MA.IN","7309130","7491852","7702478","7931380","8161215","8380565","8592565","8806654","9026712","9247290","9465459","9674963","9879597","10088067","10301165","10522153","10745771","10989812","11261124","11546612","11852521","12174736","12510880","12870682","13247683","13633547","14025085","14426308","14846398","15284158","15739783","16193902","16652773","17138773","17655753","18192893","18746750","19328975","19935588","20559509","21196954","21850991","22542606","23256858","23960919","24641104","25292438","25938812","26576243","27188958","27790745","28437096","29075051","29702520","30342549","30940260","31545168","32162846","32761610","33348172","33955009","34570277","35183571","35817544",
"Euro area","EMU","Population ages 15-64, male","SP.POP.1564.MA.IN","83679244","84244032","84975317","85774822","86505199","87167584","87753754","88241722","88732867","89256930","89704254","90228189","90939188","91688533","92459484","93256727","94065852","94878605","95756026","96742191","97936554","99265057","100517150","101675359","102677417","103419586","104038484","104645035","105241008","105893678","106538301","107229512","107804061","108263104","108598656","108853388","109089414","109314110","109488143","109642739","109786820","109928718","110284792","110750947","111211601","111582495","111903584","112372864","112768901","112847044","112850662","112290020","112089909","111985209","111872085","111795496","111765448","111632974","111554312","111349387","111200998","110940841","111096257","111387491",
"Eritrea","ERI","Population ages 15-64, male","SP.POP.1564.MA.IN","269117","276689","284433","291938","299286","305819","311523","317457","323654","330200","337152","344545","352412","360721","369244","377758","386453","395604","405244","415347","426081","437443","449019","460790","472748","484514","496555","508544","520318","531680","541925","513439","482646","500195","517505","557465","592307","591674","591823","591401","595065","616257","644342","680700","717796","736113","745522","754538","778825","803013","821583","840551","854807","868254","874294","876777","884386","896058","916449","940293","966829","996722","1025862","1054624",
"Spain","ESP","Population ages 15-64, male","SP.POP.1564.MA.IN","9502255","9583926","9660464","9751357","9845449","9923565","9986300","10075466","10179073","10249841","10335839","10445637","10561766","10686562","10834852","10984429","11111215","11240487","11378887","11529207","11682284","11841058","11998836","12141078","12274872","12397855","12506860","12609097","12706181","12799451","12893973","13013664","13161284","13307971","13443695","13562496","13665601","13756838","13833698","13903283","13968416","14050296","14265154","14579519","14907844","15210572","15480434","15797610","16039897","16098874","16062197","16010158","15907066","15722732","15557993","15470345","15428165","15411702","15447567","15557927","15647767","15681944","15797941","15970867",
"Estonia","EST","Population ages 15-64, male","SP.POP.1564.MA.IN","351959","356677","363434","371067","379618","388217","396029","402140","407694","413785","419615","425032","430001","435058","440453","445759","450256","454311","457996","460776","463684","467419","471541","475383","479751","485066","490284","495068","498544","500495","501113","498710","487875","473479","462791","454097","447579","443525","441480","448264","455232","453931","452541","451377","450242","448772","446092","443333","441915","440752","438949","436127","432444","428725","425349","423826","422355","421626","422780","424046","424011","423870","429181","433912",
"Ethiopia","ETH","Population ages 15-64, male","SP.POP.1564.MA.IN","5864446","6023288","6188968","6352840","6511964","6670452","6824907","6979282","7137847","7297130","7457512","7612804","7764664","7927410","8102756","8276505","8452326","8580781","8697336","8800879","8827705","9030000","9371707","9647800","9935764","10238293","10541518","10875336","11246282","11618251","11987292","12446402","12920051","13334324","13765329","14221808","14689091","15142213","15590137","16057445","16550815","17082819","17661553","18271368","18898525","19540537","20216238","20929825","21668826","22441746","23265649","24145075","25065688","26004734","26967338","27951526","28964161","30007591","31046091","32082743","33145701","34221389","35300696","36394028",
"European Union","EUU","Population ages 15-64, male","SP.POP.1564.MA.IN","110813591","111617631","112681276","113862523","114989902","116014285","116976720","117897768","118785815","119666242","120423338","121211146","122173683","123122367","124044000","124960881","125859835","126751033","127714539","128787479","130111960","131630958","133157154","134652116","135926472","136840740","137591092","138324684","139042014","139782113","140520353","141296667","141957482","142548597","143021988","143395654","143724560","144038042","144312213","144581399","144754082","144928271","145247308","145798066","146348726","146787521","147155660","147590428","147918496","147946361","147827576","147144681","146758518","146454476","146138122","145857525","145613868","145265761","144969015","144554504","144180210","143620385","143543459","143959240",
"Fragile and conflict affected situations","FCS","Population ages 15-64, male","SP.POP.1564.MA.IN","67175481","68446824","69810106","71189916","72611394","74083859","75593543","77141955","78724100","80349923","82003432","83706147","85453181","87278402","89253056","91307851","93475333","95661608","97826144","100091105","102366892","104557359","106862872","109295128","111812016","114410426","116995311","119604564","122209584","125002994","128329056","131309605","134716751","138362600","142488288","146648914","150162128","153637883","157409320","161434355","165492029","169632017","174117342","178751208","183372242","188147516","193081548","197993399","203060997","208427218","213933138","219435899","225012791","230648673","236205401","241799918","247633015","253659781","259795799","266285979","273251383","280389147","285801729","293523909",
"Finland","FIN","Population ages 15-64, male","SP.POP.1564.MA.IN","1325764","1348805","1374196","1398966","1419420","1435341","1450080","1466737","1482225","1488644","1489581","1500707","1520613","1538189","1552755","1563847","1571275","1579142","1588716","1598020","1608298","1621330","1636356","1650587","1663125","1671652","1676244","1679822","1681676","1684393","1690459","1699116","1707859","1714277","1718808","1722328","1726053","1731517","1739060","1746101","1750624","1754399","1757948","1760625","1763267","1768648","1772679","1778601","1787890","1793542","1794491","1789885","1783001","1775218","1767266","1760091","1755681","1751492","1745832","1742289","1740358","1740005","1741592","1748453",
"Fiji","FJI","Population ages 15-64, male","SP.POP.1564.MA.IN","103458","106513","109780","113273","117013","120743","124393","128061","131706","135460","139398","143491","147712","152004","156338","160716","165243","170273","175761","181302","186749","192107","197345","202500","207676","212759","217295","220858","223608","226036","228542","230457","232033","234062","236218","238576","241935","246635","251897","257166","262220","266965","271489","275890","280167","284366","288485","292289","295139","297041","298602","299928","300958","301640","302042","302344","302613","302724","302638","302386","302983","304558","306648","309256",
"France","FRA","Population ages 15-64, male","SP.POP.1564.MA.IN","14379306","14545055","14757150","14973315","15185364","15387557","15572953","15743889","15905895","16060134","16210106","16354777","16494281","16627138","16755680","16881573","17010752","17138278","17263701","17400266","17576268","17802202","18034471","18248284","18444778","18585718","18686686","18802727","18917286","19011891","19075740","19193543","19242046","19292092","19338397","19389321","19445756","19504174","19555654","19627376","19735087","19857821","19987664","20122845","20261345","20406079","20550176","20665487","20737876","20780816","20817638","20811192","20756496","20706873","20655762","20600091","20548519","20511924","20496889","20488760","20484656","20500914","20503039","20485347",
"Faroe Islands","FRO","Population ages 15-64, male","SP.POP.1564.MA.IN","10733","10925","11112","11301","11490","11670","11824","11944","12039","12121","12247","12427","12610","12787","12957","13122","13298","13492","13718","13962","14211","14463","14718","14966","15176","15365","15548","15748","15984","16212","16184","15870","15518","15145","14764","14643","14781","14918","15050","15178","15340","15550","15765","16000","16277","16469","16521","16514","16469","16414","16345","16267","16179","16069","15937","15968","16159","16369","16596","16815","17046","17189","17215","17241",
"Micronesia, Fed. Sts.","FSM","Population ages 15-64, male","SP.POP.1564.MA.IN","11454","11800","12157","12479","12768","13113","13511","13900","14289","14695","15113","15484","15813","16162","16535","16945","17387","17842","18340","18885","19456","20052","20677","21335","22028","22754","23516","24304","24962","25489","26038","26625","27362","28263","29145","29758","30129","30465","30798","31149","31551","31964","32290","32499","32651","32797","32922","33023","33099","33141","33392","33745","33985","34228","34491","34771","35002","35192","35370","35509","35755","36109","36480","36904",
"Gabon","GAB","Population ages 15-64, male","SP.POP.1564.MA.IN","153011","153840","154784","155741","156750","157958","159311","160743","162272","164471","167201","169749","172171","174628","177265","180130","183239","186593","190171","193944","197918","202113","206528","211182","216086","221268","226777","232611","238752","245186","251935","259028","266508","274401","282692","291531","300996","310971","321463","332504","344144","356493","369614","383533","398384","414363","431583","450017","469498","489934","511437","533979","557376","581180","604117","624991","643449","659794","675051","690161","705311","720427","735750","751646",
"United Kingdom","GBR","Population ages 15-64, male","SP.POP.1564.MA.IN","16668651","16811638","16996837","17151407","17240437","17290198","17311674","17326490","17341054","17354022","17364943","17386328","17419369","17458284","17496378","17545592","17618261","17705159","17800751","17910184","18021609","18122283","18227779","18352165","18463666","18532902","18581293","18615954","18633858","18647540","18652428","18645922","18632165","18629668","18656319","18704434","18756965","18812621","18886752","18983121","19095252","19216986","19349284","19492389","19651712","19840369","20041614","20227004","20380508","20503358","20617116","20703844","20738324","20769001","20835194","20923459","21008187","21079699","21146891","21217704","21267995","21234601","21465707","21641381",
"Georgia","GEO","Population ages 15-64, male","SP.POP.1564.MA.IN","1080794","1091708","1105162","1120968","1138227","1156479","1162980","1157139","1152302","1151221","1162878","1185117","1206854","1227566","1249036","1269713","1290356","1310562","1329124","1348189","1367712","1386381","1404634","1423031","1440800","1458613","1476092","1491830","1509078","1512006","1505689","1507549","1508744","1508521","1475017","1413347","1358039","1312021","1278768","1253634","1231215","1214129","1206149","1202703","1201801","1202263","1205129","1210451","1219554","1220270","1219602","1214083","1205911","1200213","1195399","1189573","1182263","1175045","1168157","1160607","1157138","1149424","1147606","1160110",
"Ghana","GHA","Population ages 15-64, male","SP.POP.1564.MA.IN","1845398","1875913","1894277","1916244","1943489","1972718","2003027","2037254","2075149","2118127","2170703","2236890","2311598","2389561","2471985","2559617","2654839","2749393","2838958","2927408","3013693","3100334","3185790","3265166","3327674","3378389","3433370","3499225","3581520","3678652","3786298","3897811","4019253","4153776","4290286","4429769","4575785","4734964","4908759","5083386","5260405","5453435","5659067","5865086","6070745","6276632","6483256","6692372","6901718","7107518","7304691","7496958","7691405","7889513","8091653","8301151","8522751","8750362","8974624","9197519","9429488","9665543","9898418","10134621",
"Gibraltar","GIB","Population ages 15-64, male","SP.POP.1564.MA.IN","6903","6972","7117","7347","7599","7850","8102","8355","8613","8869","9087","9198","9244","9302","9381","9466","9533","9589","9645","9703","9767","9830","9868","9864","9840","9810","9782","9754","9715","9684","9667","9648","9631","9606","9570","9547","9520","9485","9449","9415","9384","9350","9393","9509","9633","9768","9925","10115","10295","10438","10531","10604","10705","10736","10675","10613","10548","10482","10434","10389","10346","10286","10220","10178",
"Guinea","GIN","Population ages 15-64, male","SP.POP.1564.MA.IN","982423","998229","1013972","1029273","1042927","1058494","1077621","1097264","1117394","1137291","1155834","1172453","1187156","1200352","1212191","1222688","1232155","1241084","1250408","1261442","1275265","1292407","1313006","1336723","1363727","1394713","1429733","1468155","1508559","1548738","1603841","1670487","1724746","1778438","1832596","1885424","1941527","1965775","1985012","2025036","2053478","2051842","2066495","2120032","2170169","2213436","2262563","2326255","2397805","2472077","2548803","2629742","2713506","2798932","2889531","2985442","3083977","3183986","3286779","3395020","3507288","3621541","3738089","3857968",
"Gambia, The","GMB","Population ages 15-64, male","SP.POP.1564.MA.IN","110534","114057","117550","120813","123752","126627","129647","132870","136308","139896","143639","147541","151604","155835","159602","162912","166409","170089","173922","177954","182212","186432","190894","195855","202271","210267","218741","227713","237250","247354","257973","269076","280237","290462","299353","307662","316165","325048","334299","343999","354176","364796","375834","387329","399324","411900","425261","439434","454285","469614","485327","501615","518667","536626","555333","574456","594031","614059","634737","656238","678764","702376","726577","751407",
"Guinea-Bissau","GNB","Population ages 15-64, male","SP.POP.1564.MA.IN","170359","171021","171119","170286","164715","156440","151391","151362","154607","155325","155859","156051","155708","157966","162081","167826","173295","178618","184041","188756","191432","192913","194468","196194","198174","200456","203046","205932","209108","212558","216280","222172","231011","241038","251075","260341","268936","277304","285310","293238","301878","311136","320609","330241","340034","349840","359764","370217","381204","392701","404738","417308","430473","444141","458197","472676","487618","503152","519314","535992","553045","570418","588345","606814",
"Equatorial Guinea","GNQ","Population ages 15-64, male","SP.POP.1564.MA.IN","73423","74464","75637","76947","78591","80562","82650","84823","86920","87668","86604","84760","82648","80420","78112","75774","73303","71608","71169","71614","73558","77135","81832","88205","95509","102031","107559","112216","116386","120418","124468","128624","132944","137488","142713","148760","155348","162498","170198","178566","188317","199707","212366","226169","240937","256420","272352","288554","304941","321497","338239","355606","373588","391683","409668","427310","444464","461219","477950","495029","508486","520614","535149","550006",
"Greece","GRC","Population ages 15-64, male","SP.POP.1564.MA.IN","2647651","2664716","2676963","2681819","2684112","2685255","2690304","2698104","2704554","2706597","2707349","2715196","2729310","2737617","2742791","2762577","2799979","2834768","2875090","2919529","2962412","3008862","3052022","3097023","3140847","3182789","3222940","3261410","3298304","3339038","3397416","3459323","3504312","3541520","3575757","3610038","3641330","3670550","3699391","3718655","3734433","3749558","3755035","3753724","3750928","3745953","3741342","3738168","3732040","3719347","3696704","3661259","3614290","3565404","3521480","3480708","3449523","3427181","3407099","3391088","3370824","3317732","3267986","3248395",
"Grenada","GRD","Population ages 15-64, male","SP.POP.1564.MA.IN","19505","19744","19962","20166","20351","20513","20660","20796","20935","21096","21434","21979","22550","23073","23537","23941","24268","24504","24657","24730","24835","25263","26017","26764","27408","27893","28097","28056","27894","27768","27785","28142","28705","29174","29572","29965","30341","30702","31111","31548","32013","32562","33208","33961","34777","35564","36302","36983","37608","38173","38684","39105","39468","39828","40172","40492","40728","40889","41034","41163","41348","41568","41727","41850",
"Greenland","GRL","Population ages 15-64, male","SP.POP.1564.MA.IN","9005","9313","9671","10045","10347","10746","11179","11776","12417","13066","13726","14220","14874","15465","16042","16540","17095","17471","17799","18303","18881","19556","20090","20608","21046","21354","21500","21694","21865","21923","21842","21562","21262","21008","20917","20917","20933","20965","21012","21036","21106","21206","21354","21457","21554","21619","21609","21558","21488","21482","21687","21664","21605","21442","21311","21190","21182","21131","21012","20996","20905","20817","20599","20441",
"Guatemala","GTM","Population ages 15-64, male","SP.POP.1564.MA.IN","1086380","1117313","1150179","1184994","1220941","1256925","1292945","1329277","1365661","1401364","1436282","1470130","1503149","1535929","1570209","1605638","1640969","1676049","1710970","1747250","1785150","1824523","1860445","1898042","1944501","1995335","2048806","2104178","2161471","2220955","2283014","2346467","2410704","2476034","2542714","2611491","2682052","2754790","2831447","2911072","2992957","3076073","3161849","3250648","3344201","3441419","3541499","3644441","3750065","3858382","3969424","4083315","4197680","4313417","4428944","4543124","4657949","4772818","4886322","4999589","5116117","5235934","5358311","5481036",
"Guam","GUM","Population ages 15-64, male","SP.POP.1564.MA.IN","28656","28793","29106","29538","29993","30360","30582","30665","30659","30628","30726","31045","31508","32086","32755","33454","34134","34761","35361","35936","36666","37688","38877","40187","41650","43236","44809","46280","47649","48902","49671","49948","50175","50447","50745","51052","51355","51685","52045","52411","52734","52994","53250","53522","53851","54239","54650","55070","55463","55796","55930","55871","55752","55586","55374","55118","54836","54528","54198","53854","53829","54127","54365","54544",
"Guyana","GUY","Population ages 15-64, male","SP.POP.1564.MA.IN","141326","144686","147987","151394","154812","158077","161107","163912","166562","169115","171572","174315","177426","180708","184248","188036","192062","196241","200395","204244","207491","210624","213744","216308","218282","219654","220445","220717","220518","219884","218864","218613","219523","220679","221779","222685","223390","223916","224333","224706","225059","225442","225936","226588","227379","228262","229392","230707","231913","232947","233762","234287","235714","237220","237750","238269","238722","239080","250081","255482","252015","254861","256639","258670",
"High income","HIC","Population ages 15-64, male","SP.POP.1564.MA.IN","273790228","276777982","280827724","285189918","289492617","293493064","297373440","301272516","305053523","309133973","313297797","318089940","322522556","326946336","331377828","335780446","340121785","344422980","348777735","353230361","357719682","362247493","366680660","371090964","375221741","379052386","382805855","386482025","389866691","393258317","396330401","399554886","402544392","405253178","407843901","410435541","413154678","415975677","418927161","421900897","424750486","427373788","429901626","432384631","434819325","437444813","440676091","444379757","448116310","451263768","453771758","454968835","456050230","456890446","457672706","458751345","459858435","460470926","461146298","461448447","461250967","459262194","459302104","460612775",
"Hong Kong SAR, China","HKG","Population ages 15-64, male","SP.POP.1564.MA.IN","916145","922377","957657","991422","1018693","1050340","1065743","1100938","1135209","1167784","1214503","1262711","1311703","1375627","1447233","1502817","1549161","1598959","1656037","1775811","1845984","1899086","1925595","1949771","1963332","1978025","1999312","2020278","2038838","2060489","2065140","2077938","2090160","2121530","2165522","2204706","2297857","2307237","2316778","2331147","2346606","2356878","2357285","2344596","2359040","2368416","2383097","2400435","2408899","2407311","2418435","2425213","2435083","2421721","2411699","2403206","2389221","2378921","2368846","2355671","2316908","2267153","2218503","2246648",
"Honduras","HND","Population ages 15-64, male","SP.POP.1564.MA.IN","516317","528250","541073","555039","569952","586035","603248","621247","640138","659955","680666","702318","724968","748336","772338","797637","824049","850962","878497","906859","936155","966345","997335","1029239","1062090","1095905","1130914","1167205","1204769","1244143","1286107","1330742","1377650","1426650","1477811","1531088","1586249","1643031","1700672","1759730","1820866","1883475","1947607","2013302","2080771","2150415","2222143","2295667","2370796","2447283","2524612","2602474","2680784","2759706","2839901","2920605","3000733","3080099","3158423","3235591","3311015","3383936","3455278","3527143",
"Heavily indebted poor countries (HIPC)","HPC","Population ages 15-64, male","SP.POP.1564.MA.IN","43476331","44430614","45419979","46421209","47435498","48506754","49633520","50810804","52048287","53323268","54632195","55965647","57289109","58678360","60193466","61766218","63361709","64941712","66656025","68429392","69903038","71242762","72867620","74741174","76686713","78668298","80678622","82787142","84967212","87253213","89537203","91904705","94711306","97780424","100893248","104047364","107100207","110096858","113284914","116672636","120082996","123630444","127610077","131835724","136039840","140385111","144894998","149308388","153900788","158796838","163720889","168857660","174200677","179720825","185650000","191785424","198197766","204966245","211814192","218756428","225955250","233295892","240690177","248323462",
"Croatia","HRV","Population ages 15-64, male","SP.POP.1564.MA.IN","1285981","1295868","1309055","1324780","1341308","1357897","1374382","1390637","1407528","1424500","1439455","1451984","1461842","1469656","1477046","1484873","1493284","1501125","1508304","1514525","1521800","1535154","1553218","1570001","1582570","1591723","1600122","1608995","1617164","1624044","1629467","1597989","1556938","1566334","1586408","1572821","1543927","1529200","1521780","1509277","1489094","1429159","1428275","1428498","1429012","1430468","1430919","1431011","1431405","1431759","1432588","1431002","1427212","1422395","1413943","1398502","1384476","1362367","1343537","1328483","1315800","1255915","1243239","1237468",
"Haiti","HTI","Population ages 15-64, male","SP.POP.1564.MA.IN","1068160","1087120","1105209","1121571","1137821","1155705","1174502","1194190","1214911","1236639","1259495","1283435","1308097","1333482","1359674","1386448","1413754","1441573","1469887","1498791","1528053","1557583","1587490","1617780","1648613","1679998","1711892","1744457","1777855","1812519","1849079","1887571","1928204","1971071","2015917","2062714","2111539","2162429","2214969","2269126","2325222","2382935","2442129","2503033","2565224","2628965","2693155","2756642","2819838","2882726","2934959","2986613","3048813","3111738","3174428","3236622","3297608","3356676","3414642","3472026","3528953","3584790","3639929","3695599",
"Hungary","HUN","Population ages 15-64, male","SP.POP.1564.MA.IN","3149229","3166659","3186706","3209902","3233704","3257478","3280954","3302659","3328683","3367173","3406121","3432813","3447617","3453397","3453192","3448865","3442303","3431382","3418382","3404735","3398755","3406887","3422204","3440284","3448265","3443142","3433729","3424832","3418894","3391393","3376370","3394515","3408199","3416623","3420772","3421147","3420679","3420176","3416291","3411221","3410058","3413724","3413828","3411065","3411049","3411556","3412657","3410737","3405538","3399303","3392420","3382368","3358467","3338212","3314520","3292284","3268712","3248671","3235091","3219046","3194394","3169958","3175993","3176196",
"IBRD only","IBD","Population ages 15-64, male","SP.POP.1564.MA.IN","538299573","543828335","552192351","562130161","572824654","585320202","599202943","614175981","629798902","645828333","662749162","680096830","697925833","715802229","732291717","748017207","763665138","781539323","803497449","825980163","847649842","869660021","891427063","913845252","937159202","960380746","983746864","1006876940","1029810731","1051975773","1072951743","1093623658","1113749651","1133242121","1153555668","1174966558","1197417076","1221375711","1245550279","1269308747","1293136232","1317422857","1342223764","1366876069","1391504841","1416372998","1439629456","1460667486","1481160061","1501028968","1520182360","1538934100","1557088562","1574732231","1591426061","1607070326","1621762555","1635147967","1647582019","1659736942","1671327604","1682208811","1690132716","1700484178",
"IDA & IBRD total","IBT","Population ages 15-64, male","SP.POP.1564.MA.IN","647103636","654994296","665776799","678148499","691302377","706393545","723008399","740834217","759455261","778582285","798620527","818724241","839407993","860714734","880867693","900328955","919738283","941539972","967680386","994567728","1020814707","1047540576","1074247217","1101708971","1130036712","1158481509","1187284410","1216029955","1244708195","1272787922","1299816828","1326702119","1353290234","1379604440","1407083046","1435880409","1465831998","1497385195","1529467927","1561401329","1593728375","1626772864","1660395771","1693894420","1727475589","1761449144","1793997544","1824418912","1854192859","1883621256","1912966468","1942145224","1970411249","1997808369","2024447263","2050289980","2075684787","2100521386","2124960487","2149588852","2174366014","2198932142","2220663606","2245236173",
"IDA total","IDA","Population ages 15-64, male","SP.POP.1564.MA.IN","108804063","111165961","113584448","116018338","118477723","121073343","123805456","126658236","129656359","132753952","135871365","138627411","141482160","144912505","148575976","152311748","156073145","160000649","164182937","168587565","173164865","177880555","182820154","187863719","192877510","198100763","203537546","209153015","214897464","220812149","226865085","233078461","239540583","246362319","253527378","260913851","268414922","276009484","283917648","292092582","300592143","309350007","318172007","327018351","335970748","345076146","354368088","363751426","373032798","382592288","392784108","403211124","413322687","423076138","433021202","443219654","453922232","465373419","477378468","489851910","503038410","516723331","530530890","544751995",
"IDA blend","IDB","Population ages 15-64, male","SP.POP.1564.MA.IN","34297102","35002274","35712123","36428624","37138168","37879319","38668788","39492131","40360222","41285409","42266142","43244597","44262996","45390314","46598324","47896911","49272597","50717264","52197582","53793040","55828682","58062176","60064892","61807603","63426758","65227658","67190442","69214640","71298923","73421201","75593267","77809976","79794227","81834130","84149218","86625749","89322370","92108680","94998821","97957464","101190497","104543191","107582730","110493425","113553383","116652349","119813139","123080392","126408257","129866663","133534415","137136850","140429064","143582575","146762429","149776296","152629429","155774587","159251220","162886345","166829865","171044032","175512463","180279468",
"Indonesia","IDN","Population ages 15-64, male","SP.POP.1564.MA.IN","25411580","25930392","26449898","26968781","27501605","27914540","28301227","28838647","29472313","30187410","30956189","31772190","32635272","33543082","34494630","35491539","36530770","37609474","38728496","39889881","41095187","42345451","43636003","44953612","46295604","47661963","49041778","50430645","51829688","53231491","54639085","56056739","57483866","58926624","60386891","61860918","63338789","64821536","66302063","67755322","69151498","70475963","71764556","73043938","74289227","75510021","76743634","77977158","79196877","80417811","81656148","82915834","84192058","85453655","86671677","87852995","88996782","90092212","91143524","92160269","93120517","94005101","94869469","95797731",
"IDA only","IDX","Population ages 15-64, male","SP.POP.1564.MA.IN","74506961","76163687","77872325","79589714","81339555","83194024","85136668","87166105","89296137","91468543","93605223","95382814","97219164","99522191","101977652","104414837","106800548","109283385","111985355","114794525","117336183","119818379","122755262","126056116","129450752","132873105","136347104","139938375","143598541","147390948","151271818","155268485","159746356","164528189","169378160","174288102","179092552","183900804","188918827","194135118","199401646","204806816","210589277","216524926","222417365","228423797","234554949","240671034","246624541","252725625","259249693","266074274","272893623","279493563","286258773","293443358","301292803","309598832","318127248","326965565","336208545","345679299","355018427","364472527",
"Isle of Man","IMN","Population ages 15-64, male","SP.POP.1564.MA.IN","14043","13885","14017","14205","14352","14478","14692","15028","15387","15714","16026","16301","16514","16702","16887","17090","17335","17638","17985","18354","18749","19045","19199","19336","19435","19501","19744","20215","20726","21209","21679","22041","22252","22422","22621","22836","23124","23512","23903","24282","24670","25012","25305","25598","25895","26212","26557","26895","27213","27475","27692","27682","27372","27030","26742","26467","26305","26297","26328","26371","26425","26570","26682","26694",
"India","IND","Population ages 15-64, male","SP.POP.1564.MA.IN","129561939","131820336","134114410","136474698","139210229","142303843","145479305","148793551","152305734","155997889","159853267","163813992","167880764","172086853","176376871","180756160","185205458","189815703","194626414","199551287","204595109","209712939","214910887","220266784","225751666","231333370","237036480","242879520","248911194","255140407","261506458","267938721","274434272","281020186","287780335","294753977","301915946","309241713","316690849","324271563","331949275","339744872","347608938","355480266","363409505","371296735","379145182","387026058","394873094","402714845","410677043","418727029","426774881","434779546","442515942","450023210","457653770","465248052","472475512","479375657","486051680","492081401","497519359","503270194",
"Not classified","INX","Population ages 15-64, male","SP.POP.1564.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population ages 15-64, male","SP.POP.1564.MA.IN","822625","820872","828191","836770","840109","838816","840227","845703","851393","857437","864072","873816","888704","905315","921972","938170","953259","968079","985446","1001985","1015159","1028316","1040100","1050424","1060225","1066076","1071004","1074530","1072287","1072687","1082938","1100228","1118333","1134320","1149308","1167091","1188761","1212061","1234853","1257812","1283154","1311481","1339470","1365111","1395547","1436155","1487167","1533446","1553625","1549960","1537649","1525308","1516471","1513156","1516087","1526323","1541523","1557143","1575778","1597101","1613338","1628990","1660711","1706457",
"Iran, Islamic Rep.","IRN","Population ages 15-64, male","SP.POP.1564.MA.IN","5766696","5884189","6019151","6170819","6358216","6576373","6794898","7008550","7222063","7444366","7682482","7931200","8192691","8472601","8766554","9075693","9370142","9659384","9968775","10288722","10622942","11306823","11982899","12318618","12682621","13062895","13442706","13819095","14191406","14588066","15302847","16077661","16546768","16657449","16806403","17310570","17883811","18562456","19340307","20156542","21008735","21884676","22537661","23194007","24067715","24915706","25714149","26426999","27034952","27549858","27992357","28311620","28553191","28804695","29092412","29439412","29733832","29953917","30155888","30344453","30495459","30657319","30855136","31056900",
"Iraq","IRQ","Population ages 15-64, male","SP.POP.1564.MA.IN","1975084","2016791","2058246","2102546","2149825","2198138","2250184","2310296","2377468","2446824","2512827","2575456","2629989","2677228","2729193","2785804","2853041","2946064","3058169","3172118","3285038","3389633","3489585","3601615","3726157","3830854","3943027","4070946","4182125","4314294","4393842","4466287","4629152","4887214","5155907","5362673","5569033","5776447","5992009","6221258","6462727","6702640","6953643","7199079","7435566","7688868","7775507","7740771","7929571","8266559","8577908","8919801","9365183","9853023","10249906","10588815","10912579","11234222","11581057","11939220","12311784","12686734","13068184","13473714",
"Iceland","ISL","Population ages 15-64, male","SP.POP.1564.MA.IN","50749","51654","52589","53512","54560","55748","56926","58118","59295","60237","60947","61863","63270","64689","66082","67504","68602","69540","70576","71656","72727","73900","75169","76336","77300","78070","78778","79906","81533","82717","83317","84278","85176","85788","86510","87060","87667","88621","89882","91236","92630","93975","94933","95860","97229","100019","104528","108908","110951","109853","108291","107940","107978","108646","109645","110799","113011","117176","121828","125300","127147","128562","131310","134817",
"Israel","ISR","Population ages 15-64, male","SP.POP.1564.MA.IN","638014","657896","690404","717088","747312","774673","794966","831034","849299","870470","896369","920157","938908","972419","995792","1013334","1030479","1048512","1067449","1093232","1119363","1142205","1164329","1185642","1200476","1222120","1243508","1266772","1291325","1318438","1366270","1458590","1517852","1566586","1615493","1666963","1718056","1768505","1818189","1873664","1930793","1982435","2026233","2065774","2105556","2146399","2188520","2229857","2269651","2321322","2358704","2396210","2431866","2469264","2510316","2552167","2592332","2633739","2679277","2726773","2772312","2819047","2876708","2938908",
"Italy","ITA","Population ages 15-64, male","SP.POP.1564.MA.IN","15882942","15974602","16122316","16293427","16444801","16567643","16665879","16737840","16791120","16832243","16869174","16905371","16962781","17044971","17132173","17234148","17342926","17450553","17564700","17699322","17907967","18137873","18339009","18551176","18750418","18881207","18966530","19056124","19138160","19217086","19289088","19404657","19483936","19471194","19443834","19390391","19330443","19282008","19229773","19169472","19109256","19055902","19017858","19043620","19111233","19124658","19102478","19148415","19236343","19274366","19286658","19246702","19211108","19363208","19470483","19407371","19362338","19340502","19315832","19078096","18961785","18848949","18758773","18667132",
