"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Germany","DEU","Population ages 65 and above, male","SP.POP.65UP.MA.IN","3379384","3418275","3469344","3525588","3597429","3686008","3781495","3871734","3949326","4031579","4103836","4165699","4235484","4297152","4345049","4362696","4362148","4379387","4402147","4410815","4380902","4280861","4133930","3977596","3868075","3843012","3863104","3883003","3896258","3915508","3957387","4020864","4110633","4230489","4358035","4489050","4611740","4713201","4805259","4942819","5141971","5365451","5598716","5839908","6107455","6388908","6644420","6823552","6943055","7045929","7083196","6961151","7021988","7113319","7237662","7404683","7556388","7668349","7775856","7890312","7993682","8082457","8243835","8459086",
"Djibouti","DJI","Population ages 65 and above, male","SP.POP.65UP.MA.IN","892","937","989","1050","1118","1191","1271","1351","1434","1535","1654","1785","1930","2088","2272","2497","2767","3081","3418","3745","4039","4288","4497","4695","4923","5213","5571","5991","6443","7022","7842","8609","8608","8521","8772","8945","9243","9601","9987","10380","10780","11194","11630","12058","12475","12902","13360","13851","14369","14933","15537","16170","16837","17549","18287","18987","19615","20197","20782","21387","21908","22318","22748","23296",
"Dominica","DMA","Population ages 65 and above, male","SP.POP.65UP.MA.IN","1204","1220","1250","1281","1313","1344","1376","1407","1440","1480","1520","1557","1593","1636","1684","1735","1787","1842","1905","1984","2072","2161","2244","2318","2391","2466","2528","2574","2620","2678","2740","2761","2733","2704","2690","2693","2710","2737","2787","2853","2930","2989","3011","3020","3042","3079","3130","3198","3281","3376","3473","3478","3387","3370","3179","3001","3016","2965","2943","2929","2942","2999","3076","3196",
"Denmark","DNK","Population ages 65 and above, male","SP.POP.65UP.MA.IN","224188","228708","233190","237284","241115","244757","248249","252111","256530","261119","266535","271859","276635","281763","286863","291700","296208","301229","306261","309935","312311","313908","315495","317325","318904","321563","325523","328215","329707","330987","331618","331919","332081","331607","330667","329955","329552","329158","329161","329713","331110","333391","336339","340074","344774","350606","357350","366571","378815","392870","409008","426686","444005","459351","472951","486323","499107","510407","520664","529884","538600","547342","558008","569053",
"Dominican Republic","DOM","Population ages 65 and above, male","SP.POP.65UP.MA.IN","42712","43881","45084","46324","47606","48845","50130","51548","53010","54514","56722","60225","64244","68062","71645","75026","78320","81614","84907","88208","89935","90136","90496","91071","91928","93149","94826","96996","99659","102808","106399","110359","114643","119260","126522","136273","146153","156246","166515","176932","187490","198374","207444","214525","221450","227959","234047","239649","244837","249838","255107","261117","268282","276821","286137","295985","306573","317829","329853","342906","355664","368196","383006","399757",
"Algeria","DZA","Population ages 65 and above, male","SP.POP.65UP.MA.IN","174719","182905","196865","210818","223820","235505","240436","239126","237683","235963","234049","232277","230873","229874","229151","239951","265016","279844","281573","283405","285647","288536","292406","297547","304314","312812","322578","332791","343995","356098","368233","380620","393135","405903","418899","431422","469484","536556","581497","601475","621551","641734","662201","683167","704303","724743","744457","763091","780124","796725","814330","834248","857627","886735","923821","969350","1021728","1077971","1137048","1198834","1254377","1309613","1376353","1448688",
"East Asia & Pacific (excluding high income)","EAP","Population ages 65 and above, male","SP.POP.65UP.MA.IN","14223897","13941203","13961748","14133243","14282158","14508477","14888512","15360025","15889555","16447331","17022598","17637405","18257321","18913161","19633193","20360996","21076829","21827185","22691251","23647569","24570787","25437343","26308338","27170494","28049412","29021240","30059193","31109375","32215332","33442668","34728341","36012991","37402397","38958140","40590038","42303633","44065604","45882892","47888767","49967200","51977034","53943552","55886722","57778007","59514575","61195580","62925865","64549663","66037890","67543508","69175890","71085335","73347732","75880312","78701316","82029704","85691196","89755934","94122007","98603831","103239351","107447302","111830456","116252978",
"Early-demographic dividend","EAR","Population ages 65 and above, male","SP.POP.65UP.MA.IN","15776675","16265556","16831032","17448746","18087923","18706587","19302605","19899103","20509218","21145196","21793128","22417725","23097668","23879831","24691140","25522498","26367425","27199419","28010649","28814547","29574643","30298755","31017709","31728128","32449096","33207421","34010461","34856735","35743023","36669042","37676679","38752277","39872225","41030752","42229299","43480965","44833780","46270735","47741050","49248088","50797692","52371968","53968565","55567019","57145045","58689302","60211904","61718704","63240082","64818208","66482273","68302752","70257793","72353250","74836797","77734701","80831961","84128837","87692541","91415869","94772370","97301962","99728135","103313268",
"East Asia & Pacific","EAS","Population ages 65 and above, male","SP.POP.65UP.MA.IN","17486209","17303351","17428480","17711560","17977186","18319777","18837001","19456986","20126188","20815420","21517809","22308522","23093904","23927269","24830167","25742752","26646134","27595671","28667248","29841277","30977364","32056544","33140890","34196173","35257786","36444305","37722254","39027648","40415479","41972742","43636421","45348355","47173238","49161470","51232799","53385034","55604623","57887883","60369373","62913697","65412723","67911965","70382735","72759378","74937690","77087161","79375264","81594993","83647666","85673587","87757150","90076856","92953414","96276601","99911387","103980836","108284784","112956146","117905295","122954639","128121221","132735924","137525513","142478196",
"Europe & Central Asia (excluding high income)","ECA","Population ages 65 and above, male","SP.POP.65UP.MA.IN","2859112","2942203","3020654","3100652","3194488","3301784","3411149","3522274","3647278","3774376","3880105","3981746","4098081","4209732","4324158","4437032","4539051","4637848","4729288","4787196","4791461","4749281","4685196","4641675","4625505","4619788","4643204","4699988","4791148","4920338","5081720","5276046","5506630","5753968","5981363","6173753","6341883","6470568","6562692","6641066","6759341","6928992","7144251","7364184","7548702","7686411","7778702","7802263","7766787","7709670","7662371","7664331","7734516","7859314","8036675","8254276","8477084","8687732","8950698","9253053","9468618","9635110","9646338","9988478",
"Europe & Central Asia","ECS","Population ages 65 and above, male","SP.POP.65UP.MA.IN","21665989","22103751","22546235","22977812","23511722","24155246","24823986","25525316","26234873","26921984","27583344","28251587","28960037","29648004","30332616","31001478","31611873","32232897","32841274","33329610","33508840","33292747","32862162","32416576","32194926","32333918","32731832","33217039","33792499","34474774","35242672","36152205","37189690","38307175","39370323","40363058","41263274","42051001","42715008","43315860","44028980","44883195","45866933","46895645","47921061","48905862","49726740","50255591","50579545","50904977","51237976","51795462","52932143","54263157","55724199","57175378","58527954","59820367","61158356","62537160","63756631","64674963","65484836","67060617",
"Ecuador","ECU","Population ages 65 and above, male","SP.POP.65UP.MA.IN","94295","95402","96458","97498","98572","99697","100880","102138","103461","104818","106251","107775","109382","111186","113358","115962","119050","122657","126624","130665","134621","138442","142061","145597","149357","153620","158558","164288","170818","178072","185903","194096","202433","210772","219087","227398","235786","244351","253140","262208","271668","281619","292113","303223","315055","327583","340692","354352","368574","383315","398484","413999","430246","448377","468765","490486","512936","536254","561237","587312","603849","614357","635001","662618",
"Egypt, Arab Rep.","EGY","Population ages 65 and above, male","SP.POP.65UP.MA.IN","435739","452189","469025","486199","503445","520682","537389","552934","567624","581647","595058","608220","621521","634798","648229","662233","676689","691716","707755","725039","743632","763078","782771","803135","824805","847693","871414","896656","923751","952854","983389","1014917","1047112","1079937","1113843","1148566","1185259","1224299","1264157","1302242","1335284","1364230","1391450","1412668","1425668","1433069","1437820","1443418","1453427","1471793","1501881","1547939","1608247","1673059","1733982","1788799","1844259","1907768","1979136","2056287","2132675","2200900","2265663","2341570",
"Euro area","EMU","Population ages 65 and above, male","SP.POP.65UP.MA.IN","11096527","11282605","11491080","11686578","11930424","12234581","12565591","12900904","13209747","13499871","13800110","14100937","14395792","14677320","14940184","15178831","15383796","15599448","15825618","16017162","16074889","15938224","15701726","15436410","15276589","15386231","15676438","15985435","16300233","16627102","16979454","17374297","17783267","18221210","18667274","19134715","19595059","20018141","20414613","20836549","21325601","21845264","22379161","22902741","23464501","24069598","24619215","25055385","25464892","25890353","26245843","26550413","27147792","27837334","28557396","29220021","29825533","30385279","30942508","31471027","31989002","32438566","33098511","33935051",
"Eritrea","ERI","Population ages 65 and above, male","SP.POP.65UP.MA.IN","11988","12102","12239","12389","12555","12737","12928","13124","13329","13563","13832","14132","14468","14841","15232","15631","16047","16496","16984","17510","18081","18689","19323","19992","20704","21444","22235","23071","23951","24856","25793","24895","23916","25135","26354","28324","30126","30813","31545","32040","32705","34185","35920","37937","39967","41411","42690","44066","45996","47966","49810","51670","53366","54899","56131","56822","57266","57958","58962","60103","61206","62151","63019","64197",
"Spain","ESP","Population ages 65 and above, male","SP.POP.65UP.MA.IN","1020420","1052455","1079086","1097187","1116348","1147664","1185732","1224285","1265547","1299551","1339569","1379870","1415038","1453690","1483107","1513345","1550825","1588368","1626239","1663550","1700902","1733022","1761540","1789561","1819908","1859653","1913299","1977182","2043074","2108978","2173093","2236994","2302015","2367794","2435445","2506205","2577489","2648559","2719433","2781732","2840447","2908678","2970765","3006665","3020843","3060060","3115177","3156940","3215407","3286969","3362678","3435938","3502302","3578224","3657742","3720642","3777924","3843270","3913719","3988001","4051676","4108473","4222996","4385517",
"Estonia","EST","Population ages 65 and above, male","SP.POP.65UP.MA.IN","38962","39495","40105","40868","42013","43238","44315","45585","47041","48271","49295","50477","51747","52730","53636","54486","55214","56042","56669","57041","57070","56390","55235","54544","54117","53404","53154","53380","53814","54503","55159","56100","57671","59211","60432","61837","63458","65111","66295","67265","68544","69762","71169","72628","74001","75203","76437","77423","77440","77139","76957","77380","78620","80176","81992","83935","85674","87474","89286","91242","93356","94787","97572","101264",
"Ethiopia","ETH","Population ages 65 and above, male","SP.POP.65UP.MA.IN","248715","252707","256386","260628","266772","275114","284797","296642","310789","325194","339276","353159","366202","378482","389803","399828","410780","419674","426914","433111","435289","445888","462635","471465","476797","485190","496844","515007","540032","563575","584568","617900","650323","670165","690418","706467","723096","748575","777282","802032","829171","860311","889845","919008","949424","980941","1012865","1045089","1078712","1116871","1159871","1207417","1258295","1308245","1357087","1407027","1458285","1511900","1567410","1624542","1676529","1717321","1754374","1801457",
"European Union","EUU","Population ages 65 and above, male","SP.POP.65UP.MA.IN","13857599","14125381","14421134","14712455","15064974","15486642","15947513","16422372","16865082","17277666","17690555","18099185","18515516","18922522","19311320","19678398","19997118","20320871","20643171","20905704","20976252","20788567","20473534","20110820","19902790","20035462","20372896","20744073","21140229","21539294","21951168","22399578","22861422","23375531","23909475","24469452","25014934","25513272","25977612","26461203","26985716","27537475","28107531","28682607","29297265","29955879","30556888","31034558","31492743","31993203","32422745","32849368","33615190","34488384","35404497","36265331","37068210","37821686","38570532","39294814","39978813","40514817","41030895","41885674",
"Fragile and conflict affected situations","FCS","Population ages 65 and above, male","SP.POP.65UP.MA.IN","3923841","4031944","4132275","4229848","4335984","4453836","4572093","4692422","4829273","4971979","5101350","5237202","5392948","5547402","5710147","5879818","6057769","6241286","6416216","6578364","6704367","6791466","6870953","6968894","7087247","7205873","7340714","7501063","7674707","7874023","8099515","8330139","8594373","8871678","9151421","9404006","9607296","9789904","9955558","10114082","10309554","10551451","10848808","11162319","11450328","11721875","11978921","12207726","12412040","12636662","12874477","13152101","13483139","13824886","14181942","14575053","14994823","15434335","15887916","16358524","16775294","17091284","17232248","17746461",
"Finland","FIN","Population ages 65 and above, male","SP.POP.65UP.MA.IN","120680","123814","126276","129285","133267","136957","140742","144698","148365","152542","156986","161532","167065","172950","178829","184677","190049","195256","199758","203507","206540","208596","210760","212880","213704","215287","218922","222547","226511","231368","236609","242379","248185","254117","260846","267849","274560","280661","285586","290243","296007","302336","308935","316812","325950","333729","343995","353363","360424","370340","383545","401719","421754","441736","460875","478380","493684","508196","522248","535238","547960","560350","572703","585596",
"Fiji","FJI","Population ages 65 and above, male","SP.POP.65UP.MA.IN","6327","6285","6250","6224","6211","6251","6445","6552","6495","6486","6510","6578","6684","6803","6949","7142","7333","7562","7833","8114","8407","8683","8943","9200","9467","9786","10272","10577","10576","10567","10567","10544","10519","10529","10554","10604","10711","11011","11468","11939","12410","12881","13332","13800","14328","14885","15479","16112","16586","16883","17208","17597","18035","18495","18972","19303","19569","20040","20658","21363","22192","23017","23900","24944",
"France","FRA","Population ages 65 and above, male","SP.POP.65UP.MA.IN","2014800","2042844","2085276","2124986","2177781","2240506","2307852","2380098","2444921","2500245","2556604","2615746","2670233","2722579","2774013","2822503","2862418","2905507","2953414","2994328","2994729","2940396","2876139","2825187","2793752","2825115","2906426","2985006","3061045","3135453","3211301","3304555","3385595","3464670","3542807","3623493","3702577","3777784","3845260","3910475","3977547","4041711","4104241","4161049","4221656","4278539","4319104","4364494","4427151","4496927","4569453","4689721","4862315","5044964","5227834","5400260","5557411","5709234","5858528","6000752","6125141","6241106","6370166","6505440",
"Faroe Islands","FRO","Population ages 65 and above, male","SP.POP.65UP.MA.IN","1281","1310","1341","1375","1405","1438","1471","1494","1515","1541","1573","1610","1647","1687","1732","1777","1824","1877","1938","2001","2066","2141","2220","2289","2352","2405","2458","2505","2527","2538","2560","2588","2598","2611","2629","2659","2696","2711","2714","2717","2741","2775","2812","2857","2903","2942","2978","3051","3151","3261","3366","3451","3564","3709","3846","3986","4126","4248","4368","4471","4565","4626","4644","4674",
"Micronesia, Fed. Sts.","FSM","Population ages 65 and above, male","SP.POP.65UP.MA.IN","712","741","769","791","803","815","830","845","861","877","893","913","933","953","974","986","987","991","1008","1032","1057","1081","1107","1136","1170","1205","1241","1275","1306","1334","1360","1388","1479","1633","1767","1808","1777","1740","1695","1645","1641","1695","1745","1775","1775","1741","1687","1621","1552","1486","1458","1495","1572","1687","1812","1950","2100","2245","2395","2568","2765","2951","3098","3227",
"Gabon","GAB","Population ages 65 and above, male","SP.POP.65UP.MA.IN","17708","17951","18193","18428","18662","18896","19133","19366","19597","19847","20109","20359","20603","20839","21071","21306","21541","21785","22031","22274","22520","22762","23005","23253","23506","23761","24020","24287","24559","24834","25112","25397","25688","25990","26295","26608","26935","27268","27618","27981","28349","28736","29145","29572","30009","30457","30946","31498","32096","32752","33488","34311","35218","36126","37021","37951","38869","39744","40629","41577","42459","43127","43718","44520",
"United Kingdom","GBR","Population ages 65 and above, male","SP.POP.65UP.MA.IN","2369859","2389238","2408370","2426709","2457821","2505547","2554702","2610751","2667401","2719161","2774894","2836530","2896435","2952814","3008218","3061539","3110320","3159334","3210530","3256419","3293710","3313841","3309518","3292849","3303863","3356945","3421743","3477281","3520523","3555268","3589396","3623252","3652733","3675305","3698664","3724672","3749438","3774450","3797108","3820095","3851236","3892333","3939984","3991071","4046156","4101718","4155820","4222917","4310408","4412536","4522983","4655368","4816898","4976379","5116754","5240447","5349200","5450810","5551600","5659151","5747322","5807860","5961912","6112819",
"Georgia","GEO","Population ages 65 and above, male","SP.POP.65UP.MA.IN","114170","112498","110836","109505","108730","108654","110338","113417","116442","119469","120451","120748","122391","124287","126402","128254","129874","131131","132254","133673","134184","133216","131655","130256","129355","129014","129309","130310","132869","136714","141761","149044","158674","170081","177447","179181","179329","179232","179959","180977","182725","186238","191369","197544","203900","209104","212081","210927","205753","197164","190813","188071","188167","190819","192452","192147","191985","191965","191811","191526","191455","189834","189420","192755",
"Ghana","GHA","Population ages 65 and above, male","SP.POP.65UP.MA.IN","107691","111087","117938","124107","129552","134101","137703","140597","143138","144947","145040","141944","137978","135930","135306","136118","138244","141811","146945","153198","152776","146993","146513","150007","154441","159805","165906","172588","179620","187196","195396","204048","213119","222504","231662","240825","250579","260719","271122","281459","291175","300296","309066","317451","325245","332477","339783","347319","354696","361906","369262","376797","384780","394556","407078","419784","432450","447199","463813","482426","501085","518710","537111","558340",
"Gibraltar","GIB","Population ages 65 and above, male","SP.POP.65UP.MA.IN","638","663","694","720","743","768","793","816","836","853","881","923","968","1007","1036","1061","1080","1094","1105","1116","1130","1138","1157","1190","1226","1262","1296","1322","1339","1348","1340","1333","1355","1406","1461","1507","1544","1585","1628","1670","1712","1751","1810","1877","1932","1984","2018","2017","2013","2048","2145","2260","2364","2467","2560","2649","2744","2841","2931","3017","3103","3167","3237","3319",
"Guinea","GIN","Population ages 65 and above, male","SP.POP.65UP.MA.IN","78269","77704","77280","77005","76913","77014","77323","77837","78547","79379","80270","81224","82224","83304","84493","85815","87293","88905","90649","92532","94544","96687","98991","101440","104002","106691","109485","112366","115258","118056","121830","126246","129626","132819","135871","138608","141409","143086","144661","146868","148496","148991","149858","151732","153237","154268","155453","157108","158920","160803","162702","164546","166073","167169","167252","168336","171506","174966","178686","182778","186294","188743","191132","194705",
"Gambia, The","GMB","Population ages 65 and above, male","SP.POP.65UP.MA.IN","4870","5035","5205","5379","5556","5740","5931","6130","6338","6555","6777","7006","7246","7495","7966","8669","9414","10218","11075","11963","12873","13761","14638","15612","16296","16665","17120","17660","18282","18951","19644","20355","20996","21371","21587","21917","22338","22764","23185","23591","23973","24333","24672","24755","24642","24612","24671","24839","25118","25488","25923","26420","26925","27307","27504","27673","27950","28325","28795","29394","29953","30391","30919","31739",
"Guinea-Bissau","GNB","Population ages 65 and above, male","SP.POP.65UP.MA.IN","10283","10397","10460","10515","10399","10188","10061","10050","10134","10195","10319","10502","10744","11123","12383","14549","16792","19058","21293","22277","22438","22996","23543","24078","24579","25032","25445","25820","26166","26485","26778","26538","25893","25413","24933","24360","23734","23090","22430","21797","21254","20796","20394","20047","19757","19520","19347","19251","19220","19249","19340","19502","19743","20055","20426","20853","21337","21872","22438","23023","23452","23684","23883","24195",
"Equatorial Guinea","GNQ","Population ages 65 and above, male","SP.POP.65UP.MA.IN","6493","6558","6632","6713","6790","6860","6926","6989","7042","6998","6821","6597","6373","6152","5924","5700","5465","5294","5229","5219","5319","5555","5875","6195","6469","6708","6905","7075","7231","7385","7546","7712","7884","8069","8277","8513","8769","9053","9358","9676","9989","10311","10678","11088","11543","12040","12577","13150","13745","14360","14981","15536","16051","16627","17336","18190","19152","20188","21251","22302","23001","23393","23826","24413",
"Greece","GRC","Population ages 65 and above, male","SP.POP.65UP.MA.IN","286998","296902","308645","320942","334073","348596","365386","382710","399201","414685","429954","446018","461985","475904","489024","503974","520593","534549","547366","558617","566014","571150","574276","577315","580225","583597","588443","594814","603447","615356","632611","653013","672206","692070","712356","731866","750897","770989","791613","810009","827674","846388","864654","881583","897434","911842","923041","930187","938418","951099","967682","985502","998009","1006337","1015434","1024649","1037111","1051105","1063448","1077480","1092182","1096019","1091568","1091372",
"Grenada","GRD","Population ages 65 and above, male","SP.POP.65UP.MA.IN","1590","1625","1658","1694","1735","1776","1815","1851","1893","1945","2013","2098","2185","2266","2341","2409","2471","2525","2568","2603","2631","2648","2661","2664","2659","2662","2662","2665","2677","2695","2718","2762","2825","2902","2994","3095","3211","3343","3491","3659","3844","3980","4084","4181","4237","4281","4316","4342","4373","4412","4462","4514","4568","4634","4709","4789","4879","4976","5085","5211","5348","5494","5666","5871",
"Greenland","GRL","Population ages 65 and above, male","SP.POP.65UP.MA.IN","263","283","309","333","356","384","411","435","458","480","503","526","557","586","614","634","654","675","697","726","752","773","785","799","809","821","833","849","869","895","921","943","975","1012","1052","1095","1142","1187","1225","1259","1299","1344","1386","1428","1478","1545","1633","1720","1801","1884","1991","2080","2155","2213","2275","2342","2419","2489","2547","2620","2730","2892","3065","3263",
"Guatemala","GTM","Population ages 65 and above, male","SP.POP.65UP.MA.IN","51012","52854","54779","56650","58409","60120","61763","63276","64680","66048","67481","69071","70849","72872","75332","78205","81084","84084","87376","90754","94190","97655","102259","108030","113429","118477","123846","129781","136270","143070","149854","156716","163756","170842","176420","180598","185050","189849","195009","200650","207100","213953","220947","228126","235571","243235","250937","258512","265860","272911","279641","286350","293282","300918","309169","317686","326758","336799","348065","360473","371209","377065","379756","383719",
"Guam","GUM","Population ages 65 and above, male","SP.POP.65UP.MA.IN","447","481","513","546","580","610","635","651","654","646","648","674","715","767","833","911","998","1089","1181","1276","1368","1444","1514","1587","1677","1787","1897","2010","2135","2302","2513","2733","2934","3105","3255","3389","3511","3615","3709","3804","3920","4058","4197","4335","4465","4581","4672","4735","4795","4874","5062","5377","5721","6083","6453","6810","7144","7469","7789","8107","8386","8658","9006","9410",
"Guyana","GUY","Population ages 65 and above, male","SP.POP.65UP.MA.IN","7786","8058","8300","8572","8878","9216","9578","9954","10327","10682","11010","11272","11475","11675","11889","12128","12396","12674","12937","13158","13315","13416","13475","13514","13553","13605","13667","13725","13760","13744","13663","13595","13552","13486","13433","13361","13264","13162","13087","13059","13070","13119","13198","13367","13615","13854","14092","14346","14621","14927","15287","15720","16237","16753","17252","17783","18323","18873","19792","20564","21026","21503","21882","22621",
"High income","HIC","Population ages 65 and above, male","SP.POP.65UP.MA.IN","30717067","31332424","31936251","32535353","33220614","33966945","34742633","35604203","36430138","37191543","38008475","38924917","39850946","40805544","41780554","42775348","43761189","44787395","45797062","46714269","47325876","47588596","47656339","47637544","47869712","48539859","49433252","50377926","51495498","52713223","53923532","55386755","57025475","58699163","60398750","62076709","63631550","65047274","66357207","67575364","68835709","70315093","71881656","73421218","75017710","76694076","78357063","79864965","81332575","82812960","84196123","85842538","88333487","91126186","93971562","96604865","99274863","101947205","104485180","107125010","109829223","111963369","114254957","117247654",
"Hong Kong SAR, China","HKG","Population ages 65 and above, male","SP.POP.65UP.MA.IN","24685","26445","28635","30981","33567","37012","40217","44116","47961","51716","56369","60929","65317","70936","77602","84381","91662","99501","107717","120395","131038","141172","148997","156263","163244","171793","181274","190563","199323","208164","216523","226742","236690","248750","263119","279121","302305","312592","323740","335883","347386","358750","369048","376718","387554","396573","405404","413713","421378","429429","441136","453987","471058","487775","509571","535427","559990","584038","609472","637443","661017","683567","706868","756356",
"Honduras","HND","Population ages 65 and above, male","SP.POP.65UP.MA.IN","31538","32174","32926","33744","34527","35254","35958","36628","37283","37957","38661","39384","40113","40823","41559","43363","46189","48993","51718","54261","56606","58757","60736","62688","64827","67258","69983","72986","74677","74991","75443","76034","76709","77502","78525","79837","81423","83282","85242","87318","89580","91974","94596","97372","100141","102953","105913","109057","112448","116215","120452","125181","130601","136797","143582","151017","158992","167204","175620","184212","191904","197864","203386","210978",
"Heavily indebted poor countries (HIPC)","HPC","Population ages 65 and above, male","SP.POP.65UP.MA.IN","2243450","2286330","2335377","2387152","2442807","2502777","2566732","2636240","2711483","2789425","2868183","2946274","3023806","3106391","3195745","3289592","3388393","3487916","3594487","3704865","3792684","3866801","3957024","4054172","4152024","4256232","4364294","4486729","4604774","4714958","4826781","4946099","5078131","5210795","5332989","5450293","5577980","5712686","5852209","5996595","6145399","6298470","6465492","6638868","6808073","6983899","7169803","7356924","7553711","7771944","8001720","8244375","8497491","8745376","8996441","9269407","9569433","9891316","10230609","10585471","10900195","11142546","11375343","11674405",
"Croatia","HRV","Population ages 65 and above, male","SP.POP.65UP.MA.IN","121083","124011","127788","132331","137606","143529","149902","156208","162286","168315","174230","180242","186423","192639","198663","204303","209488","213830","216759","217002","213416","206806","199260","192540","188841","188772","190635","193101","195869","199299","203667","204619","205930","214579","224991","233324","240157","247205","254655","260656","264363","261079","268577","274803","280536","286361","291364","295721","298768","299891","299337","300727","305460","311245","318111","324385","330668","335674","342113","350285","358626","350804","355548","363250",
"Haiti","HTI","Population ages 65 and above, male","SP.POP.65UP.MA.IN","53633","55027","56694","58559","60629","62912","65354","67959","70670","73391","76094","78750","81313","83789","86214","88586","90896","93142","95292","97298","99166","100916","102535","104038","105451","106765","107987","109164","110324","111417","112449","113448","114424","115498","116815","118451","120391","122601","125119","128026","131283","134843","138746","142952","147184","151394","155680","160024","164476","169032","171653","174153","178355","181915","185428","189655","194305","199340","204809","210633","216191","221052","225782","231271",
"Hungary","HUN","Population ages 65 and above, male","SP.POP.65UP.MA.IN","376508","386037","395819","407425","421905","436089","450647","465529","478073","487927","496274","504716","515143","526938","539184","550988","561087","570894","578889","584054","579792","562695","541564","520009","508640","510063","515240","521999","529628","530770","531160","537309","541320","544355","548369","553818","558452","561856","565564","568129","570055","570755","570086","569942","570988","573799","578013","583630","589996","597884","604102","612730","624508","637806","652410","667709","682263","694519","708604","729330","749184","758874","739117","726812",
"IBRD only","IBD","Population ages 65 and above, male","SP.POP.65UP.MA.IN","32083981","32385672","33035764","33877796","34738297","35685808","36752007","37904306","39154006","40457749","41761661","43147470","44636345","46195513","47858572","49575762","51291019","53010166","54773899","56539873","58106674","59434334","60671242","61924627","63286051","64781293","66429122","68207298","70174616","72411927","74807596","77329635","80117989","83183494","86312120","89468093","92653130","95883800","99219091","102544680","105853600","109241644","112763105","116296693","119619867","122793594","125903130","128704440","131193223","133719744","136488397","139913702","144107896","148883174","154470659","160980420","167947300","175467937","183453168","191637801","199540210","206066680","212107540","219689164",
"IDA & IBRD total","IBT","Population ages 65 and above, male","SP.POP.65UP.MA.IN","38376129","38780519","39548746","40521377","41525836","42630137","43866381","45202134","46648334","48157852","49670418","51216805","52873137","54663118","56569354","58533568","60509480","62507501","64565858","66637308","68494393","70103456","71636515","73185880","74843326","76651741","78624094","80740268","83035476","85595072","88328676","91204902","94358169","97790466","101276638","104785872","108335802","111942260","115674300","119430157","123192330","127037913","131027891","135032544","138825511","142473917","146072069","149369254","152359803","155418209","158765901","162806161","167616208","172965866","179116363","186250699","193922830","202233210","211105116","220248222","229045349","236377186","243283013","251886982",
"IDA total","IDA","Population ages 65 and above, male","SP.POP.65UP.MA.IN","6292148","6394847","6512982","6643581","6787539","6944329","7114374","7297828","7494328","7700103","7908757","8069335","8236792","8467605","8710782","8957806","9218461","9497335","9791959","10097435","10387719","10669122","10965273","11261253","11557275","11870448","12194972","12532970","12860860","13183145","13521080","13875267","14240180","14606972","14964518","15317779","15682672","16058460","16455209","16885477","17338730","17796269","18264786","18735851","19205644","19680323","20168939","20664814","21166580","21698465","22277504","22892459","23508312","24082692","24645704","25270279","25975530","26765273","27651948","28610421","29505139","30310506","31175473","32197818",
"IDA blend","IDB","Population ages 65 and above, male","SP.POP.65UP.MA.IN","2216990","2245156","2277474","2313846","2352340","2393141","2437429","2483448","2532078","2585270","2642566","2697806","2755502","2822266","2893612","2970220","3052474","3140007","3232943","3331928","3438076","3548965","3657331","3757625","3856756","3966423","4083660","4202394","4322826","4447200","4575721","4709567","4840774","4975282","5114117","5249574","5384722","5516310","5647655","5782982","5933333","6090260","6238922","6387059","6541748","6698490","6861152","7032331","7211615","7399081","7600329","7806888","8001649","8178998","8342059","8505242","8682457","8888188","9126462","9388601","9636501","9854696","10110326","10444630",
"Indonesia","IDN","Population ages 65 and above, male","SP.POP.65UP.MA.IN","970689","1028399","1089370","1153550","1221086","1279541","1338731","1412616","1491422","1572841","1653886","1733550","1814868","1899329","1986073","2074428","2163487","2252201","2339394","2424196","2505791","2583921","2660142","2735832","2812937","2894225","2980347","3071971","3169193","3273341","3387349","3511420","3644727","3784603","3929062","4077420","4227652","4379306","4533719","4689945","4848950","5011186","5176522","5342084","5499657","5651257","5797676","5937194","6069773","6194048","6314075","6434602","6552161","6665930","6788091","6926504","7084855","7268495","7481013","7722886","7928324","8058285","8196389","8470414",
"IDA only","IDX","Population ages 65 and above, male","SP.POP.65UP.MA.IN","4075158","4149691","4235508","4329735","4435199","4551188","4676945","4814380","4962250","5114833","5266191","5371529","5481290","5645339","5817170","5987586","6165987","6357328","6559016","6765507","6949643","7120157","7307942","7503628","7700519","7904025","8111312","8330576","8538034","8735945","8945359","9165700","9399406","9631690","9850401","10068205","10297950","10542150","10807554","11102495","11405397","11706009","12025864","12348792","12663896","12981833","13307787","13632483","13954965","14299384","14677175","15085571","15506663","15903694","16303645","16765037","17293073","17877085","18525486","19221820","19868638","20455810","21065147","21753188",
