"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Population ages 15-64, female","SP.POP.1564.FE.IN","560182","570363","583962","600228","617659","636107","655660","675914","697140","719531","742788","768270","796940","827924","860909","895476","929490","962212","994694","1020964","1038725","1053653","1067286","1079404","1090184","1099880","1108946","1117402","1122386","1150889","1185259","1199086","1178588","1135201","1105811","1090202","1086109","1082288","1079969","1079678","1079916","1079651","1079995","1082115","1085683","1091091","1098314","1107174","1116168","1122921","1126179","1125630","1122113","1116432","1109177","1100080","1089162","1077152","1064844","1052439","1041057","1029653","1018361","1008398",
"American Samoa","ASM","Population ages 15-64, female","SP.POP.1564.FE.IN","4813","4964","5151","5336","5519","5712","5894","6064","6250","6462","6685","6914","7144","7373","7592","7806","8028","8263","8505","8755","9057","9413","9792","10198","10627","11075","11538","12007","12477","12949","13340","13630","13901","14176","14459","14751","15049","15350","15647","15940","16158","16267","16340","16401","16462","16540","16626","16708","16775","16803","16827","16849","16823","16751","16634","16478","16285","16065","15827","15562","15282","14992","14740","14548",
"Antigua and Barbuda","ATG","Population ages 15-64, female","SP.POP.1564.FE.IN","16307","16537","16691","16830","16920","16990","17090","17212","17360","17548","17798","18035","18195","18335","18503","18726","19003","19323","19659","19997","20328","20641","20942","21230","21359","21269","21101","20903","20672","20409","20139","20228","20767","21400","22041","22699","23371","24069","24767","25433","26050","26611","27126","27605","28081","28607","29161","29720","30302","30885","31438","31937","32390","32782","33114","33435","33711","33922","34112","34275","34402","34508","34595","34680",
"Australia","AUS","Population ages 15-64, female","SP.POP.1564.FE.IN","3068980","3128611","3214948","3287615","3361360","3438427","3530699","3591160","3671705","3762947","3850117","3995447","4080819","4157448","4283875","4359774","4428092","4503353","4579513","4649919","4723756","4811154","4906794","4988192","5065233","5151034","5245703","5346427","5450330","5553313","5640651","5712243","5773372","5821589","5876784","5945493","6026037","6103441","6177196","6258635","6344543","6438666","6523867","6610534","6691074","6781065","6878641","7007173","7148348","7293012","7399206","7487936","7597234","7706965","7805282","7901229","8006693","8120074","8221071","8320046","8396214","8379874","8463158","8643548",
"Austria","AUT","Population ages 15-64, female","SP.POP.1564.FE.IN","2477167","2464465","2458271","2455319","2449209","2441056","2434127","2428842","2421099","2411916","2407438","2409472","2416886","2426533","2430497","2427907","2432662","2445260","2456714","2468159","2486918","2517235","2546254","2570723","2591242","2598557","2597321","2591854","2585070","2585826","2595285","2611611","2633223","2648889","2653231","2654008","2658826","2666682","2675326","2687394","2701492","2719294","2740289","2761174","2776626","2784110","2788561","2795224","2805534","2813219","2823917","2837987","2847805","2857388","2871343","2892281","2912519","2924993","2932415","2938087","2941034","2940645","2951856","2962523",
"Azerbaijan","AZE","Population ages 15-64, female","SP.POP.1564.FE.IN","1151206","1161183","1167843","1181692","1205735","1231256","1259592","1288721","1320044","1355124","1392860","1435490","1481949","1531192","1583703","1638001","1695848","1756886","1817289","1873258","1925477","1979266","2028982","2075242","2118931","2156514","2190582","2222333","2247457","2265466","2283777","2308176","2338384","2369040","2402850","2442732","2486457","2534961","2588461","2640034","2687745","2735466","2783079","2831658","2883291","2939585","2999379","3059910","3149754","3238773","3295547","3347865","3391681","3426764","3455737","3480533","3502527","3523450","3544137","3563632","3582733","3598873","3597430","3581970",
"Burundi","BDI","Population ages 15-64, female","SP.POP.1564.FE.IN","750577","768345","786104","798444","820228","844078","866118","889312","910258","927954","945670","967467","956866","946761","973156","996920","1016289","1041661","1072666","1095260","1149838","1201888","1221785","1246347","1266370","1281756","1292030","1312834","1333576","1348791","1367987","1389375","1428276","1324967","1328993","1470661","1456209","1445792","1489636","1546721","1593587","1651290","1715250","1786688","1873618","1957853","2036283","2116365","2212631","2336116","2444477","2518071","2591890","2667754","2740566","2766047","2771725","2819520","2912702","3031390","3141387","3252401","3372949","3504315",
"Belgium","BEL","Population ages 15-64, female","SP.POP.1564.FE.IN","2978185","2975080","2976868","2990653","3008582","3023904","3033010","3040128","3046944","3053297","3054632","3059660","3073001","3087267","3106019","3126692","3145985","3162384","3176406","3191753","3211099","3232753","3257115","3282844","3302087","3309403","3309954","3310185","3314470","3317260","3315361","3314751","3317191","3321698","3325107","3325010","3324323","3325647","3327657","3332170","3337937","3348532","3364621","3380630","3396845","3419842","3452076","3487371","3518503","3543870","3570510","3606627","3615390","3619526","3622350","3631562","3639422","3641945","3646250","3653939","3660897","3667961","3688959","3721173",
"Benin","BEN","Population ages 15-64, female","SP.POP.1564.FE.IN","742120","750528","758701","766277","772381","779003","787572","796867","806961","817763","829258","841600","854942","869387","885014","902010","920732","941235","963366","987036","1012100","1038478","1066080","1095002","1125337","1157048","1190267","1225119","1261396","1299335","1339129","1380571","1423599","1501868","1563530","1583620","1620441","1668700","1722889","1780096","1839477","1900625","1963319","2027662","2093377","2167926","2240197","2305784","2377450","2454442","2534247","2614186","2694937","2776814","2862479","2951089","3041061","3133905","3230146","3329748","3431559","3535679","3642015","3749960",
"Burkina Faso","BFA","Population ages 15-64, female","SP.POP.1564.FE.IN","1344079","1366971","1389115","1408508","1425880","1444234","1463660","1483947","1505330","1527544","1550755","1574250","1598213","1623474","1650636","1679894","1711366","1746129","1783478","1822638","1864110","1907104","1951577","1998815","2048178","2098160","2147441","2196197","2246128","2298113","2352845","2408201","2465365","2527560","2594937","2666707","2740689","2817611","2903322","2998472","3099753","3206660","3317593","3431033","3546717","3664324","3781715","3896171","4008191","4121844","4239249","4362605","4494302","4631616","4775262","4926335","5084099","5247485","5414578","5586839","5768380","5958706","6153394","6354332",
"Bangladesh","BGD","Population ages 15-64, female","SP.POP.1564.FE.IN","13040137","13379567","13729126","14070773","14405360","14760308","15138107","15536779","15952191","16356828","16715061","16985930","17283549","17677304","18090559","18557736","19064442","19576593","20095918","20604661","21121613","21676400","22280285","22931349","23616029","24318546","25030236","25761417","26517911","27283086","28070963","28858771","29671463","30539294","31446104","32377811","33313491","34291297","35311516","36347936","37392046","38433647","39461797","40463774","41460855","42436551","43301836","44109184","44864180","45654214","46598098","47605666","48673453","49799736","50936554","52044668","53158368","54272938","55324144","56318940","57294569","58225594","59090924","59912008",
"Bulgaria","BGR","Population ages 15-64, female","SP.POP.1564.FE.IN","2644917","2674455","2704919","2734897","2763622","2787247","2806236","2824469","2842464","2858123","2869707","2879477","2887943","2895661","2903646","2906049","2908957","2916365","2913267","2912012","2922499","2934262","2947141","2963432","2979890","2983801","2981362","2981623","2982498","2948534","2898866","2876062","2853493","2840139","2842164","2842702","2840737","2836232","2829220","2820527","2810609","2759866","2705853","2690037","2674211","2655644","2632495","2605054","2575219","2543617","2507739","2468726","2429783","2391732","2356212","2322851","2291079","2259963","2228549","2198604","2174017","2150132","2021440","2013022",
"Bahrain","BHR","Population ages 15-64, female","SP.POP.1564.FE.IN","36403","37426","38449","39479","40550","41622","42711","43920","45289","46827","48528","50666","53378","56401","59623","63022","66567","70231","73994","77826","81677","85548","89512","93595","97790","102110","106540","111007","115423","119737","123953","128425","133403","138782","144501","150537","156952","163758","170781","177783","184601","191211","197702","206985","222145","240543","259251","278203","297375","316695","325430","323181","325184","337108","354705","367622","375551","383624","390955","393418","388120","384885","388892","394444",
"Bahamas, The","BHS","Population ages 15-64, female","SP.POP.1564.FE.IN","32801","34030","35346","36744","38196","39721","41303","42894","44526","46250","48054","49802","51436","53046","54734","56559","58534","60649","62842","65035","67169","69212","71236","73286","75235","77156","79183","81245","83324","85488","87589","89675","91850","93897","95832","97836","99898","101956","104059","106141","108340","110567","112627","114633","116646","118688","120766","122935","125168","127341","129932","132804","135334","137689","139985","142228","144453","146646","148687","150470","151785","152912","154312","155805",
"Bosnia and Herzegovina","BIH","Population ages 15-64, female","SP.POP.1564.FE.IN","986400","1001107","1017240","1035148","1054679","1075668","1097931","1121321","1145554","1169916","1193649","1216118","1237121","1257176","1277000","1296872","1316871","1336787","1356619","1376605","1396799","1417045","1437146","1456742","1474908","1491063","1505353","1517549","1527244","1534522","1539667","1542263","1450435","1320557","1252140","1252141","1325127","1389573","1421894","1441534","1456607","1466963","1471568","1467829","1452153","1434051","1422437","1405579","1382344","1358253","1335057","1312658","1289569","1268322","1248228","1226146","1203736","1180746","1156720","1132706","1108949","1085530","1069120","1059154",
"Belarus","BLR","Population ages 15-64, female","SP.POP.1564.FE.IN","2897298","2890576","2893148","2905258","2924187","2945126","2967152","2992613","3021768","3054200","3087866","3122099","3158015","3193556","3225314","3252494","3277995","3305770","3335129","3361141","3386718","3417294","3448369","3476600","3501207","3522852","3540099","3550014","3539877","3527858","3514482","3499497","3494271","3494105","3487161","3478158","3474999","3475807","3482420","3492617","3498918","3500140","3496169","3488496","3480705","3472651","3467433","3469013","3474087","3478868","3479233","3469273","3449228","3424335","3399970","3380169","3360256","3335457","3308869","3281890","3251062","3211775","3173278","3139650",
"Belize","BLZ","Population ages 15-64, female","SP.POP.1564.FE.IN","23785","24077","24339","24633","24975","25353","25778","26261","26805","27415","28024","28577","29082","29541","29963","30559","31371","32227","33101","33990","35000","36186","37410","38554","39601","40614","41698","42855","44046","45262","46512","47701","48949","50360","51903","53731","55964","58586","61431","64295","67076","69804","72579","75449","78399","81431","84573","87843","91221","94705","98179","101575","104965","108374","111798","115199","118550","121822","125017","128156","131001","133578","136113","138626",
"Bermuda","BMU","Population ages 15-64, female","SP.POP.1564.FE.IN","13175","13489","13878","14281","14700","15101","15409","15756","16115","16484","16890","16935","17039","17159","17282","17388","17667","17931","18191","18448","18906","19151","19387","19649","19912","20164","20417","20648","20866","21065","21248","21133","20958","21045","21163","21300","21436","21568","21722","21832","22022","22258","22406","22550","22693","22863","23065","23267","23419","23521","23269","22952","22900","22823","22754","22710","22361","21946","21762","21564","21343","21093","20850","20625",
"Bolivia","BOL","Population ages 15-64, female","SP.POP.1564.FE.IN","1028258","1051173","1074706","1098120","1121132","1144548","1168732","1193489","1218913","1245107","1272052","1299863","1328663","1358742","1389938","1421850","1454426","1487627","1521499","1556005","1591024","1626495","1662605","1699559","1737233","1775501","1814539","1854500","1895460","1937320","1979857","2023188","2067365","2107147","2142632","2179332","2217695","2257936","2300289","2345307","2393146","2447439","2508323","2571834","2637364","2704596","2773306","2842797","2912587","2982432","3052236","3122434","3192987","3264449","3337490","3410825","3483612","3556114","3628433","3700465","3771200","3840539","3910645","3983680",
"Brazil","BRA","Population ages 15-64, female","SP.POP.1564.FE.IN","19422526","19964413","20539995","21151375","21809871","22505050","23216591","23947099","24700209","25477960","26283759","27115091","27973502","28861421","29775279","30713105","31674193","32662513","33675201","34700181","35729978","36754970","37769613","38777728","39785937","40802731","41827711","42859206","43903069","44956268","46023415","47104079","48198778","49316398","50457836","51620342","52798926","53990582","55186801","56378020","57564654","58739758","59891995","61008965","62091207","63140791","64155113","65139030","66101591","67053113","68006673","68953649","69871335","70752617","71570121","72315803","73023834","73688849","74286342","74838172","75332317","75720501","76025305","76319909",
"Barbados","BRB","Population ages 15-64, female","SP.POP.1564.FE.IN","70266","70038","69498","69028","68560","68165","67909","67735","67686","67861","68324","69113","70192","71421","72708","74035","75377","76668","77865","78946","79984","80972","81816","82525","83126","83670","84205","84752","85298","85809","86300","86936","87662","88289","88814","89258","89698","90152","90605","91043","91441","91995","92660","93304","94034","94836","95653","96400","96954","97293","97578","97881","98123","98301","98417","98509","98612","98629","98514","98302","97972","97536","97091","96741",
"Brunei Darussalam","BRN","Population ages 15-64, female","SP.POP.1564.FE.IN","19578","20220","20919","21735","22685","23773","24997","26342","27790","29319","30900","32462","33981","35553","37264","39105","41024","42980","44940","46880","48797","50734","52836","55139","57555","60071","62665","65278","67879","70471","73053","75487","77659","79784","82055","84485","87136","90050","93203","96515","99926","103402","106906","110403","113846","117203","120474","123689","126884","130066","133219","135974","138235","140319","142334","144305","146141","147831","149378","150750","152011","153226","154399","155504",
"Bhutan","BTN","Population ages 15-64, female","SP.POP.1564.FE.IN","59872","61601","63472","65356","67221","69073","70897","72810","74821","76934","79145","81440","83814","86278","88835","91495","94267","97159","100181","103304","106503","109788","113154","116631","120235","123956","127804","131782","135875","140089","144149","147041","142032","136259","137215","139855","143642","147485","151778","156240","160583","165179","170103","175441","181256","187106","192432","197364","202097","206596","210867","214913","218720","222335","225895","229502","233169","237477","242359","247106","251613","255821","259741","263449",
"Botswana","BWA","Population ages 15-64, female","SP.POP.1564.FE.IN","137596","139615","141754","144013","146795","149138","150588","152052","153606","155357","157574","161233","167388","175648","184860","194545","204689","215294","226390","237952","249789","261383","272135","282478","293129","304192","315640","327482","339836","352840","366522","380829","395824","411370","427211","443258","459410","475456","491182","506561","521651","536439","550750","564596","578232","591873","605622","619784","634618","649894","665188","679858","693698","707622","722074","737088","753124","769986","786625","802787","819066","834711","850764","868035",
"Central African Republic","CAF","Population ages 15-64, female","SP.POP.1564.FE.IN","477242","484218","491395","498708","506982","516493","526547","537024","547911","559066","569733","579280","588007","596666","605789","615468","622332","626121","629956","633881","637969","642325","647044","652160","657497","662782","667942","673020","680760","696365","717266","739021","762632","787981","814476","838829","863028","889959","917776","946871","977225","1002890","1029001","1056490","1080261","1105901","1127294","1146079","1168596","1192683","1215196","1226559","1224076","1217161","1197773","1190588","1211541","1234613","1259061","1289688","1327520","1355930","1387145","1435464",
"Canada","CAN","Population ages 15-64, female","SP.POP.1564.FE.IN","5189981","5287418","5391274","5508334","5639333","5777704","5931666","6093502","6251673","6399560","6557032","6823693","6977490","7142939","7323437","7508998","7681809","7841383","7985374","8123674","8276184","8411799","8533191","8630503","8718424","8799264","8881255","8984612","9087394","9240554","9362204","9454987","9550522","9648920","9756623","9866748","9981044","10092569","10195126","10304416","10428295","10569731","10714911","10841769","10974587","11111063","11250379","11375176","11502464","11630674","11748486","11831237","11903009","11960897","12012862","12035472","12104438","12186457","12300961","12418384","12484936","12481605","12638400","12944699",
"Central Europe and the Baltics","CEB","Population ages 15-64, female","SP.POP.1564.FE.IN","30251233","30444295","30715656","31052825","31416196","31737443","32080668","32505657","32903476","33256704","33549062","33804752","34070512","34290515","34461814","34601572","34710460","34785145","34847223","34901315","35012202","35219192","35537487","35930373","36229976","36403445","36538341","36653311","36753032","36811549","36861619","36866082","36865547","36972443","37103167","37187274","37241378","37312753","37405530","37516438","37460032","37332368","37233192","37247845","37257467","37236011","37190437","37070161","36916499","36777844","36555793","36338302","36064701","35767975","35441909","35086978","34701176","34298799","33912184","33552472","33201761","32747256","32444096","32507919",
"Switzerland","CHE","Population ages 15-64, female","SP.POP.1564.FE.IN","1802257","1833010","1871241","1906462","1932461","1946747","1958167","1975343","1996375","2016559","2024014","2027862","2044493","2063188","2077814","2079882","2071692","2070308","2078630","2093075","2113121","2137753","2163067","2183795","2200658","2214776","2227274","2241273","2255841","2269793","2286658","2311578","2333637","2348259","2361792","2373994","2381406","2384620","2390048","2399934","2413566","2434387","2460072","2483612","2504945","2524019","2541355","2563596","2593885","2622911","2644508","2666108","2686616","2709351","2734311","2757748","2778205","2793280","2803873","2814107","2826468","2837277","2846129","2856126",
"Channel Islands","CHI","Population ages 15-64, female","SP.POP.1564.FE.IN","36245","36416","36701","37050","37417","37753","38074","38407","38728","38991","39212","39460","39834","40332","40896","41505","41974","42241","42498","42822","43195","43701","44369","45051","45694","46293","46875","47489","48099","48665","49174","49458","49496","49490","49483","49503","49584","49740","49938","50158","50381","50614","50921","51287","51699","52163","52682","53218","53697","54128","54527","54665","54654","54837","55036","55316","55690","56049","56720","57553","58230","58791","59208","59484",
"Chile","CHL","Population ages 15-64, female","SP.POP.1564.FE.IN","2305877","2351691","2400055","2450838","2503324","2557424","2612932","2669209","2726543","2785448","2846695","2910915","2977244","3045305","3115418","3187191","3259955","3333525","3408073","3483315","3558723","3633622","3708220","3782728","3856788","3930241","4003462","4076933","4150150","4221966","4292381","4361895","4430728","4499338","4568349","4638157","4709089","4781464","4855420","4931196","5008743","5087965","5169128","5252143","5336971","5423567","5510832","5596198","5678762","5758815","5834627","5905395","5970879","6031118","6089968","6146968","6214953","6314423","6433627","6551130","6634219","6688141","6704913","6683038",
"China","CHN","Population ages 15-64, female","SP.POP.1564.FE.IN","179910412","179641721","181269318","183917210","186557791","190487230","195813468","201724923","207863542","213950510","220523564","227114064","233702307","239983060","244686514","248475335","252065398","257520558","266561334","276090992","284557067","292797951","300748829","309374001","318609541","327651740","336479736","344697300","352546918","359575604","365161397","370434063","375735351","380696029","386089785","391923240","398209636","405247114","411849643","417753377","423784313","430304365","437586895","444797996","451806947","459057607","464946649","468968141","472271792","474928413","477027683","478936351","480702639","481775163","482220739","482073851","481509122","480260040","478485792","476860222","475157959","473757123","472151767","470574300",
"Cote d'Ivoire","CIV","Population ages 15-64, female","SP.POP.1564.FE.IN","971127","1003238","1036887","1070890","1106345","1144221","1183608","1224527","1267164","1312651","1362557","1417533","1477156","1540285","1606194","1675063","1752585","1836111","1916782","1993443","2065883","2134845","2201120","2265456","2328159","2390038","2452573","2528928","2648788","2785164","2910726","3044335","3188185","3339845","3496759","3657653","3820415","3982469","4134356","4259980","4361862","4452412","4546020","4653824","4771776","4895212","5021988","5152048","5285136","5421212","5561921","5688392","5804775","5932684","6094146","6288451","6487530","6691474","6902315","7119590","7343360","7570214","7805850","8055133",
"Cameroon","CMR","Population ages 15-64, female","SP.POP.1564.FE.IN","1507564","1533751","1560977","1588212","1613666","1639713","1667913","1697253","1728023","1760520","1794829","1831042","1869378","1909873","1952481","1997314","2040232","2081085","2128476","2180253","2250160","2331373","2369518","2396109","2454870","2523850","2595872","2671010","2746670","2823518","2904999","2989321","3076503","3168525","3264601","3364242","3468617","3578159","3690887","3805138","3921797","4043200","4171592","4304038","4438324","4574011","4711389","4855996","5007577","5162447","5320360","5480145","5643599","5814353","6016480","6236523","6443382","6639697","6840394","7055317","7276693","7503302","7736769","7979578",
"Congo, Dem. Rep.","COD","Population ages 15-64, female","SP.POP.1564.FE.IN","4396726","4513586","4634302","4754815","4874365","4996967","5122700","5252960","5387755","5522504","5656673","5782980","5905637","6035872","6171044","6308877","6444899","6581484","6788349","7046558","7260901","7445935","7633678","7827969","8054182","8290725","8519722","8766504","9027200","9298146","9599249","9909268","10177035","10486306","11084379","11588015","11666823","11698931","11907372","12236805","12580066","12956237","13355013","13738532","14139359","14581372","15048600","15531220","16016597","16509800","17047688","17640209","18232454","18846345","19492839","20150118","20863539","21593544","22285490","22971288","23708670","24492868","25309647","26177786",
"Congo, Rep.","COG","Population ages 15-64, female","SP.POP.1564.FE.IN","290777","297220","303864","311050","318746","326700","335034","343700","352728","362151","371967","382209","392868","403956","415442","425951","435530","445561","456171","467545","479770","492710","505882","519078","534155","551042","568146","585666","603440","621979","641101","660533","679788","700525","721638","741758","762427","777929","795712","820490","862158","903893","925505","953733","991978","1033894","1078907","1123292","1161328","1212155","1266226","1303621","1333238","1357048","1382722","1410423","1441284","1475709","1512522","1551595","1593416","1637642","1684415","1734455",
"Colombia","COL","Population ages 15-64, female","SP.POP.1564.FE.IN","3977805","4086991","4201114","4319248","4444896","4580570","4722171","4869887","5025068","5186401","5354737","5526826","5704381","5891799","6085768","6284855","6486974","6698875","6923037","7153433","7391780","7633472","7876202","8123658","8370930","8610427","8844183","9076965","9312366","9552257","9797702","10042292","10288645","10544117","10808355","11076823","11346034","11620242","11896769","12173058","12449911","12729140","13011533","13294080","13576958","13858038","14137335","14414932","14684589","14949242","15211267","15464616","15704752","15932411","16146593","16352027","16575223","16883302","17267700","17633894","17924448","18149552","18269102","18300630",
"Comoros","COM","Population ages 15-64, female","SP.POP.1564.FE.IN","54122","54672","55196","55667","56120","56730","57508","58485","59699","61047","62521","64110","65804","67589","69462","71387","73389","75490","77656","79900","82220","84507","86619","88694","90921","93319","95895","98650","101576","104680","107848","110926","113823","116582","119420","122476","125761","129266","132971","136176","138866","141742","144787","148433","152520","156535","160605","164789","169193","173903","178903","184117","189460","194848","200225","205582","210956","215868","220251","224671","229531","234763","240006","245320",
"Cabo Verde","CPV","Population ages 15-64, female","SP.POP.1564.FE.IN","59478","59902","60681","61644","62752","64068","65614","67366","69324","71489","73728","75505","76645","77647","78767","79733","80544","81497","82638","83972","85496","86876","88025","89123","90116","91002","91811","92572","93312","94173","95393","97171","99554","102383","105511","108854","112382","116056","119836","123699","127256","130456","133608","136720","139826","142955","146124","149358","152645","155944","159747","163967","168015","171941","175803","179511","182945","186103","189060","191910","194711","197458","200121","202698",
"Costa Rica","CRI","Population ages 15-64, female","SP.POP.1564.FE.IN","339509","351103","363382","376390","390150","404388","419055","434403","450466","467290","484900","503357","522769","543198","564620","586923","609977","633640","657734","682052","706422","730696","754791","778312","801303","824037","846417","868519","890539","913156","937087","962683","990033","1018951","1049381","1081113","1113907","1147816","1182628","1217836","1252930","1287295","1320583","1353026","1384875","1416170","1446712","1476304","1504957","1532630","1559114","1584256","1608156","1630688","1651916","1672361","1691849","1709531","1725553","1740439","1753787","1765378","1776303","1787560",
"Caribbean small states","CSS","Population ages 15-64, female","SP.POP.1564.FE.IN","454846","461558","468008","474522","481055","487658","494380","501227","508516","516626","526223","537615","548844","559148","569562","580404","591719","603122","614208","624487","634899","646592","658603","669754","679661","688436","696311","703027","709129","714907","719745","725989","734564","742987","751373","761250","772211","783338","794618","805744","816675","827829","839234","851240","863408","875251","887412","899835","912124","924036","936196","948528","961386","974808","988417","1001714","1014086","1025940","1042463","1055677","1063378","1072221","1079350","1086676",
