"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Colombia","COL","Population ages 65 and above, female","SP.POP.65UP.FE.IN","271804","280704","290189","300078","310012","319761","329272","338519","347590","356709","366192","376203","386829","398424","411445","425932","441894","459375","477795","496200","514245","531895","548961","565760","583040","600607","619174","639465","660989","683859","707961","733183","759458","786675","814670","843407","873260","904594","937250","970686","1004893","1040031","1076212","1114014","1154179","1197340","1244829","1297096","1353566","1413840","1478003","1546886","1620468","1697710","1780711","1869786","1962432","2061916","2170200","2284866","2397042","2501582","2605831","2727598",
"Comoros","COM","Population ages 65 and above, female","SP.POP.65UP.FE.IN","3690","3761","3834","3909","3991","4077","4166","4257","4369","4512","4675","4860","5071","5301","5552","5816","6096","6394","6696","6988","7220","7399","7615","7854","8066","8244","8390","8511","8609","8691","8790","8959","9090","9154","9233","9320","9411","9512","9625","9846","10154","10423","10697","10940","11338","11947","12561","13132","13606","13954","14194","14386","14591","14866","15239","15706","16221","16843","17542","18184","18689","19030","19367","19855",
"Cabo Verde","CPV","Population ages 65 and above, female","SP.POP.65UP.FE.IN","6065","6228","6382","6551","6723","6899","7080","7266","7459","7661","7842","8003","8167","8327","8481","8628","8765","8886","8993","9087","9176","9252","9304","9339","9369","9400","9446","9517","9624","9761","9909","10080","10288","10523","10781","11057","11360","11695","12039","12375","12912","13666","14454","15271","16084","16865","17600","18296","18945","19532","19676","19426","19170","18957","18854","18800","18872","19160","19555","20009","20505","20999","21593","22408",
"Costa Rica","CRI","Population ages 65 and above, female","SP.POP.65UP.FE.IN","20928","21700","22487","23294","24155","25107","26127","27207","28378","29658","31012","32453","33988","35637","37435","39338","41364","43569","45933","48312","50688","53074","55526","58083","60721","63482","66384","69444","72697","76185","79884","83722","87710","91878","96143","100471","104894","109503","114180","118942","123945","129037","134317","139822","145434","151229","157281","163534","169988","176809","183976","191698","200030","208826","217918","227182","237006","247314","258054","269248","280810","291654","302015","314748",
"Caribbean small states","CSS","Population ages 65 and above, female","SP.POP.65UP.FE.IN","43482","44517","45858","47774","49458","50642","51774","53024","54313","55594","56831","57965","58978","59965","60986","62055","63167","64280","65343","66320","67123","67821","68526","69219","69916","70601","71311","72037","72777","73517","74151","74750","75308","75840","76561","77574","78785","80161","81721","83425","85327","87190","88864","90578","92182","93672","95321","97076","98960","101086","103341","105564","107949","110619","113390","116533","120148","124055","128537","133346","138398","143254","147999","153806",
"Cuba","CUB","Population ages 65 and above, female","SP.POP.65UP.FE.IN","146228","149284","152761","156881","162026","168279","175567","183934","193142","202817","212882","224374","237082","250050","263577","277736","292532","307833","323234","338344","352853","365416","376595","388222","400254","412293","423990","435219","446085","457008","468142","479094","489540","499454","509919","521166","532442","543900","555695","567827","580588","594719","610349","626954","644290","662490","680697","699337","718916","738446","758181","778330","799118","820034","839122","857689","876881","896801","918090","938607","957170","966845","976610","995094",
"Curacao","CUW","Population ages 65 and above, female","SP.POP.65UP.FE.IN","3703","3732","3800","3878","3953","4023","4071","4124","4190","4254","4323","4421","4481","4541","4686","4815","4918","4999","5020","5046","5084","5140","5243","5349","5460","5581","5676","5730","5745","5752","5791","5862","5967","6125","6310","6530","6807","7087","7241","7276","7262","7222","7380","7643","7885","8211","8584","8963","9323","9661","10095","10579","11001","11463","11993","12563","13145","13663","13143","12914","13442","13604","13801","14036",
"Cayman Islands","CYM","Population ages 65 and above, female","SP.POP.65UP.FE.IN","387","379","379","382","390","404","421","436","448","460","465","472","487","504","522","544","572","606","642","680","708","724","743","761","780","799","818","847","883","917","935","947","958","972","996","1025","1057","1094","1135","1174","1214","1253","1282","1307","1339","1369","1401","1432","1460","1497","1547","1608","1679","1754","1843","1964","2094","2227","2369","2515","2663","2815","2980","3158",
"Cyprus","CYP","Population ages 65 and above, female","SP.POP.65UP.FE.IN","17682","18290","19366","20602","21793","22878","23860","24782","25745","26822","28064","29477","31021","32222","33048","33883","34641","35257","35740","36113","36403","36646","36950","37421","37968","38507","39063","39654","40340","41133","42011","42942","43906","44754","45520","46380","47374","48523","49801","51174","52595","54005","55197","56296","57579","59028","60656","62489","64536","66779","69222","71715","74145","76627","79212","81839","84475","87120","89671","92174","94798","97497","100336","103376",
"Czechia","CZE","Population ages 65 and above, female","SP.POP.65UP.FE.IN","540739","556607","574778","593221","613569","634695","656053","677270","696691","713963","724571","734783","751702","769128","785405","801089","815884","828948","840680","849491","845458","827379","804359","779073","762244","761267","768469","778719","790931","801792","808038","813300","821218","828988","836046","843693","851624","858487","863574","866763","867402","865881","864690","864962","867883","875324","886879","903050","925309","948573","967896","993340","1027022","1058831","1088387","1117000","1145404","1174237","1201493","1227389","1250149","1244884","1277210","1310323",
"Germany","DEU","Population ages 65 and above, female","SP.POP.65UP.FE.IN","5015687","5168661","5331307","5491792","5653437","5817885","5983299","6137190","6275979","6429039","6563855","6700095","6873337","7048662","7213194","7336287","7435111","7559551","7699538","7828930","7899397","7845879","7702501","7534195","7434163","7471354","7573416","7656202","7723351","7798447","7877665","7943846","8006912","8065969","8108051","8153978","8190636","8198703","8195768","8245213","8367252","8519990","8683117","8852175","9053116","9274549","9468801","9583636","9634189","9668594","9643865","9418524","9429490","9474426","9561256","9709048","9848933","9946351","10048162","10166030","10271551","10362334","10537996","10758031",
"Djibouti","DJI","Population ages 65 and above, female","SP.POP.65UP.FE.IN","1120","1178","1244","1320","1407","1502","1600","1699","1803","1927","2071","2227","2401","2598","2828","3105","3435","3817","4229","4630","4991","5299","5556","5796","6073","6422","6856","7365","7915","8616","9615","10554","10565","10465","10764","10965","11310","11711","12136","12565","13005","13464","13944","14424","14905","15407","15948","16527","17137","17799","18522","19284","20089","20948","21856","22745","23552","24325","25113","25921","26686","27381","28093","28908",
"Dominica","DMA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","2040","2070","2089","2117","2155","2201","2257","2319","2388","2457","2501","2517","2528","2554","2598","2652","2715","2779","2842","2914","2997","3083","3161","3233","3292","3337","3383","3419","3451","3482","3524","3551","3536","3528","3537","3562","3604","3645","3693","3744","3806","3864","3901","3937","3968","3994","4037","4086","4125","4165","4213","4182","4063","4001","3812","3655","3655","3597","3582","3611","3662","3748","3851","3976",
"Denmark","DNK","Population ages 65 and above, female","SP.POP.65UP.FE.IN","261407","268791","276416","283840","291329","298604","305748","313425","321724","330383","339960","349550","358615","368121","377658","386425","394486","403238","412350","420347","426715","431808","436673","441448","445587","450942","457894","463031","466316","469120","471094","472277","472569","471454","469569","468105","466914","465482","463950","462317","461204","460868","460948","461698","463414","466219","469926","475986","485585","497318","510576","525420","540574","554198","566596","579315","591468","602254","612281","621521","630417","639743","651344","663102",
"Dominican Republic","DOM","Population ages 65 and above, female","SP.POP.65UP.FE.IN","42495","43784","45122","46503","47939","49433","50984","52597","54274","56021","58725","62853","67393","71737","75854","79774","83611","87468","91367","95350","97841","98952","100438","102335","104695","107562","110988","115007","119609","124759","130401","136446","142820","149492","158045","168230","178301","188331","198284","208144","217881","227677","236102","243091","249899","256376","262684","268842","274953","281202","288033","295775","304632","314768","325520","336729","348836","361988","376485","392733","410461","428747","448419","469970",
"Algeria","DZA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","183026","195748","215609","233802","247859","257880","261051","258925","256641","254088","251506","249273","247722","246808","246650","254223","271630","284192","289548","295564","302603","310778","320187","330798","342392","355113","369162","383391","397339","411500","425991","441347","457631","474309","491072","508478","541936","592980","632434","658201","684414","711023","737233","762045","785628","808356","830281","851825","872895","894834","917742","941950","969283","1000918","1038771","1083240","1132244","1184339","1240384","1301580","1360314","1421470","1491969","1565215",
"East Asia & Pacific (excluding high income)","EAP","Population ages 65 and above, female","SP.POP.65UP.FE.IN","19146963","18884524","18985515","19273840","19543803","19939094","20529453","21206857","21947818","22732977","23555364","24412300","25235395","26093690","27033015","27960130","28832094","29710978","30719001","31837281","32928220","33979450","35044793","36100865","37171393","38322427","39528317","40744399","42031635","43449451","44887283","46247606","47688255","49353714","51117619","52947551","54823712","56764163","58935325","61176866","63366735","65588903","67778453","69879672","71868447","73860437","75932126","77940456","79842121","81776690","83896495","86333317","89115044","92248756","95831419","100064488","104729524","109951446","115546533","121216468","127126658","132660031","138262173","143768401",
"Early-demographic dividend","EAR","Population ages 65 and above, female","SP.POP.65UP.FE.IN","16650285","17180813","17807829","18489223","19178512","19833332","20448833","21048431","21652939","22286166","22943103","23620689","24378019","25227948","26114245","27029186","27978914","28946374","29916643","30893852","31845203","32775203","33713618","34662689","35639239","36667834","37744210","38867333","40045473","41269450","42579115","43949294","45369456","46839637","48349815","49919177","51588904","53340714","55140442","56985734","58878942","60818605","62814098","64837550","66847213","68822448","70788231","72749406","74733893","76780833","78917417","81219655","83679146","86301918","89247729","92550762","96079361","99832211","103871715","108127892","112212556","115607397","118823786","123089302",
"East Asia & Pacific","EAS","Population ages 65 and above, female","SP.POP.65UP.FE.IN","23562053","23425368","23655348","24079594","24490137","25029416","25793223","26661613","27589685","28559416","29566067","30664323","31713166","32820822","34023072","35219578","36370884","37551923","38875883","40325977","41748402","43139307","44553614","45939843","47330173","48852226","50468460","52106168","53824997","55690931","57596510","59471888","61434309","63618878","65913250","68279329","70719579","73236437","75995229","78810190","81600337","84470982","87304013","90004729","92539898","95105535","97850991","100574891","103156976","105718100","108382808","111294430","114747625","118740367","123215640","128266628","133655398","139573956","145845494","152171944","158683036","164668613","170719583","176817236",
"Europe & Central Asia (excluding high income)","ECA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","4585440","4728228","4864754","5011970","5187140","5414749","5649461","5864901","6100615","6326659","6529284","6744298","6975435","7192432","7424639","7665169","7912098","8180261","8431856","8630508","8749774","8780045","8754038","8750732","8796222","8852017","8946448","9107206","9318934","9556372","9816828","10086179","10341869","10591356","10805292","10969468","11114320","11212249","11268441","11309245","11417243","11615593","11900209","12212807","12493774","12716716","12875889","12932546","12895471","12822129","12755832","12756237","12851089","13016530","13257223","13563078","13879356","14199089","14588870","15051555","15433297","15752447","15770478","16358794",
"Europe & Central Asia","ECS","Population ages 65 and above, female","SP.POP.65UP.FE.IN","34369661","35343672","36285183","37204748","38233910","39456898","40708051","41930670","43152182","44333781","45477486","46675464","47961067","49214782","50495104","51785106","53033424","54348917","55680008","56871773","57607814","57673150","57343348","56986758","56958254","57366912","58086564","58957030","59961305","61085290","62260642","63490815","64685474","65862122","66930684","67908928","68748462","69415882","69915589","70303853","70858617","71664573","72692976","73830553","75011878","76138746","77033881","77513858","77636798","77709867","77798919","78170023","79271299","80618837","82180913","83770677","85273985","86751968","88297301","89947814","91519935","92745191","93552441","95456180",
"Ecuador","ECU","Population ages 65 and above, female","SP.POP.65UP.FE.IN","118238","119610","120916","122207","123561","125012","126584","128304","130144","132037","133999","136036","138125","140386","143020","146104","149699","153846","158379","163018","167581","172027","176330","180642","185331","190737","197049","204372","212695","221912","231821","242143","252633","263120","273525","283856","294204","304686","315349","326224","337407","348980","360980","373538","386848","400967","415847","431517","448008","465240","483040","501205","520061","540863","563967","588392","613628","639948","668117","697836","723063","745759","774194","806404",
"Egypt, Arab Rep.","EGY","Population ages 65 and above, female","SP.POP.65UP.FE.IN","565442","589959","613947","638087","662969","688693","714848","741170","767399","793380","819315","845552","872310","899623","927387","955816","984916","1014046","1043101","1072590","1102698","1131775","1160297","1190578","1222034","1254137","1287060","1321531","1359017","1398282","1438541","1480306","1521891","1562741","1604455","1647831","1692493","1738287","1782608","1822872","1859228","1893350","1926057","1952942","1972032","1987002","2001125","2017148","2038507","2068836","2112103","2172775","2249100","2330252","2405918","2475781","2550760","2638022","2733523","2831370","2927545","3015872","3099396","3194343",
"Euro area","EMU","Population ages 65 and above, female","SP.POP.65UP.FE.IN","16406748","16850141","17295132","17698581","18123047","18601489","19095387","19575377","20028358","20476699","20928722","21391339","21888426","22386992","22873927","23344159","23779315","24233953","24719462","25176054","25444291","25424366","25251510","25022387","24927937","25193158","25679395","26170053","26659615","27152111","27643307","28136432","28596814","29046136","29471470","29917168","30349302","30729204","31075516","31449852","31899846","32384316","32881942","33342129","33851779","34417602","34908960","35275642","35601515","35936263","36202464","36381852","36910876","37554233","38242257","38859073","39420843","39938697","40464236","40970617","41494884","41966601","42678435","43562917",
"Eritrea","ERI","Population ages 65 and above, female","SP.POP.65UP.FE.IN","16029","16202","16390","16591","16811","17047","17292","17557","17837","18133","18451","18797","19167","19561","20001","20499","21046","21649","22298","22983","23697","24435","25213","26037","26905","27817","28779","29792","30860","31942","33039","31733","30351","31638","32960","34878","36711","37764","39022","40282","41531","43251","45196","47373","49579","51369","53058","54840","57054","59343","61593","63907","66142","68207","70116","71709","73109","74746","76680","78768","80907","82929","84831","87000",
"Spain","ESP","Population ages 65 and above, female","SP.POP.65UP.FE.IN","1473916","1521112","1560462","1587748","1612642","1660962","1716686","1765936","1820937","1869958","1926652","1983741","2036833","2089937","2131963","2181192","2241302","2300444","2361443","2422038","2483994","2540705","2594699","2647365","2699463","2758222","2823907","2898886","2978513","3057545","3136803","3214436","3292288","3372285","3454573","3540751","3625666","3709676","3794688","3870429","3941256","4026206","4104599","4148950","4169346","4214274","4272217","4316099","4377573","4451711","4531070","4608900","4679208","4759653","4845371","4911886","4972155","5040854","5114608","5196043","5266336","5328637","5459304","5645072",
"Estonia","EST","Population ages 65 and above, female","SP.POP.65UP.FE.IN","88690","90548","92220","94149","96748","99612","102070","104156","106541","108721","110825","113301","115824","117991","120075","122096","123633","125173","126445","127268","127528","126686","125108","123851","122849","121658","121646","122798","124142","125780","127381","128683","129666","130507","131338","132272","133595","135207","136163","138174","140769","142267","144460","146839","149095","151167","153431","155336","155690","155482","155288","155892","157661","159687","162019","164539","166769","169012","170880","172840","174957","176342","180009","184340",
"Ethiopia","ETH","Population ages 65 and above, female","SP.POP.65UP.FE.IN","367209","374138","381201","388620","397173","406786","416336","426999","439578","452446","465131","477852","489998","501615","512442","522319","533936","542999","550372","556642","557796","570131","590750","602330","610032","619316","629910","646150","667816","688640","708009","731696","755484","775172","795521","814305","833808","858392","885436","910638","936658","964973","993950","1024829","1057939","1093251","1130626","1170329","1213540","1262196","1316094","1374314","1436225","1499044","1561543","1626389","1695455","1767003","1840845","1917628","1991660","2057666","2120932","2193948",
"European Union","EUU","Population ages 65 and above, female","SP.POP.65UP.FE.IN","20335482","20911805","21493959","22040181","22618783","23262783","23932698","24592301","25215989","25823428","26425796","27037551","27702477","28373343","29034522","29684293","30287591","30913594","31560148","32154473","32495753","32465895","32242329","31933950","31824939","32163811","32752300","33367104","33989973","34597137","35200609","35799045","36357123","36924229","37475789","38053130","38607083","39095934","39545149","40016569","40530975","41078234","41634914","42176306","42767494","43410646","43973751","44396141","44783324","45212632","45566728","45882302","46593281","47439328","48350962","49196945","49990378","50740291","51494626","52235288","52972238","53573713","54041267","54900978",
"Fragile and conflict affected situations","FCS","Population ages 65 and above, female","SP.POP.65UP.FE.IN","5600384","5770333","5925486","6080582","6250460","6464744","6680986","6877606","7099288","7318569","7522626","7743380","7984641","8219660","8471961","8733906","9014439","9318191","9602150","9860423","10062064","10190341","10290862","10416197","10581633","10743144","10921340","11148039","11395976","11673535","11983770","12276860","12574829","12888430","13196820","13469927","13698304","13893098","14059030","14208594","14406081","14674376","15035458","15433814","15805513","16154464","16477682","16759039","16993987","17244149","17508614","17825057","18222786","18657043","19128340","19650777","20205910","20793523","21403580","22056423","22680330","23217600","23450023","24294881",
"Finland","FIN","Population ages 65 and above, female","SP.POP.65UP.FE.IN","203339","208244","212555","217870","224474","230405","236333","243116","249515","256641","264877","273391","283075","293531","304375","315495","326314","337383","347947","357407","365891","372840","379764","386843","391388","396722","404678","411849","418696","425096","430880","436621","441969","446755","452266","458401","463396","467299","470158","472814","476224","479992","484075","489094","496141","502353","510982","518637","523236","530917","542184","558589","577126","595614","613105","628885","642861","656457","669839","682817","695639","708072","720465","733277",
"Fiji","FJI","Population ages 65 and above, female","SP.POP.65UP.FE.IN","4060","4128","4228","4353","4506","4695","4957","5205","5401","5615","5831","6055","6288","6516","6742","6984","7232","7485","7758","8070","8400","8715","9027","9349","9695","10075","10504","10829","11007","11157","11286","11373","11450","11561","11693","11850","12079","12480","13012","13586","14183","14790","15399","16031","16723","17447","18199","18955","19619","20196","20811","21534","22325","23133","23939","24576","25121","25851","26736","27710","28792","29856","30938","32130",
"France","FRA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","3428713","3496189","3566565","3622856","3687533","3760060","3836780","3919576","3994788","4061539","4128820","4197059","4262530","4327068","4391134","4453478","4506723","4565295","4631564","4692547","4703986","4644430","4570586","4509668","4469811","4505455","4601200","4696370","4789977","4880372","4970886","5085990","5182014","5274105","5364995","5459513","5551478","5637559","5713850","5787453","5864378","5937906","6006245","6064401","6130952","6195463","6236927","6280839","6340393","6406116","6474221","6593901","6767531","6950943","7138319","7313830","7471914","7626446","7781487","7932610","8071243","8208450","8351347","8491985",
"Faroe Islands","FRO","Population ages 65 and above, female","SP.POP.65UP.FE.IN","1451","1488","1521","1553","1584","1616","1649","1681","1708","1732","1762","1793","1827","1866","1908","1953","2000","2047","2108","2181","2264","2357","2445","2537","2633","2726","2804","2880","2958","3026","3083","3135","3189","3230","3270","3316","3343","3375","3414","3436","3456","3474","3474","3478","3493","3503","3529","3588","3673","3751","3794","3837","3913","4011","4158","4313","4443","4552","4612","4670","4769","4843","4864","4890",
"Micronesia, Fed. Sts.","FSM","Population ages 65 and above, female","SP.POP.65UP.FE.IN","799","830","864","895","919","940","964","991","1017","1044","1072","1102","1132","1162","1194","1218","1235","1253","1282","1320","1357","1394","1436","1478","1524","1575","1625","1676","1727","1774","1819","1863","1940","2043","2124","2142","2111","2080","2047","2019","2031","2089","2148","2185","2195","2181","2151","2116","2080","2044","2026","2067","2158","2263","2397","2553","2706","2866","3046","3244","3467","3704","3930","4142",
"Gabon","GAB","Population ages 65 and above, female","SP.POP.65UP.FE.IN","21863","22132","22398","22663","22929","23196","23462","23729","24001","24282","24572","24856","25133","25408","25686","25971","26272","26585","26898","27221","27539","27851","28149","28439","28732","29028","29334","29641","29942","30237","30525","30804","31075","31347","31623","31890","32155","32424","32692","32963","33248","33550","33875","34230","34590","34944","35316","35726","36187","36713","37325","38034","38833","39668","40529","41492","42530","43602","44720","45879","47052","48127","49140","50315",
"United Kingdom","GBR","Population ages 65 and above, female","SP.POP.65UP.FE.IN","3773677","3838820","3903957","3964475","4031175","4109848","4183173","4259046","4332815","4402066","4476245","4554349","4629338","4698493","4764241","4828742","4887387","4945065","5008205","5067434","5115689","5140638","5135107","5116496","5129909","5190382","5261675","5319099","5359507","5385231","5407434","5426762","5437881","5439284","5441099","5445517","5444027","5437648","5425980","5412264","5406032","5410188","5418061","5426662","5442897","5464199","5486031","5521980","5576879","5649621","5734887","5844098","5982082","6118173","6241163","6349368","6443801","6534562","6625355","6726090","6811970","6870900","7033543","7186900",
"Georgia","GEO","Population ages 65 and above, female","SP.POP.65UP.FE.IN","158125","158032","158374","159484","161229","163732","168418","174600","180701","187318","193489","198771","203843","209263","215489","222005","228573","234874","241199","247710","252539","254985","256150","257731","260518","263994","267646","270820","275282","279556","284890","293841","304281","316221","320963","317426","312999","308971","306507","304402","303173","305258","311814","320799","329758","337445","342791","342486","336307","325029","316550","312522","312647","317096","322675","327562","332287","336585","340284","343927","348399","350019","352924","361615",
"Ghana","GHA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","96750","100685","108196","115208","121706","127480","132404","136760","140760","143953","145430","143620","140684","139369","139224","140280","142482","145944","150856","156985","156563","150786","150049","153189","157777","163882","171089","179007","187375","196789","207354","218525","230151","241954","253833","266274","279502","293322","307735","322511","336859","350535","363927","377029","389162","400145","410565","420361","428486","434864","440537","446246","452766","461106","472288","486252","502767","521785","543265","567914","594821","622817","652918","686932",
"Gibraltar","GIB","Population ages 65 and above, female","SP.POP.65UP.FE.IN","1168","1186","1204","1228","1251","1289","1329","1360","1376","1392","1420","1452","1487","1524","1572","1617","1659","1702","1735","1762","1794","1824","1850","1891","1943","2001","2060","2104","2143","2176","2201","2225","2246","2269","2308","2347","2356","2362","2400","2453","2496","2521","2548","2580","2618","2660","2677","2667","2652","2666","2745","2834","2891","2955","3043","3140","3218","3276","3329","3388","3452","3508","3564","3638",
"Guinea","GIN","Population ages 65 and above, female","SP.POP.65UP.FE.IN","78660","79145","79711","80405","81236","82199","83306","84571","86041","87644","89322","91085","92942","94880","96916","99142","101566","104174","106954","109859","112869","115976","119165","122442","125804","129266","132804","136394","139943","143340","147866","153186","157446","161587","165653","169359","173093","176310","179499","182831","185807","188266","190898","193943","196836","199563","202533","205919","209526","213256","217091","220976","224749","228279","230802","234048","238980","244217","249703","255505","260939","265350","269567","274889",
"Gambia, The","GMB","Population ages 65 and above, female","SP.POP.65UP.FE.IN","6074","6260","6448","6640","6838","7044","7254","7473","7703","7942","8186","8440","8708","8989","9437","10055","10697","11368","12061","12767","13479","14173","14844","15558","16174","16689","17296","18006","18794","19623","20486","21381","22205","22735","23114","23668","24361","25074","25797","26526","27233","27919","28581","28840","28757","28749","28811","28940","29146","29430","29759","30125","30507","30765","30815","30868","31092","31438","31899","32530","33239","33921","34731","35863",
"Guinea-Bissau","GNB","Population ages 65 and above, female","SP.POP.65UP.FE.IN","12671","12853","13011","13173","13197","13118","13065","13057","13086","13086","13133","13221","13347","13578","14077","14795","15463","16058","16551","16753","17169","18018","18851","19668","20459","21218","21952","22666","23362","24054","24743","24933","24739","24687","24611","24432","24166","23844","23524","23240","23002","22811","22645","22488","22349","22241","22174","22170","22236","22397","22670","23065","23604","24296","25136","26137","27307","28609","30026","31536","32979","34260","35484","36802",
"Equatorial Guinea","GNQ","Population ages 65 and above, female","SP.POP.65UP.FE.IN","7402","7465","7525","7585","7645","7707","7771","7841","7919","7915","7775","7570","7343","7108","6867","6632","6395","6223","6157","6163","6299","6583","6964","7314","7584","7828","8050","8256","8455","8652","8852","9056","9270","9490","9708","9933","10176","10436","10707","10986","11480","12206","12988","13832","14750","15773","16925","18211","19598","21018","22391","22961","22782","22680","22786","23186","23856","24740","25741","26751","27539","28060","28510","29051",
"Greece","GRC","Population ages 65 and above, female","SP.POP.65UP.FE.IN","388023","402080","417374","432948","448971","466031","485457","504572","521395","536146","550311","565212","580188","593405","605814","621392","640776","658122","674607","689358","699705","707414","712609","717743","722734","727818","734158","742107","752668","767189","787771","810992","831716","852287","872546","892439","912945","934936","957312","977608","998516","1021833","1044709","1065982","1086325","1105937","1121521","1130877","1140400","1155002","1173301","1192329","1205468","1212908","1219957","1226586","1236443","1247445","1256854","1268454","1280919","1282913","1288052","1307175",
"Grenada","GRD","Population ages 65 and above, female","SP.POP.65UP.FE.IN","3177","3232","3282","3337","3396","3452","3499","3534","3567","3610","3670","3748","3827","3897","3950","3991","4026","4041","4037","4025","4015","4014","4021","4026","4030","4037","4044","4044","4041","4045","4058","4105","4182","4263","4352","4454","4571","4698","4837","4989","5149","5269","5361","5455","5527","5589","5646","5693","5730","5764","5810","5865","5925","5989","6063","6147","6233","6315","6405","6509","6629","6773","6956","7174",
"Greenland","GRL","Population ages 65 and above, female","SP.POP.65UP.FE.IN","379","405","430","455","476","498","527","566","604","640","679","720","774","821","865","902","939","963","979","1004","1033","1062","1082","1098","1110","1120","1123","1132","1150","1169","1200","1235","1265","1304","1350","1387","1419","1453","1485","1510","1531","1554","1580","1607","1638","1684","1744","1803","1855","1908","1970","1999","2013","2007","2010","2035","2090","2149","2199","2254","2336","2466","2610","2788",
"Guatemala","GTM","Population ages 65 and above, female","SP.POP.65UP.FE.IN","48375","50311","52444","54674","56972","59401","61851","64164","66325","68408","70556","72866","75341","78014","81021","84349","87537","90732","94204","97676","101120","104640","109403","115217","120647","126006","131919","138540","145796","153523","161567","170090","179103","188270","196063","202504","209220","216364","223592","230619","237780","244818","251579","258332","265431","272982","280896","289035","297369","305933","314694","323952","334037","345455","357763","370327","383409","397429","412716","429256","446519","461388","472857","484797",
"Guam","GUM","Population ages 65 and above, female","SP.POP.65UP.FE.IN","483","505","529","556","587","622","659","705","752","797","844","888","932","983","1043","1113","1190","1277","1371","1482","1593","1687","1788","1885","1986","2095","2197","2301","2424","2578","2748","2913","3086","3246","3391","3537","3690","3844","4008","4182","4369","4567","4771","4972","5155","5306","5425","5515","5590","5689","5919","6288","6705","7147","7609","8080","8551","9013","9473","9941","10416","10877","11335","11818",
"Guyana","GUY","Population ages 65 and above, female","SP.POP.65UP.FE.IN","11246","11541","11695","11867","12064","12294","12552","12826","13106","13373","13621","13801","13910","14012","14127","14265","14432","14617","14797","14953","15058","15136","15202","15234","15254","15287","15361","15485","15638","15780","15863","15905","15885","15789","15682","15570","15487","15470","15522","15615","15730","15863","15986","16182","16474","16778","17089","17429","17800","18197","18638","19146","19760","20476","21253","22091","22980","23915","25031","26147","27182","28095","28877","30007",
"High income","HIC","Population ages 65 and above, female","SP.POP.65UP.FE.IN","44637760","45927375","47182444","48420118","49737192","51156596","52608458","54119068","55586439","56981097","58420380","59995718","61619759","63297502","65027147","66810732","68596529","70466156","72351647","74124711","75467268","76236922","76662966","76974542","77595076","78755789","80191073","81687437","83368671","85146369","86855668","88725221","90596194","92351755","94033043","95670437","97151162","98494565","99685421","100751321","101953550","103408562","104994985","106613931","108328995","110122974","111882186","113420965","114783806","116127812","117405407","118933197","121463104","124369439","127339669","130133430","133013952","135892541","138634954","141507022","144590311","147066875","149536679","152790040",
"Hong Kong SAR, China","HKG","Population ages 65 and above, female","SP.POP.65UP.FE.IN","59505","62792","67917","73052","78059","84143","89130","95478","101694","107727","115276","122132","127877","134889","142725","149547","156170","163207","170623","184423","194041","203757","211842","219639","226452","234976","244589","253068","260958","269130","276077","285454","294928","306984","321297","336987","360816","368873","377383","387205","396980","408024","419403","428151","440586","450713","460089","467826","473901","480472","492053","506140","525396","543670","567043","594632","621751","650167","681007","714218","742450","769643","797072","854386",
"Honduras","HND","Population ages 65 and above, female","SP.POP.65UP.FE.IN","36566","37557","38718","39968","41184","42326","43397","44398","45351","46312","47314","48336","49368","50373","51311","53108","55822","58567","61257","63755","66062","68168","70085","71993","74143","76614","79415","82606","84942","86306","87804","89439","91156","92974","94991","97227","99668","102289","104736","107241","110056","112962","115999","119078","122162","125237","128355","131603","135057","138866","143157","148003","153613","160183","167591","175906","184977","194481","204432","214817","224828","233609","242179","253008",
"Heavily indebted poor countries (HIPC)","HPC","Population ages 65 and above, female","SP.POP.65UP.FE.IN","2687031","2746181","2811264","2878485","2948853","3022101","3097595","3177341","3262415","3350521","3440165","3529992","3620135","3715690","3817345","3922861","4036354","4152048","4273749","4400236","4503845","4594867","4703937","4821062","4942626","5072038","5204349","5351312","5500061","5643756","5786417","5926879","6081618","6249442","6405469","6560257","6730094","6903070","7079041","7266130","7457705","7650636","7860716","8076394","8284594","8499458","8726680","8958928","9199337","9458519","9733174","10025572","10334343","10648375","10976314","11333096","11726323","12151175","12603966","13085609","13551736","13968448","14383066","14863017",
